method_id,canonical_name,family,verification_state,card_path,notes
M-CAUSAL-027,Multimodal machine-learning disease diagnosis,causal_policy,discovery,01_search/method_discovery_records/M-CAUSAL-027.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-CAUSAL-028,Negative-control designs,causal_policy,discovery,01_search/method_discovery_records/M-CAUSAL-028.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-CAUSAL-029,NLP-based policy and literature mapping,causal_policy,discovery,01_search/method_discovery_records/M-CAUSAL-029.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-CAUSAL-030,Observational effect-estimation studies,causal_policy,discovery,01_search/method_discovery_records/M-CAUSAL-030.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-CAUSAL-031,Observational time-to-event cohort designs,causal_policy,discovery,01_search/method_discovery_records/M-CAUSAL-031.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-CAUSAL-032,Other quasi-experimental policy-evaluation designs,causal_policy,discovery,01_search/method_discovery_records/M-CAUSAL-032.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-CAUSAL-033,Parametric g-formula and g-computation,causal_policy,discovery,01_search/method_discovery_records/M-CAUSAL-033.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-CAUSAL-034,Policy text mining and quantitative evaluation,causal_policy,discovery,01_search/method_discovery_records/M-CAUSAL-034.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-CAUSAL-035,Policy-impact and economic evaluation studies,causal_policy,discovery,01_search/method_discovery_records/M-CAUSAL-035.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-CAUSAL-036,Population-burden and control-metric estimation studies,causal_policy,discovery,01_search/method_discovery_records/M-CAUSAL-036.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-CAUSAL-037,Predictive-model and biomarker development studies,causal_policy,discovery,01_search/method_discovery_records/M-CAUSAL-037.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-CAUSAL-038,Quantile-based g-computation for exposure mixtures,causal_policy,discovery,01_search/method_discovery_records/M-CAUSAL-038.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-CAUSAL-039,Quasi-experimental design overviews,causal_policy,discovery,01_search/method_discovery_records/M-CAUSAL-039.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-CAUSAL-040,Randomized controlled trial designs,causal_policy,discovery,01_search/method_discovery_records/M-CAUSAL-040.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-CAUSAL-041,Regression discontinuity designs,causal_policy,discovery,01_search/method_discovery_records/M-CAUSAL-041.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-CAUSAL-042,Risk-factor analyses using surveillance data,causal_policy,discovery,01_search/method_discovery_records/M-CAUSAL-042.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-CAUSAL-043,Risk-factor and intervention studies with reporting-bias implications,causal_policy,discovery,01_search/method_discovery_records/M-CAUSAL-043.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-CAUSAL-044,Self-controlled risk-interval design,causal_policy,discovery,01_search/method_discovery_records/M-CAUSAL-044.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-CAUSAL-045,Sentinel surveillance causal effect estimation,causal_policy,discovery,01_search/method_discovery_records/M-CAUSAL-045.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-CAUSAL-046,Sentinel surveillance effectiveness and risk evaluation,causal_policy,discovery,01_search/method_discovery_records/M-CAUSAL-046.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-CAUSAL-047,Sentinel-based intervention effectiveness studies,causal_policy,discovery,01_search/method_discovery_records/M-CAUSAL-047.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-CAUSAL-048,Sexual-health access intervention programs,causal_policy,discovery,01_search/method_discovery_records/M-CAUSAL-048.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-CAUSAL-049,Statistical data fusion for tail-probability prediction,causal_policy,discovery,01_search/method_discovery_records/M-CAUSAL-049.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-CAUSAL-050,Statistical data-fusion estimation,causal_policy,discovery,01_search/method_discovery_records/M-CAUSAL-050.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-CAUSAL-051,Stepped-wedge and time-series effectiveness evaluation,causal_policy,discovery,01_search/method_discovery_records/M-CAUSAL-051.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-CAUSAL-052,Supervised detection of disease reemergence,causal_policy,discovery,01_search/method_discovery_records/M-CAUSAL-052.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-CAUSAL-053,Surrogate-endpoint causal roadmap,causal_policy,discovery,01_search/method_discovery_records/M-CAUSAL-053.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-CAUSAL-054,Synthetic control methods,causal_policy,discovery,01_search/method_discovery_records/M-CAUSAL-054.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-CAUSAL-055,Target-trial emulation,causal_policy,discovery,01_search/method_discovery_records/M-CAUSAL-055.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-CAUSAL-056,Targeted learning and targeted maximum-likelihood estimation,causal_policy,discovery,01_search/method_discovery_records/M-CAUSAL-056.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-CAUSAL-057,Test-negative case-control design,causal_policy,discovery,01_search/method_discovery_records/M-CAUSAL-057.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-CAUSAL-058,Test-negative design with population controls,causal_policy,discovery,01_search/method_discovery_records/M-CAUSAL-058.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-CAUSAL-059,Threshold and segmented regression change-point models,causal_policy,discovery,01_search/method_discovery_records/M-CAUSAL-059.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-CAUSAL-060,Trial transportability and hybrid trial-observational studies,causal_policy,discovery,01_search/method_discovery_records/M-CAUSAL-060.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-CAUSAL-061,Vaccine-effectiveness study-design feasibility assessment,causal_policy,discovery,01_search/method_discovery_records/M-CAUSAL-061.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-001,Alternative surveillance data streams,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-001.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-002,Ascertainment correction and hidden-burden estimation,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-002.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-003,Auxiliary-signal nowcasting,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-003.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-004,Burden estimation with underreporting adjustment,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-004.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-005,Burden reconstruction and under-ascertainment estimation,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-005.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-006,Capture-recapture estimation,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-006.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-007,Capture-recapture for hidden-population size estimation,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-007.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-008,Case-reported diagnostic failures,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-008.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-009,Community active infection surveillance,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-009.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-010,Coverage and denominator correction,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-010.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-011,Denominator data validation and sampling,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-011.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-012,Denominator-adjusted surveillance positivity analysis,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-012.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-013,Descriptive surveillance pattern analyses,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-013.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-014,Diagnostic assay validation and yield-comparison studies,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-014.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-015,Diagnostic latent-class models without a gold standard,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-015.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-016,Diagnostic test accuracy evaluation,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-016.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-017,Diagnostic test-accuracy synthesis,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-017.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-018,Diagnostic yield with sample availability,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-018.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-019,"Diagnostic, case-definition, and reporting-validity studies",surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-019.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-020,Diagnostic-accuracy and test-calibration methods,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-020.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-021,Diagnostic-accuracy studies,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-021.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-022,Digital surveillance information system,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-022.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-023,Dynamic population-denominator correction,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-023.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-024,Enhanced surveillance and case-finding tools,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-024.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-025,Environmental and digital complementary surveillance,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-025.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-026,Genomic sentinel surveillance,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-026.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-027,HAI rate denominator choice,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-027.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-028,Healthcare surveillance and performance benchmarking,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-028.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-029,Hidden-burden and ascertainment-correction estimation,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-029.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-030,Incidence sensitivity to denominator source,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-030.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-031,"Incidence, prevalence, and burden estimation from surveillance or survey data",surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-031.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-032,Integrated vaccine-safety surveillance,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-032.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-033,Latent-class measurement models,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-033.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-034,Latent-class preference models,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-034.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-035,Latent-class trajectory models,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-035.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-036,Measurement-error and misclassification correction methods,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-036.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-037,Measurement-error correction and misclassification adjustment,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-037.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-038,Multi-instrument measurement comparison,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-038.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-039,Multiple-system estimation,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-039.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-040,Multistate capture-recapture for disease dynamics,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-040.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-041,Neural-network diagnostic and forecasting models,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-041.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-042,Objective-clinical versus administrative surveillance,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-042.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-043,"Observation, detection, and reporting-process models",surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-043.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-044,Observation-process and detection models,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-044.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-045,Other surveillance-measurement designs,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-045.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-046,Partial-observation epidemic inference methods,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-046.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-047,Partially latent-class etiology models,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-047.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-048,Passive vaccine-safety rate estimation with incomplete denominators,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-048.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-049,Passive-surveillance signal detection and risk prediction,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-049.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-050,Pharmacovigilance and adverse-event surveillance,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-050.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-051,Population-based incidence surveillance,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-051.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-052,Preferential-sampling models,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-052.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-053,Public-health data triangulation,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-053.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-054,Real-time network surveillance,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-054.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-055,Reporting bias and measurement-validation studies,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-055.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-056,Reporting-delay adjustment and incidence nowcasting,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-056.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-057,Reporting-delay adjustment and nowcasting,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-057.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-058,Reproduction-number nowcasting,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-058.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-059,Risk-adjusted benchmark metric modeling,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-059.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-060,Safety surveillance and pharmacovigilance studies,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-060.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-061,Self-controlled case-series models with exposure-timing error,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-061.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-062,Self-report and behavioral measurement bias assessment,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-062.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-063,Sentinel surveillance descriptive epidemiology,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-063.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-064,Sentinel surveillance estimation and bias correction,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-064.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-065,Sentinel surveillance inference and calibration,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-065.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-066,"Sentinel surveillance platform design, evaluation, and extrapolation",surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-066.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-067,Sentinel surveillance system design and evaluation,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-067.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-068,Sentinel surveillance system implementation and evaluation,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-068.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-069,Sentinel vaccine-effectiveness and test-negative designs,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-069.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-070,Structured surveillance platform studies,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-070.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-071,Surveillance and self-report measurement validation,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-071.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-072,"Surveillance ascertainment, validation, and correction studies",surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-072.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-073,Surveillance data validation and completeness assessment,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-073.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-074,Surveillance system design and reporting interventions,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-074.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-075,Surveillance system design and reporting-improvement studies,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-075.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-076,"Surveillance system design, reporting practice, and measurement frameworks",surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-076.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-077,Surveillance system evaluation and reporting improvement,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-077.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-078,Surveillance system evaluation and reporting-quality studies,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-078.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
M-SURVEILLANCE-079,Surveillance system improvement and reporting-enhancement strategies,surveillance_measurement,discovery,01_search/method_discovery_records/M-SURVEILLANCE-079.md,Canonical Task 6 discovery concept; lineage and substantive method claims remain unverified.
