paper_id,method_id,provisional_role,verification_state,evidence_location,search_id,status,notes
P-2010-0082,M-SPATIAL-016,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20089660,SEARCH-20260720-PUBMED-FAMILY-SPATIAL-02,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0094,M-FORECASTING-038,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20092624,SEARCH-20260720-PUBMED-FAMILY-FORECASTING-01|SEARCH-20260720-PUBMED-FAMILY-SURVEILLANCE-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0106,M-EVIDENCE-035,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20098724,SEARCH-20260720-PUBMED-VENUE-EVIDENCE-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0068,M-SURVEILLANCE-063,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20118677,SEARCH-20260720-PUBMED-FAMILY-SURVEILLANCE-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0104,M-FORECASTING-003,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20126277,SEARCH-20260720-PUBMED-FAMILY-FORECASTING-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0073,M-FORECASTING-008,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20150218,SEARCH-20260720-PUBMED-FAMILY-FORECASTING-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0090,M-CAUSAL-019,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20159831,SEARCH-20260720-PUBMED-FAMILY-CAUSAL-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0046,M-SPATIAL-012,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20167194,SEARCH-20260720-PUBMED-FAMILY-SPATIAL-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0087,M-CAUSAL-046,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20167724,SEARCH-20260720-PUBMED-FAMILY-SURVEILLANCE-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0033,M-FORECASTING-007,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20172625,SEARCH-20260720-PUBMED-FAMILY-FORECASTING-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0107,M-FORECASTING-002,originates,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20186274,SEARCH-20260720-PUBMED-VENUE-FORECASTING-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0128,M-FORECASTING-033,originates,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20195446,SEARCH-20260720-PUBMED-FAMILY-FORECASTING-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0110,M-SPATIAL-012,originates,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20195473,SEARCH-20260720-PUBMED-FAMILY-SPATIAL-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0062,M-SPATIAL-019,originates,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20203288,SEARCH-20260720-PUBMED-FAMILY-SPATIAL-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0055,M-FORECASTING-040,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20210642,SEARCH-20260720-PUBMED-VENUE-FORECASTING-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0022,M-SURVEILLANCE-063,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20213323,SEARCH-20260720-PUBMED-FAMILY-SURVEILLANCE-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0054,M-SURVEILLANCE-051,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20218877,SEARCH-20260720-PUBMED-VENUE-EVIDENCE-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0023,M-SURVEILLANCE-055,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20223601,SEARCH-20260720-PUBMED-FAMILY-SURVEILLANCE-02,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0097,M-FORECASTING-040,originates,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20226035,SEARCH-20260720-PUBMED-FAMILY-FORECASTING-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0035,M-SURVEILLANCE-006,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20227137,SEARCH-20260720-PUBMED-FAMILY-SURVEILLANCE-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0034,M-SURVEILLANCE-078,diagnoses,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20227139,SEARCH-20260720-PUBMED-FAMILY-SURVEILLANCE-02,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0077,M-SIMULATION-014,critiques,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20230547,SEARCH-20260720-PUBMED-FAMILY-SIMULATION-02,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0108,M-SURVEILLANCE-084,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20300515,SEARCH-20260720-PUBMED-FAMILY-SURVEILLANCE-02,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0100,M-SPATIAL-016,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20307282,SEARCH-20260720-PUBMED-FAMILY-SPATIAL-02,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0072,M-SPATIAL-016,originates,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20335193,SEARCH-20260720-PUBMED-FAMILY-SPATIAL-02,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0075,M-SPATIAL-016,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20375223,SEARCH-20260720-PUBMED-FAMILY-SPATIAL-02,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2011-0091,M-SIMULATION-007,originates,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20377577,SEARCH-20260720-PUBMED-FAMILY-SIMULATION-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0078,M-SPATIAL-019,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20394659,SEARCH-20260720-PUBMED-FAMILY-SPATIAL-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0001,M-CAUSAL-047,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20394710,SEARCH-20260720-PUBMED-VENUE-SURVEILLANCE-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0026,M-SURVEILLANCE-033,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20395074,SEARCH-20260720-PUBMED-FAMILY-SURVEILLANCE-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0031,M-SPATIAL-016,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20400369,SEARCH-20260720-PUBMED-FAMILY-SPATIAL-02,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0124,M-FORECASTING-007,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20409381,SEARCH-20260720-PUBMED-FAMILY-FORECASTING-01|SEARCH-20260720-PUBMED-VENUE-FORECASTING-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0049,M-SPATIAL-012,originates,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20421468,SEARCH-20260720-PUBMED-VENUE-SPATIAL-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0118,M-SURVEILLANCE-006,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20460083,SEARCH-20260720-PUBMED-VENUE-SURVEILLANCE-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0002,M-SURVEILLANCE-028,critiques,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20460091,SEARCH-20260720-PUBMED-VENUE-SIMULATION-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0131,M-SPATIAL-012,originates,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20462299,SEARCH-20260720-PUBMED-FAMILY-SPATIAL-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0113,M-SPATIAL-016,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20463813,SEARCH-20260720-PUBMED-FAMILY-SPATIAL-02,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0074,M-SPATIAL-016,originates,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20478883,SEARCH-20260720-PUBMED-FAMILY-SPATIAL-02,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0003,M-EVIDENCE-028,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20504388,SEARCH-20260720-PUBMED-VENUE-EVIDENCE-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0041,M-SPATIAL-016,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20510742,SEARCH-20260720-PUBMED-FAMILY-SPATIAL-02,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0119,M-SURVEILLANCE-073,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20519103,SEARCH-20260720-PUBMED-FAMILY-SURVEILLANCE-02,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0063,M-SPATIAL-016,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20522727,SEARCH-20260720-PUBMED-FAMILY-SPATIAL-02,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0103,M-SIMULATION-008,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20542845,SEARCH-20260720-PUBMED-FAMILY-SIMULATION-02,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2011-0051,M-SURVEILLANCE-065,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20546633,SEARCH-20260720-PUBMED-FAMILY-SURVEILLANCE-02,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0059,M-EVIDENCE-035,originates,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20547574,SEARCH-20260720-PUBMED-VENUE-EVIDENCE-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0064,M-SURVEILLANCE-015,originates,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20562627,SEARCH-20260720-PUBMED-FAMILY-SURVEILLANCE-01|SEARCH-20260720-PUBMED-VENUE-SURVEILLANCE-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0004,M-FORECASTING-003,originates,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20576236,SEARCH-20260720-PUBMED-FAMILY-FORECASTING-01|SEARCH-20260720-PUBMED-VENUE-FORECASTING-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0092,M-SPATIAL-012,originates,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20587041,SEARCH-20260720-PUBMED-FAMILY-SIMULATION-01|SEARCH-20260720-PUBMED-FAMILY-SPATIAL-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0125,M-SPATIAL-019,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20587180,SEARCH-20260720-PUBMED-VENUE-SPATIAL-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0069,M-SIMULATION-001,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20588171,SEARCH-20260720-PUBMED-FAMILY-SIMULATION-02,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0085,M-FORECASTING-026,originates,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20595315,SEARCH-20260720-PUBMED-FAMILY-FORECASTING-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2011-0052,M-FORECASTING-007,originates,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20598207,SEARCH-20260720-PUBMED-FAMILY-FORECASTING-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0115,M-SURVEILLANCE-075,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20602074,SEARCH-20260720-PUBMED-FAMILY-SURVEILLANCE-02,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2011-0014,M-FORECASTING-036,originates,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20607242,SEARCH-20260720-PUBMED-FAMILY-FORECASTING-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0005,M-FORECASTING-032,originates,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20619130,SEARCH-20260720-PUBMED-VENUE-FORECASTING-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0120,M-EVIDENCE-007,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20630145,SEARCH-20260720-PUBMED-VENUE-EVIDENCE-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0018,M-SPATIAL-012,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20632529,SEARCH-20260720-PUBMED-FAMILY-SPATIAL-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0036,M-SURVEILLANCE-071,diagnoses,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20633960,SEARCH-20260720-PUBMED-FAMILY-SURVEILLANCE-02,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0027,M-SIMULATION-008,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20638840,SEARCH-20260720-PUBMED-FAMILY-SIMULATION-02,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0102,M-SURVEILLANCE-050,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20647982,SEARCH-20260720-PUBMED-FAMILY-SURVEILLANCE-02,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2011-0081,M-SPATIAL-012,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20659931,SEARCH-20260720-PUBMED-FAMILY-SPATIAL-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0084,M-CAUSAL-013,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20659985,SEARCH-20260720-PUBMED-VENUE-CAUSAL-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0095,M-SURVEILLANCE-053,critiques,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20670448,SEARCH-20260720-PUBMED-FAMILY-EVIDENCE-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0132,M-SURVEILLANCE-020,originates,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20682885,SEARCH-20260720-PUBMED-FAMILY-FORECASTING-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0006,M-FORECASTING-007,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20684815,SEARCH-20260720-PUBMED-VENUE-FORECASTING-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2011-0016,M-SURVEILLANCE-033,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20694510,SEARCH-20260720-PUBMED-FAMILY-SURVEILLANCE-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0019,M-SURVEILLANCE-062,diagnoses,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20697796,SEARCH-20260720-PUBMED-FAMILY-SURVEILLANCE-02,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0015,M-SURVEILLANCE-051,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20699455,SEARCH-20260720-PUBMED-VENUE-EVIDENCE-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0016,M-SIMULATION-001,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20721982,SEARCH-20260720-PUBMED-FAMILY-SIMULATION-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2011-0139,M-SURVEILLANCE-062,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20724694,SEARCH-20260720-PUBMED-FAMILY-SURVEILLANCE-02,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0025,M-CAUSAL-005,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20728761,SEARCH-20260720-PUBMED-FAMILY-SURVEILLANCE-02,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0017,M-CAUSAL-041,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20731000,SEARCH-20260720-PUBMED-FAMILY-CAUSAL-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0126,M-CAUSAL-022,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20735928,SEARCH-20260720-PUBMED-FAMILY-SURVEILLANCE-02,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0093,M-SIMULATION-007,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20738872,SEARCH-20260720-PUBMED-FAMILY-SIMULATION-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0007,M-SURVEILLANCE-063,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20799563,SEARCH-20260720-PUBMED-FAMILY-SURVEILLANCE-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0065,M-FORECASTING-003,originates,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20805752,SEARCH-20260720-PUBMED-FAMILY-FORECASTING-01|SEARCH-20260720-PUBMED-VENUE-FORECASTING-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2010-0091,M-SPATIAL-019,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20809968,SEARCH-20260720-PUBMED-FAMILY-SPATIAL-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
P-2011-0090,M-SPATIAL-017,applies,discovery,title and complete available abstract in canonical_method_assignments.csv for PMID:20819104,SEARCH-20260720-PUBMED-FAMILY-SPATIAL-01,not_authoritative_until_primary_source_verification,Provisional semantic assignment only; no normalized authoritative relationship is asserted.
