candidate_key,waves,wave_source_row_sha256s,screening_path,final_decision,final_proposed_record_type,final_reason_code,duplicate_disposition
PMID:20031239,wave_01,wave_01:5d284fc98806d117816e066c3fc3385d99782a50c8aafe52db6619d80e81d1e0,wave_01_frozen_queries/screened_candidates.csv,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,
PMID:20053137,wave_02,wave_02:a48e6c5132ecdce4b99067588c4fec899953ef69632a5312d9514c98cde3b552,wave_02_synonym_expansion/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:20053861,wave_01,wave_01:173b9f07e3e631e5c2910a86c28ba4bbc6f6021050792d010456c27fb45af72b,wave_01_frozen_queries/screened_candidates.csv,include_method_source_lead,method_source,I_METHOD_SOURCE,
PMID:20056004,wave_01,wave_01:8b3b599905abf5238023326b07632db5ed3c5ca61710db5c083fae6b815e014f,wave_01_frozen_queries/screened_candidates.csv,include_method_source_lead,method_source,I_METHOD_SOURCE,
PMID:20056016,wave_02,wave_02:7b0f507ae43cf61b2ac2c8512daec145b636d464a92bcf052cf10f02df880e5d,wave_02_synonym_expansion/screened_candidates.csv,uncertain_retrieve_primary,,U_PRIMARY_RECORD_NEEDED,
PMID:20067745,wave_01,wave_01:2ae9a2b2d8f5ecb67645b792877f42cc665bde2600597e3be2ee272440df7eaf,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:20073131,wave_02,wave_02:9dbfc71a2e98952468f09374a602bbaad5f7be32ca517c0d3eb85130e014ce94,wave_02_synonym_expansion/screened_candidates.csv,exclude,,X_DESCRIPTIVE_ONLY,
PMID:20075214,wave_01,wave_01:d2028a4a730cbc129093311f51cc47a006cefa589f9f1f159840ece3a935cd60,wave_01_frozen_queries/screened_candidates.csv,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,
PMID:20087396,wave_01,wave_01:488dfb2237166c2d967f44713f370e3621e6bb0d908f82be3cc9606d56678cd5,wave_01_frozen_queries/screened_candidates.csv,uncertain_retrieve_primary,,U_PRIMARY_RECORD_NEEDED,
PMID:20089660,wave_02,wave_02:9e1dff8c5779f4c147e902ed230206287fcd385b20b4c4a1186e90911d8c9059,wave_02_synonym_expansion/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:20092624,wave_01,wave_01:6c39f65ed3a3c27293401ba6155d3e2645993a5112680824bf7d916c5ae55567,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:20098724,wave_01,wave_01:de2c54ec836a02681bf7d0908012b7ed3e85709f572b33c06a1c140e8111cfa7,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:20110205,wave_01,wave_01:f7d899d20ce91433a4d3a5b44046ce2418b5c0c18b6afb306762f48f1f9cc66f,wave_01_frozen_queries/screened_candidates.csv,exclude,,X_DESCRIPTIVE_ONLY,
PMID:20118677,wave_01,wave_01:270524cc00b89cf97b942dbb59b9b9dfcd7551f8540dd40417b4bc493316a1f8,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:20126277,wave_01,wave_01:39c70db62ba71cd7b9e283d84145c8c2284839fe16839f1f8c6c6e7e85f17612,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:20128663,wave_02,wave_02:ec9a16c6b10e6b169cd9d82f14da7b669242e46ceea7990042c23952438b5e9b,wave_02_synonym_expansion/screened_candidates.csv,exclude,,X_DESCRIPTIVE_ONLY,
PMID:20150218,wave_01,wave_01:01d8842e94723e97e1fb2fd810dbfaacabfbcc5d26440ae41fa13d76fa002160,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:20159831,wave_01,wave_01:c76443f8aa90f928ee02e6ba86b1dbaadccc9819d7947a64193db32dad621e86,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:20167194,wave_01,wave_01:cbec8fc409a4120603a2160214729b3000cc0d5036522c1fbae4f272d2e93053,wave_01_frozen_queries/screened_candidates.csv,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,
PMID:20167724,wave_01,wave_01:b15422069e82a7e13faf9496eeb60c25f42d1b14a2ef81f28290569ec7eb69cb,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:20172625,wave_01,wave_01:fc62e9fead92bdeda8e01d1772b710ecc7066647a4b203fd4dfc5759d665f8ce,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:20174629,wave_01,wave_01:fb84844792f6fdb2c6a63065e2b7b68f293c7285e99b4408e429c0dc8903d9bb,wave_01_frozen_queries/screened_candidates.csv,exclude,,X_DESCRIPTIVE_ONLY,
PMID:20178416,wave_01,wave_01:b620357f509b57c86766d9a7690e00b176d4eb0f655cac98fc6d2f44ff415b44,wave_01_frozen_queries/screened_candidates.csv,exclude,,X_DESCRIPTIVE_ONLY,
PMID:20186274,wave_01,wave_01:13d0c913954d2fc2b765ede1e802adde68bd912e83a4720df03ce963bc7fcb2b,wave_01_frozen_queries/screened_candidates.csv,include_method_source_lead,method_source,I_METHOD_SOURCE,
PMID:20195446,wave_01,wave_01:112288c3bf792383c4acf3bfa38d3293039dd9292164a6843691b2d8b6fccdc5,wave_01_frozen_queries/screened_candidates.csv,include_method_source_lead,method_source,I_METHOD_SOURCE,
PMID:20195473,wave_01,wave_01:28972b9da634d416b9a6de9a09e17a2d454c859e8316b6946c7abbbf4c9d8c43,wave_01_frozen_queries/screened_candidates.csv,include_simulation_or_mechanistic_lead,method_source,I_SIMULATION_MECHANISTIC,
PMID:20203288,wave_01,wave_01:3bb2626af78a1c0d04a1c3d7c484226069ace57705d4b067afa031d3aadcbeec,wave_01_frozen_queries/screened_candidates.csv,include_simulation_or_mechanistic_lead,method_source,I_SIMULATION_MECHANISTIC,
PMID:20210642,wave_01,wave_01:a8bc2a57b4574b61f0370da5192ee0f85307b495ed73fe79ef7a5c5099ff64c4,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:20210653,wave_01,wave_01:983b28023b145e4942ad650c048172991bc587df287bcb9b58a1b3cf13c7e995,wave_01_frozen_queries/screened_candidates.csv,uncertain_retrieve_primary,,U_PRIMARY_RECORD_NEEDED,
PMID:20213323,wave_01,wave_01:512c476af16c729a96f5861dece50d84959c65d9ae8462f575a3fd29bc4ee29b,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:20218877,wave_01,wave_01:52f17ee5739b9a9b5cc382439bc6a9230cdae63b32e5ce102fc96f5e117408a5,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:20223601,wave_02,wave_02:d15188d42cb2a31ae41c06dcc9b5701ebd47d7e3d076980be6aa3c3d11c1573e,wave_02_synonym_expansion/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:20226035,wave_01,wave_01:98df83a45395f6a1c1426405504adf4d35dc0d4166cb9f82b1c2b7f115ec3438,wave_01_frozen_queries/screened_candidates.csv,include_method_source_lead,method_source,I_METHOD_SOURCE,
PMID:20227137,wave_01,wave_01:af4d0821aba1925c36068271192c3cab8bab6e1bc7707fce122daeed8023e3c6,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:20227139,wave_02,wave_02:ff373ea2565108305f5a4459daf3154159d4fdbfe6de107df8a215cc3272aec6,wave_02_synonym_expansion/screened_candidates.csv,include_diagnostic_or_correction_lead,diagnostic,I_DIAGNOSTIC_CORRECTION,
PMID:20230547,wave_02,wave_02:e355c47850d4a5827a71166c3eb839d8e3f32e8b8b1135a9bee3a2d642b9fbfc,wave_02_synonym_expansion/screened_candidates.csv,include_diagnostic_or_correction_lead,guidance,I_DIAGNOSTIC_CORRECTION,
PMID:20298158,wave_01,wave_01:8030d20408b9e13e36bb443791a9aac544ad8e3bb28d81e8cb514a45e5c95eab,wave_01_frozen_queries/screened_candidates.csv,uncertain_retrieve_primary,,U_PRIMARY_RECORD_NEEDED,
PMID:20298159,wave_01,wave_01:92d61f096a5ce127771b2febda6b176156b740364f7242bb6920a08e2f1d4ee7,wave_01_frozen_queries/screened_candidates.csv,uncertain_retrieve_primary,,U_PRIMARY_RECORD_NEEDED,
PMID:20298446,wave_01,wave_01:b15c286b5215238830dd663cf74df4c5be667f887cf7725cf426893443e2ff5d,wave_01_frozen_queries/screened_candidates.csv,uncertain_retrieve_primary,,U_PRIMARY_RECORD_NEEDED,
PMID:20300515,wave_02,wave_02:ed0b62464090bbe56a4174babc7edfcac2a4d5daacb4fd3aff2c8eaee34412b4,wave_02_synonym_expansion/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:20307282,wave_02,wave_02:c09a6c9fa123c46f9919b50a137853c85bbaefe8d03742aab8ea4a3e9040f64a,wave_02_synonym_expansion/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:20335193,wave_02,wave_02:fcdf60bb5048ade69138c796e4b85d9002df084fcad846b0c766f114716672e2,wave_02_synonym_expansion/screened_candidates.csv,include_simulation_or_mechanistic_lead,method_source,I_SIMULATION_MECHANISTIC,
PMID:20336156,wave_01,wave_01:457d25d485d3ddfc257f0180c052814fc30d5f3e028e5d046e5a1b9496cba669,wave_01_frozen_queries/screened_candidates.csv,uncertain_retrieve_primary,,U_PRIMARY_RECORD_NEEDED,
PMID:20350666,wave_02,wave_02:538a04253cae96c351ed85a926f166d9eb96c19fe2c62c393552142a8712aae0,wave_02_synonym_expansion/screened_candidates.csv,exclude,,X_DESCRIPTIVE_ONLY,
PMID:20368996,wave_01,wave_01:5d500dcaec0f0351f9d35dad6d980e3137a793779c430399f9bb171c810768bf,wave_01_frozen_queries/screened_candidates.csv,exclude,,X_DESCRIPTIVE_ONLY,
PMID:20375223,wave_02,wave_02:224a9cc9cedd9ed15b3b301b579ad48ff1e5d23f898577a8bde0e3b179900bed,wave_02_synonym_expansion/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:20375225,wave_01,wave_01:8ce2091be6e2a5958a7127b749b77e87a3d7e54fd541e7c0e4a5a449efc63651,wave_01_frozen_queries/screened_candidates.csv,exclude,,X_DESCRIPTIVE_ONLY,
PMID:20377577,wave_01,wave_01:5d9b778dfb0a6d98849ef9b4e5a0d397694a01b49dd207ba394cf1ba0d46969f,wave_01_frozen_queries/screened_candidates.csv,include_method_source_lead,method_source,I_METHOD_SOURCE,
PMID:20388068,wave_01,wave_01:35c2668e81ef2088a27d960740b0e2291a16c66dc3e09e14c80ff204c633e60b,wave_01_frozen_queries/screened_candidates.csv,exclude,,X_NOT_INFECTIOUS_TRANSFERABLE,
PMID:20394659,wave_01,wave_01:b670c96391893af84d32879af9b5e81d9073725bb26ae178ccd8d1cca3f6d1a1,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:20394710,wave_01,wave_01:79186f61d17db86f3443ccf238c6515cf1de4acf834bcf3f8f521f8f8938f2e8,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:20395074,wave_01,wave_01:99e0f1178a871bbb9b0345bc216b8ac65a83ced19b17f495b5d2d143ab79157f,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:20400369,wave_02,wave_02:eb112c94f29c30427287618aeaf982bb1ed643d6fba43bfe10e903d1064aadb9,wave_02_synonym_expansion/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:20409381,wave_01,wave_01:2866eaa6e453b54aac7d7bb078a97d40d8a8eb8ebba435c136716870876e8ad4,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:20421468,wave_01,wave_01:f5c61fa5b0cbf7761ffd78acbc86c9dea2ee224145a9aca22902905d343bedfa,wave_01_frozen_queries/screened_candidates.csv,include_simulation_or_mechanistic_lead,method_source,I_SIMULATION_MECHANISTIC,
PMID:20427560,wave_01,wave_01:b0cbaefce55d58ea75dd3531197dbe146ff6e92684f409b0e13cb21cddb42795,wave_01_frozen_queries/screened_candidates.csv,uncertain_retrieve_primary,,U_PRIMARY_RECORD_NEEDED,
PMID:20441469,wave_01,wave_01:0d46cc938ba0e46925c1415a09023cc29419a3badb2e133f0e6efc0505a5a421,wave_01_frozen_queries/screened_candidates.csv,uncertain_retrieve_primary,,U_PRIMARY_RECORD_NEEDED,
PMID:20442385,wave_01,wave_01:45d1193bcbb7fc49778950756e14b55265909e08d60b11f5493b8629b2bc68a4,wave_01_frozen_queries/screened_candidates.csv,exclude,,X_DESCRIPTIVE_ONLY,
PMID:20460083,wave_01,wave_01:8a768b8b5620e8310fb5ba146ed6ec79addbd933ffa5cb0c257924ea9405f179,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:20460091,wave_01,wave_01:fcc45b1d61bf51048ee09bf65af89bdb1a2b1921b53266dd94bbf8ce64133930,wave_01_frozen_queries/screened_candidates.csv,include_diagnostic_or_correction_lead,guidance,I_DIAGNOSTIC_CORRECTION,
PMID:20462299,wave_01,wave_01:f10effd8d95180b8269824180e4f610f8b8d0442a95589cc838097fdac56b7fc,wave_01_frozen_queries/screened_candidates.csv,include_simulation_or_mechanistic_lead,method_source,I_SIMULATION_MECHANISTIC,
PMID:20463813,wave_02,wave_02:89b1f88cde59e30f07fb2c8430b0a7fd6f1fba1315002cdc79217db4d77ef83d,wave_02_synonym_expansion/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:20466906,wave_01,wave_01:bc54f83c5f078e05d70204a4445700d21f29d458a02a9a76134dfa5131e09353,wave_01_frozen_queries/screened_candidates.csv,uncertain_retrieve_primary,,U_PRIMARY_RECORD_NEEDED,
PMID:20473464,wave_01,wave_01:9ff4ed143a0e5782420231d6fc656f869cf1cc104b4c81290801236748f30487,wave_01_frozen_queries/screened_candidates.csv,uncertain_retrieve_primary,,U_PRIMARY_RECORD_NEEDED,
PMID:20478882,wave_02,wave_02:615698190b492dc606510012bc4c0627a66edd469a7051fb7a0c97a958855385,wave_02_synonym_expansion/screened_candidates.csv,uncertain_retrieve_primary,,U_PRIMARY_RECORD_NEEDED,
PMID:20478883,wave_02,wave_02:fc6207ec41fdbcadede9475cd36e1640548c59690f6b0baebeac9264062edee4,wave_02_synonym_expansion/screened_candidates.csv,include_method_source_lead,method_source,I_METHOD_SOURCE,
PMID:20494603,wave_02,wave_02:f3bf691d744a85c0272069d0c66d646b23ccdd21c3be31b8ba685eb9f8467121,wave_02_synonym_expansion/screened_candidates.csv,exclude,,X_DESCRIPTIVE_ONLY,
PMID:20504388,wave_01,wave_01:20d325e8dc6c6fe04ad618a358da2f5450f1c7f9f461ae1a30e12b40a38b8a3b,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:20510742,wave_02,wave_02:a27f325dddbdf5153b3b7fdf10a82eed446bead54d9ebd33fcba02fbac4710c2,wave_02_synonym_expansion/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:20519103,wave_02,wave_02:9e4625e86b6e4311d18808c9f027d7b3fbf6fef7e9174cf528725383d5656230,wave_02_synonym_expansion/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:20522727,wave_02,wave_02:3804db5efe0106c5f0d9fe90d9d2a7f3d3b7f3c38abba6fc96a4c01c91a979b5,wave_02_synonym_expansion/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:20539082,wave_02,wave_02:0c562fb5ac16d8cc46eab5a70fa1dc623561a9268ee6accc1bc55d0d0e664a59,wave_02_synonym_expansion/screened_candidates.csv,uncertain_retrieve_primary,,U_PRIMARY_RECORD_NEEDED,
PMID:20542845,wave_02,wave_02:d4ed510c8f262652fda6332af9b22ad0357c3e9901212d904887bf2e6af7cc2e,wave_02_synonym_expansion/screened_candidates.csv,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,
PMID:20546633,wave_02,wave_02:8e7e25d530b29bfc592c95e1e5cbe509d63845df1c143c386f834c4386f6cc85,wave_02_synonym_expansion/screened_candidates.csv,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,
PMID:20547574,wave_01,wave_01:70ea971a35b8e226fccfd903330da9f42a432879e6f323820d904b1378d5bd1d,wave_01_frozen_queries/screened_candidates.csv,include_simulation_or_mechanistic_lead,method_source,I_SIMULATION_MECHANISTIC,
PMID:20550719,wave_02,wave_02:6b2fa8ffa2597baacd8a672f00cca4f82573804a279c991fbc0264f85f1c9fef,wave_02_synonym_expansion/screened_candidates.csv,exclude,,X_NOT_INFECTIOUS_TRANSFERABLE,
PMID:20562627,wave_01,wave_01:e7a15215a6f46499a0a78c73762f6ef39fe544115aaeb4db96dc448f792abaf0,wave_01_frozen_queries/screened_candidates.csv,include_method_source_lead,method_source,I_METHOD_SOURCE,
PMID:20576236,wave_01,wave_01:56067ceeeeed71aee3cf37986e77495fb640aff4e1bf72d2a4ca813f30320fe4,wave_01_frozen_queries/screened_candidates.csv,include_method_source_lead,method_source,I_METHOD_SOURCE,
PMID:20587041,wave_01,wave_01:72d18a2fc490edbf9d966c87e0e487b6ce8c5c8d6a64fda08a085a42faae7621,wave_01_frozen_queries/screened_candidates.csv,include_simulation_or_mechanistic_lead,method_source,I_SIMULATION_MECHANISTIC,
PMID:20587180,wave_01,wave_01:809b86c8b8aa85d63a8af596a6c4246fca69fac0bca9d60391d5773847ad309d,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:20588171,wave_02,wave_02:6a125bd96053972f5d5264bb138c3dde12075d707feed04cef1eec7a38bf1863,wave_02_synonym_expansion/screened_candidates.csv,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,
PMID:20595315,wave_01,wave_01:ab24d9a0a93871415af4e78ac42e2f06eca41bebdaf2b3c94aeef681d5b20c6d,wave_01_frozen_queries/screened_candidates.csv,include_method_source_lead,method_source,I_METHOD_SOURCE,
PMID:20596887,wave_01,wave_01:2f7484c6d3cd5c5ff70fae407f086c3be78adea0723aeb638dcf3ba520c4928d,wave_01_frozen_queries/screened_candidates.csv,uncertain_retrieve_primary,,U_PRIMARY_RECORD_NEEDED,
PMID:20598207,wave_01,wave_01:8138eb8f8294874a0a2b96a91a0e474f93575e487c26f411c093ecb5617055bf,wave_01_frozen_queries/screened_candidates.csv,include_method_source_lead,method_source,I_METHOD_SOURCE,
PMID:20602074,wave_02,wave_02:9615a335c6c4972602a0f4996086be74aaf2acd968a5d824c060d7f95783a6a1,wave_02_synonym_expansion/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:20607242,wave_01,wave_01:805bf562325f990db44ceef343bafe75fe9c6df7d0794ef15afa40dfb1a96c10,wave_01_frozen_queries/screened_candidates.csv,include_method_source_lead,method_source,I_METHOD_SOURCE,
PMID:20619130,wave_01,wave_01:ce5b9a563a918e66e5e9cb475df01e0f0c60fa4d3a1ab9b2aa734a76d0673dda,wave_01_frozen_queries/screened_candidates.csv,include_method_source_lead,method_source,I_METHOD_SOURCE,
PMID:20630145,wave_01,wave_01:68841fde35a1486e09a65a932d6116cb11ddd66ff00f6c9133b91f2b18db0752,wave_01_frozen_queries/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:20631132,wave_02,wave_02:e37bcf0f38474c519c8e18372643be012c496087ed0a9df64d9ca377580e418e,wave_02_synonym_expansion/screened_candidates.csv,exclude,,X_DESCRIPTIVE_ONLY,
PMID:20632283,wave_01,wave_01:497f42577a874bbf277e4ca0a2735242227742b097570ba9f35efe3632cb8c0a,wave_01_frozen_queries/screened_candidates.csv,exclude,,X_NOT_INFECTIOUS_TRANSFERABLE,
PMID:20632529,wave_01,wave_01:688d5ea56b0655b54c4e658654ecd3f5b0a060a3ae5e2b01a8e9a4f5cdac6137,wave_01_frozen_queries/screened_candidates.csv,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,
PMID:20633960,wave_02,wave_02:c53a56912df7e8358abe77e9ce62bf4002652ba19ced6d8663df0d05e9b0d074,wave_02_synonym_expansion/screened_candidates.csv,include_diagnostic_or_correction_lead,diagnostic,I_DIAGNOSTIC_CORRECTION,
PMID:20638840,wave_02,wave_02:ac641c0c3d24bae86f561d9f58d4dafc48435acfdfda3dd7afaa68a090900b34,wave_02_synonym_expansion/screened_candidates.csv,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,
PMID:20647982,wave_02,wave_02:405e0faedb5dbb9584064bb20791e7c4f60e5d7565c0cef1556c9422b7ecaac7,wave_02_synonym_expansion/screened_candidates.csv,include_applied_seed,applied_seed,I_APPLIED_TRANSFERABLE_DESIGN,
PMID:20659931,wave_01,wave_01:bf93bab405a3d1c873dac1f1d9444f2211baf90a3fd23cc28d8d35fb88fbb084,wave_01_frozen_queries/screened_candidates.csv,include_simulation_or_mechanistic_lead,applied_seed,I_SIMULATION_MECHANISTIC,
