concept_label,canonical_name,family,assigned_record_count,first_candidate_key,last_candidate_key,evidence_inspected,reviewer,decision_rationale
hiv_drug_resistance_early_warning_indicators,HIV drug-resistance early warning indicators,forecasting_dynamics,27,PMID:20838224,PMID:36996096,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
infectious_disease_forecasting_from_surveillance_data,Infectious disease forecasting from surveillance data,forecasting_dynamics,6,PMID:33340847,PMID:41438164,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
integrated_retrospective_impact_evaluation_and_forecasting,Integrated retrospective impact evaluation and forecasting,forecasting_dynamics,3,PMID:38762296,PMID:41643687,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
reproduction_number_control_planning_models,Intervention and control planning models using reproduction numbers,forecasting_dynamics,35,PMID:23798418,PMID:38662695,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
intervention_counterfactual_reproduction_analysis,Intervention and counterfactual analysis using reproduction metrics,forecasting_dynamics,7,PMID:24245625,PMID:41364728,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
machine_learning_forecasting,Machine-learning forecasting,forecasting_dynamics,13,PMID:33799332,PMID:42249461,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
mechanistic_outbreak_projection,Mechanistic outbreak projection models,forecasting_dynamics,1,PMID:32574544,PMID:32574544,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
mechanistic_statistical_hybrids,Mechanistic-statistical hybrid models,forecasting_dynamics,14,PMID:33406533,PMID:42313890,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
molecular_typing_and_genomic_surveillance,Molecular typing and genomic surveillance,forecasting_dynamics,14,PMID:21622526,PMID:41153335,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
multisource_ml_hotspot_prediction,Multi-source machine-learning hotspot prediction,forecasting_dynamics,1,PMID:40668876,PMID:40668876,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
forecasting_dynamics_models,Other infectious-disease forecasting and dynamics models,forecasting_dynamics,6,PMID:23660797,PMID:41282876,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
outbreak_anomaly_detection,Outbreak and anomaly detection,forecasting_dynamics,7,PMID:25457601,PMID:36913981,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
outbreak_detection_algorithms,Outbreak detection algorithms,forecasting_dynamics,33,PMID:20595315,PMID:42366951,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
outbreak_detection_program_evaluation,Outbreak detection program evaluation,forecasting_dynamics,25,PMID:21569721,PMID:40302215,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
outbreak_surveillance_operations_and_response,Outbreak surveillance operations and response systems,forecasting_dynamics,20,PMID:21115835,PMID:42330989,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
predictive_early_warning_models,Predictive early-warning models,forecasting_dynamics,12,PMID:24391797,PMID:41998547,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
renewal_reproduction_number_models,Renewal models and reproduction-number estimation,forecasting_dynamics,20,PMID:20056004,PMID:41011793,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
reporting_adjusted_dynamics_forecasting,Reporting-adjusted epidemic dynamics and forecasting,forecasting_dynamics,14,PMID:25254986,PMID:42099562,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
reproduction_number_estimation_and_monitoring,Reproduction-number estimation and epidemic monitoring,forecasting_dynamics,17,PMID:20619130,PMID:32660220,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
reproduction_number_methods_theory,"Reproduction-number methods, theory, and computation",forecasting_dynamics,69,PMID:20195446,PMID:42370026,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
reproduction_number_evidence_syntheses,Reproduction-number reviews and evidence syntheses,forecasting_dynamics,5,PMID:22089631,PMID:36812522,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
reproduction_number_theory_and_control_models,Reproduction-number theory and control-oriented transmission models,forecasting_dynamics,11,PMID:21120484,PMID:38562445,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
reproduction_number_threshold_theory,Reproduction-number theory in mechanistic transmission models,forecasting_dynamics,24,PMID:20607242,PMID:41329739,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
reproduction_number_reviews_meta_analyses,"Reviews, meta-analyses, and comparative syntheses of reproduction numbers",forecasting_dynamics,20,PMID:25186370,PMID:40538722,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
sentinel_surveillance_outbreak_detection_forecasting,Sentinel surveillance outbreak detection and forecasting,forecasting_dynamics,13,PMID:20092624,PMID:37744992,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
time_series_forecasting,Statistical time-series forecasting,forecasting_dynamics,2,PMID:25693816,PMID:38457405,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
surveillance_early_warning_systems,Surveillance and early-warning systems,forecasting_dynamics,34,PMID:20210642,PMID:42282854,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
transmission_dynamics_inference,Transmission dynamics inference,forecasting_dynamics,56,PMID:22317811,PMID:42467715,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
transmission_dynamics_forecasting_models,"Transmission dynamics, contact measurement, and epidemic forecasting models",forecasting_dynamics,5,PMID:24612900,PMID:38125915,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
reproduction_number_control_studies,Transmission-control and policy studies using reproduction numbers,forecasting_dynamics,29,PMID:22515989,PMID:42191191,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
transmission_dynamics_and_forecasting_models,Transmission-dynamics and forecasting models,forecasting_dynamics,2,PMID:34182036,PMID:40018634,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
transmission_models_with_underascertainment,Transmission-dynamics models with under-ascertainment,forecasting_dynamics,25,PMID:19769990,PMID:38885221,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
transmission_rate_changepoint_epidemic_models,Transmission-rate changepoint epidemic models,forecasting_dynamics,5,PMID:34043676,PMID:42154560,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
agent_based_models,Agent-based and individual-based models,simulation_methods,652,PMID:20588171,PMID:42456468,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
applied_policy_intervention_simulation,Applied policy and intervention simulation studies,simulation_methods,37,PMID:20031239,PMID:42392119,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
benchmark_metric_and_threshold_development,Benchmark-metric and threshold-development studies,simulation_methods,35,PMID:21129820,PMID:39629640,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
bias_adjustment_and_risk_models,Bias-adjustment and risk-estimation methods,simulation_methods,5,PMID:25000496,PMID:34389789,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
epidemicity_index_modeling,Epidemicity-index mechanistic modeling,simulation_methods,1,PMID:33980858,PMID:33980858,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
estimator_operating_characteristics,Estimator operating-characteristic simulation studies,simulation_methods,73,PMID:21767462,PMID:42434704,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
mechanistic_compartmental_models,Mechanistic compartmental transmission models,simulation_methods,87,PMID:20377577,PMID:42256618,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
