decision_id,labels_compared,retained_canonical_name,family,decision,evidence_inspected,reviewer,decision_rationale
CMS-024,controlled_interrupted_time_series -> controlled_interrupted_time_series,Controlled interrupted time series,causal_policy,split_branch,21 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,21 records from provisional label controlled_interrupted_time_series resolve to final design concept controlled_interrupted_time_series; decision is discovery-stage and preserves failed/null designs.
CMS-025,controlled_interrupted_time_series -> interrupted_time_series,Interrupted time series and segmented regression,causal_policy,split_branch,2 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,2 records from provisional label controlled_interrupted_time_series resolve to final design concept interrupted_time_series; decision is discovery-stage and preserves failed/null designs.
CMS-026,denominator_population_sensitivity -> adaptive_multi_arm_multi_stage_cluster_randomized_trial,Adaptive multi-arm multi-stage cluster randomized trial,causal_policy,split_branch,1 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,1 records from provisional label denominator_population_sensitivity resolve to final design concept adaptive_multi_arm_multi_stage_cluster_randomized_trial; decision is discovery-stage and preserves failed/null designs.
CMS-027,denominator_population_sensitivity -> cluster_randomized_intervention_trials,Cluster-randomized intervention trial designs,causal_policy,split_branch,2 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,2 records from provisional label denominator_population_sensitivity resolve to final design concept cluster_randomized_intervention_trials; decision is discovery-stage and preserves failed/null designs.
CMS-028,denominator_population_sensitivity -> comparative_screening_priority_risk_assessment,Comparative screening-priority risk assessment,causal_policy,split_branch,1 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,1 records from provisional label denominator_population_sensitivity resolve to final design concept comparative_screening_priority_risk_assessment; decision is discovery-stage and preserves failed/null designs.
CMS-029,denominator_population_sensitivity -> coverage_denominator_correction,Coverage and denominator correction,surveillance_measurement,split_branch,2 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,2 records from provisional label denominator_population_sensitivity resolve to final design concept coverage_denominator_correction; decision is discovery-stage and preserves failed/null designs.
CMS-030,denominator_population_sensitivity -> denominator_adjusted_surveillance_positivity,Denominator-adjusted surveillance positivity analysis,surveillance_measurement,split_branch,2 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,2 records from provisional label denominator_population_sensitivity resolve to final design concept denominator_adjusted_surveillance_positivity; decision is discovery-stage and preserves failed/null designs.
CMS-031,denominator_population_sensitivity -> denominator_data_validation_and_sampling,Denominator data validation and sampling,surveillance_measurement,split_branch,3 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,3 records from provisional label denominator_population_sensitivity resolve to final design concept denominator_data_validation_and_sampling; decision is discovery-stage and preserves failed/null designs.
CMS-032,denominator_population_sensitivity -> denominator_population_sensitivity,Denominator and population-at-risk sensitivity,evidence_synthesis,split_branch,1 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,1 records from provisional label denominator_population_sensitivity resolve to final design concept denominator_population_sensitivity; decision is discovery-stage and preserves failed/null designs.
CMS-033,denominator_population_sensitivity -> diagnostic_yield_with_sample_availability,Diagnostic yield with sample availability,surveillance_measurement,split_branch,1 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,1 records from provisional label denominator_population_sensitivity resolve to final design concept diagnostic_yield_with_sample_availability; decision is discovery-stage and preserves failed/null designs.
CMS-034,denominator_population_sensitivity -> dynamic_population_denominator_correction,Dynamic population-denominator correction,surveillance_measurement,split_branch,2 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,2 records from provisional label denominator_population_sensitivity resolve to final design concept dynamic_population_denominator_correction; decision is discovery-stage and preserves failed/null designs.
CMS-035,denominator_population_sensitivity -> hai_rate_denominator_choice,HAI rate denominator choice,surveillance_measurement,split_branch,2 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,2 records from provisional label denominator_population_sensitivity resolve to final design concept hai_rate_denominator_choice; decision is discovery-stage and preserves failed/null designs.
CMS-036,denominator_population_sensitivity -> incidence_sensitivity_to_denominator_source,Incidence sensitivity to denominator source,surveillance_measurement,split_branch,2 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,2 records from provisional label denominator_population_sensitivity resolve to final design concept incidence_sensitivity_to_denominator_source; decision is discovery-stage and preserves failed/null designs.
CMS-037,denominator_population_sensitivity -> integrated_vaccine_safety_surveillance,Integrated vaccine-safety surveillance,surveillance_measurement,split_branch,1 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,1 records from provisional label denominator_population_sensitivity resolve to final design concept integrated_vaccine_safety_surveillance; decision is discovery-stage and preserves failed/null designs.
CMS-038,denominator_population_sensitivity -> objective_clinical_surveillance_vs_administrative_coding,Objective-clinical versus administrative surveillance,surveillance_measurement,split_branch,1 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,1 records from provisional label denominator_population_sensitivity resolve to final design concept objective_clinical_surveillance_vs_administrative_coding; decision is discovery-stage and preserves failed/null designs.
CMS-039,denominator_population_sensitivity -> outcome_definition_sensitivity,Outcome-definition sensitivity analysis,evidence_synthesis,split_branch,1 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,1 records from provisional label denominator_population_sensitivity resolve to final design concept outcome_definition_sensitivity; decision is discovery-stage and preserves failed/null designs.
CMS-040,denominator_population_sensitivity -> passive_safety_surveillance_rate_denominators,Passive vaccine-safety rate estimation with incomplete denominators,surveillance_measurement,split_branch,2 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,2 records from provisional label denominator_population_sensitivity resolve to final design concept passive_safety_surveillance_rate_denominators; decision is discovery-stage and preserves failed/null designs.
CMS-041,denominator_population_sensitivity -> population_based_incidence_surveillance,Population-based incidence surveillance,surveillance_measurement,split_branch,6 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,6 records from provisional label denominator_population_sensitivity resolve to final design concept population_based_incidence_surveillance; decision is discovery-stage and preserves failed/null designs.
CMS-042,denominator_population_sensitivity -> population_size_estimation_hidden_populations,Hidden-population size estimation,causal_policy,split_branch,2 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,2 records from provisional label denominator_population_sensitivity resolve to final design concept population_size_estimation_hidden_populations; decision is discovery-stage and preserves failed/null designs.
CMS-043,denominator_population_sensitivity -> real_time_network_surveillance,Real-time network surveillance,surveillance_measurement,split_branch,1 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,1 records from provisional label denominator_population_sensitivity resolve to final design concept real_time_network_surveillance; decision is discovery-stage and preserves failed/null designs.
CMS-044,denominator_population_sensitivity -> risk_adjusted_benchmark_metric_modeling,Risk-adjusted benchmark metric modeling,surveillance_measurement,split_branch,1 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,1 records from provisional label denominator_population_sensitivity resolve to final design concept risk_adjusted_benchmark_metric_modeling; decision is discovery-stage and preserves failed/null designs.
CMS-045,denominator_population_sensitivity -> risk_estimation_without_exposure_denominators,Risk estimation without exposure denominators,evidence_synthesis,split_branch,1 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,1 records from provisional label denominator_population_sensitivity resolve to final design concept risk_estimation_without_exposure_denominators; decision is discovery-stage and preserves failed/null designs.
CMS-046,denominator_population_sensitivity -> severity_estimation_with_exposure_denominators,Severity estimation with exposure denominators,evidence_synthesis,split_branch,2 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,2 records from provisional label denominator_population_sensitivity resolve to final design concept severity_estimation_with_exposure_denominators; decision is discovery-stage and preserves failed/null designs.
CMS-047,denominator_population_sensitivity -> stepped_wedge_time_series_effectiveness,Stepped-wedge and time-series effectiveness evaluation,causal_policy,split_branch,1 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,1 records from provisional label denominator_population_sensitivity resolve to final design concept stepped_wedge_time_series_effectiveness; decision is discovery-stage and preserves failed/null designs.
CMS-048,denominator_population_sensitivity -> surveillance_measurement_designs,Other surveillance-measurement designs,surveillance_measurement,split_branch,1 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,1 records from provisional label denominator_population_sensitivity resolve to final design concept surveillance_measurement_designs; decision is discovery-stage and preserves failed/null designs.
CMS-049,denominator_population_sensitivity -> systematic_review_meta_analysis,Systematic-review and meta-analysis methods,evidence_synthesis,split_branch,3 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,3 records from provisional label denominator_population_sensitivity resolve to final design concept systematic_review_meta_analysis; decision is discovery-stage and preserves failed/null designs.
CMS-050,denominator_population_sensitivity -> travel_volume_denominator_risk_estimation,Travel-volume denominator risk estimation,surveillance_measurement,split_branch,2 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,2 records from provisional label denominator_population_sensitivity resolve to final design concept travel_volume_denominator_risk_estimation; decision is discovery-stage and preserves failed/null designs.
CMS-051,denominator_population_sensitivity -> vaccine_acceptance_trust_review,Trust-focused vaccine acceptance review,evidence_synthesis,split_branch,1 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,1 records from provisional label denominator_population_sensitivity resolve to final design concept vaccine_acceptance_trust_review; decision is discovery-stage and preserves failed/null designs.
CMS-052,descriptive_spatial_clustering -> descriptive_spatial_clustering,Descriptive spatial and space-time clustering,spatial_transmission,split_branch,1 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,1 records from provisional label descriptive_spatial_clustering resolve to final design concept descriptive_spatial_clustering; decision is discovery-stage and preserves failed/null designs.
CMS-053,descriptive_spatial_clustering -> genomic_epidemiology_transmission,Genomic epidemiology and transmission reconstruction,spatial_transmission,split_branch,4 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,4 records from provisional label descriptive_spatial_clustering resolve to final design concept genomic_epidemiology_transmission; decision is discovery-stage and preserves failed/null designs.
CMS-054,descriptive_spatial_clustering -> pathogen_population_genomics_within_host_evolution,Pathogen population genomics and within-host evolution,spatial_transmission,split_branch,1 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,1 records from provisional label descriptive_spatial_clustering resolve to final design concept pathogen_population_genomics_within_host_evolution; decision is discovery-stage and preserves failed/null designs.
CMS-055,descriptive_spatial_clustering -> phylogeography_genomic_diffusion,Phylogeography and genomic diffusion,spatial_transmission,split_branch,2 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,2 records from provisional label descriptive_spatial_clustering resolve to final design concept phylogeography_genomic_diffusion; decision is discovery-stage and preserves failed/null designs.
CMS-056,diagnostic_accuracy_calibration -> diagnostic_accuracy_calibration,Diagnostic-accuracy and test-calibration methods,surveillance_measurement,split_branch,10 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,10 records from provisional label diagnostic_accuracy_calibration resolve to final design concept diagnostic_accuracy_calibration; decision is discovery-stage and preserves failed/null designs.
CMS-057,diagnostic_accuracy_calibration -> diagnostic_test_accuracy_synthesis,Diagnostic test-accuracy synthesis,surveillance_measurement,split_branch,6 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,6 records from provisional label diagnostic_accuracy_calibration resolve to final design concept diagnostic_test_accuracy_synthesis; decision is discovery-stage and preserves failed/null designs.
CMS-058,diagnostic_accuracy_calibration -> passive_surveillance_signal_detection,Passive-surveillance signal detection and risk prediction,surveillance_measurement,split_branch,1 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,1 records from provisional label diagnostic_accuracy_calibration resolve to final design concept passive_surveillance_signal_detection; decision is discovery-stage and preserves failed/null designs.
CMS-059,diagnostic_accuracy_calibration -> surveillance_measurement_validation,Surveillance and self-report measurement validation,surveillance_measurement,split_branch,9 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,9 records from provisional label diagnostic_accuracy_calibration resolve to final design concept surveillance_measurement_validation; decision is discovery-stage and preserves failed/null designs.
CMS-060,difference_in_differences_event_study -> causal_methods_comparison_guidance,Causal-design comparison and reporting guidance,causal_policy,split_branch,1 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,1 records from provisional label difference_in_differences_event_study resolve to final design concept causal_methods_comparison_guidance; decision is discovery-stage and preserves failed/null designs.
CMS-061,difference_in_differences_event_study -> correction_and_retraction_evidence,Correction and retraction evidence,evidence_synthesis,split_branch,1 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,1 records from provisional label difference_in_differences_event_study resolve to final design concept correction_and_retraction_evidence; decision is discovery-stage and preserves failed/null designs.
CMS-062,difference_in_differences_event_study -> difference_in_differences_event_study,Legacy difference-in-differences and event-study designs,causal_policy,split_branch,68 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,68 records from provisional label difference_in_differences_event_study resolve to final design concept difference_in_differences_event_study; decision is discovery-stage and preserves failed/null designs.
CMS-063,difference_in_differences_event_study -> quasi_experimental_methods_overview,Quasi-experimental design overviews,causal_policy,split_branch,1 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,1 records from provisional label difference_in_differences_event_study resolve to final design concept quasi_experimental_methods_overview; decision is discovery-stage and preserves failed/null designs.
CMS-064,difference_in_differences_event_study -> quasi_experimental_policy_evaluation,Other quasi-experimental policy-evaluation designs,causal_policy,split_branch,2 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,2 records from provisional label difference_in_differences_event_study resolve to final design concept quasi_experimental_policy_evaluation; decision is discovery-stage and preserves failed/null designs.
CMS-065,difference_in_differences_event_study -> time_to_event_cohort_studies,Observational time-to-event cohort designs,causal_policy,split_branch,2 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,2 records from provisional label difference_in_differences_event_study resolve to final design concept time_to_event_cohort_studies; decision is discovery-stage and preserves failed/null designs.
CMS-066,early_warning_signals -> clinical_early_warning_scores_and_biomarkers,Clinical early-warning scores and biomarkers,causal_policy,split_branch,95 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,95 records from provisional label early_warning_signals resolve to final design concept clinical_early_warning_scores_and_biomarkers; decision is discovery-stage and preserves failed/null designs.
CMS-067,early_warning_signals -> critical_transition_early_warning_signals,Critical-transition early-warning signals,forecasting_dynamics,split_branch,6 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,6 records from provisional label early_warning_signals resolve to final design concept critical_transition_early_warning_signals; decision is discovery-stage and preserves failed/null designs.
CMS-068,early_warning_signals -> early_warning_signals,Early-warning signals,forecasting_dynamics,split_branch,387 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,387 records from provisional label early_warning_signals resolve to final design concept early_warning_signals; decision is discovery-stage and preserves failed/null designs.
CMS-069,early_warning_signals -> hiv_drug_resistance_early_warning_indicators,HIV drug-resistance early warning indicators,forecasting_dynamics,split_branch,27 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,27 records from provisional label early_warning_signals resolve to final design concept hiv_drug_resistance_early_warning_indicators; decision is discovery-stage and preserves failed/null designs.
CMS-070,ecological_niche_species_distribution -> ecological_niche_species_distribution,Ecological-niche and species-distribution models,spatial_transmission,split_branch,1 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,1 records from provisional label ecological_niche_species_distribution resolve to final design concept ecological_niche_species_distribution; decision is discovery-stage and preserves failed/null designs.
CMS-071,ecological_niche_species_distribution -> pathogen_population_genomics_within_host_evolution,Pathogen population genomics and within-host evolution,spatial_transmission,split_branch,1 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,1 records from provisional label ecological_niche_species_distribution resolve to final design concept pathogen_population_genomics_within_host_evolution; decision is discovery-stage and preserves failed/null designs.
CMS-072,ecological_niche_species_distribution -> phylogeography_genomic_diffusion,Phylogeography and genomic diffusion,spatial_transmission,split_branch,1 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,1 records from provisional label ecological_niche_species_distribution resolve to final design concept phylogeography_genomic_diffusion; decision is discovery-stage and preserves failed/null designs.
CMS-073,ecological_niche_species_distribution -> population_structure_aware_pangenome_analysis,Population-structure-aware pangenome analysis,spatial_transmission,split_branch,1 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,1 records from provisional label ecological_niche_species_distribution resolve to final design concept population_structure_aware_pangenome_analysis; decision is discovery-stage and preserves failed/null designs.
CMS-074,endemic_epidemic_models -> endemic_epidemic_models,Endemic-epidemic spatiotemporal models,spatial_transmission,retain,8 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,8 records from provisional label endemic_epidemic_models resolve to final design concept endemic_epidemic_models; decision is discovery-stage and preserves failed/null designs.
CMS-075,ensemble_forecasting -> ensemble_forecasting,Ensemble forecasting,forecasting_dynamics,retain,9 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,9 records from provisional label ensemble_forecasting resolve to final design concept ensemble_forecasting; decision is discovery-stage and preserves failed/null designs.
CMS-076,estimator_operating_characteristics -> benchmark_metric_and_threshold_development,Benchmark-metric and threshold-development studies,simulation_methods,split_branch,1 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,1 records from provisional label estimator_operating_characteristics resolve to final design concept benchmark_metric_and_threshold_development; decision is discovery-stage and preserves failed/null designs.
CMS-077,estimator_operating_characteristics -> estimator_operating_characteristics,Estimator operating-characteristic simulation studies,simulation_methods,split_branch,34 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,34 records from provisional label estimator_operating_characteristics resolve to final design concept estimator_operating_characteristics; decision is discovery-stage and preserves failed/null designs.
CMS-078,evidence_robustness_methods -> ai_ml_infectious_disease_diagnosis_forecasting_reviews,AI/ML infectious-disease diagnosis and forecasting reviews,forecasting_dynamics,split_branch,1 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,1 records from provisional label evidence_robustness_methods resolve to final design concept ai_ml_infectious_disease_diagnosis_forecasting_reviews; decision is discovery-stage and preserves failed/null designs.
CMS-079,evidence_robustness_methods -> bayesian_data_fusion_for_pooled_sampling_prevalence,Bayesian data fusion for pooled-sampling prevalence,causal_policy,split_branch,1 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,1 records from provisional label evidence_robustness_methods resolve to final design concept bayesian_data_fusion_for_pooled_sampling_prevalence; decision is discovery-stage and preserves failed/null designs.
CMS-080,evidence_robustness_methods -> bridged_treatment_comparison_data_fusion,Bridged treatment comparison via data fusion,causal_policy,split_branch,1 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,1 records from provisional label evidence_robustness_methods resolve to final design concept bridged_treatment_comparison_data_fusion; decision is discovery-stage and preserves failed/null designs.
CMS-081,evidence_robustness_methods -> data_source_inventory_review,Data-source inventory review,evidence_synthesis,split_branch,1 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,1 records from provisional label evidence_robustness_methods resolve to final design concept data_source_inventory_review; decision is discovery-stage and preserves failed/null designs.
CMS-082,evidence_robustness_methods -> digital_surveillance_information_system,Digital surveillance information system,surveillance_measurement,split_branch,1 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,1 records from provisional label evidence_robustness_methods resolve to final design concept digital_surveillance_information_system; decision is discovery-stage and preserves failed/null designs.
CMS-083,evidence_robustness_methods -> digital_twin_multihost_risk_model,Digital-twin multihost risk modeling,spatial_transmission,split_branch,1 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,1 records from provisional label evidence_robustness_methods resolve to final design concept digital_twin_multihost_risk_model; decision is discovery-stage and preserves failed/null designs.
CMS-084,evidence_robustness_methods -> ensemble_forecasting,Ensemble forecasting,forecasting_dynamics,split_branch,1 assigned records; dual-reader outputs and blind conflict adjudication manifests for source batch,task6-canonical-integrator,1 records from provisional label evidence_robustness_methods resolve to final design concept ensemble_forecasting; decision is discovery-stage and preserves failed/null designs.
