candidate_key,query_id,named_source_id,candidate_rank,pmid,doi,title,year,journal,authors,source_url,raw_path,raw_sha256
PMID:41069648,SEARCH-20260722-LINEAGE-CAUSAL-111,NS-CAUSAL-011,1,41069648,10.12688/wellcomeopenres.22955.2,"Triangulating Instrumental Variable, confounder adjustment and difference-in-difference methods for comparative effectiveness research in observational data.",2025,Wellcome open research,Laura M Güdemann; John M Dennis; Andrew P McGovern; Lauren R Rodgers; Beverley M Shields; William Henley; Jack Bowden; MASTERMIND consortium,https://pubmed.ncbi.nlm.nih.gov/41069648/,raw/SEARCH-20260722-LINEAGE-CAUSAL-111.efetch.000000000-000000000.xml,d93ce9803c0876d0c9d2913dc8486f2fca8aacd1870669bb5a247cd193f558f3
PMID:26246167,SEARCH-20260722-LINEAGE-CAUSAL-112,NS-CAUSAL-012,1,26246167,10.1126/scitranslmed.aab3719,A targeted real-time early warning score (TREWScore) for septic shock.,2015,Science translational medicine,Katharine E Henry; David N Hager; Peter J Pronovost; Suchi Saria,https://pubmed.ncbi.nlm.nih.gov/26246167/,raw/SEARCH-20260722-LINEAGE-CAUSAL-112.efetch.000000000-000000000.xml,1af91e33e262d1b99aa981516b651c5b71243d2b88a58eb655feb535332f5424
PMID:27071911,SEARCH-20260722-LINEAGE-CAUSAL-113,NS-CAUSAL-013,1,27071911,10.1186/s12941-016-0139-z,Early warning score: a dynamic marker of severity and prognosis in patients with Gram-negative bacteraemia and sepsis.,2016,Annals of clinical microbiology and antimicrobials,Mahableshwar Albur; Fergus Hamilton; Alasdair P MacGowan,https://pubmed.ncbi.nlm.nih.gov/27071911/,raw/SEARCH-20260722-LINEAGE-CAUSAL-113.efetch.000000000-000000000.xml,5ae943f470df0c166d3b42437c22314a708f568c878c949853c6d8a76b4bb821
PMID:34982767,SEARCH-20260722-LINEAGE-CAUSAL-114,NS-CAUSAL-014,1,34982767,10.1371/journal.pmed.1003858,The impact of removing financial incentives and/or audit and feedback on chlamydia testing in general practice: A cluster randomised controlled trial (ACCEPt-able).,2022,PLoS medicine,Jane S Hocking; Anna Wood; Meredith Temple-Smith; Sabine Braat; Matthew Law; Liliana Bulfone; Callum Jones; Mieke van Driel; Christopher K Fairley; Basil Donovan; Rebecca Guy; Nicola Low; John Kaldor; Jane Gunn,https://pubmed.ncbi.nlm.nih.gov/34982767/,raw/SEARCH-20260722-LINEAGE-CAUSAL-114.efetch.000000000-000000000.xml,6621ce10d6093e323de7b4a3c99c9c3c88c1b4fd1edfa08d689752dd7f47902b
PMID:38991004,SEARCH-20260722-LINEAGE-CAUSAL-116,NS-CAUSAL-016,1,38991004,10.1371/journal.pmed.1004302,The impact of primary health care on AIDS incidence and mortality: A cohort study of 3.4 million Brazilians.,2024,PLoS medicine,Priscila F P S Pinto; James Macinko; Andréa F Silva; Iracema Lua; Gabriela Jesus; Laio Magno; Carlos A S Teles Santos; Maria Yury Ichihara; Mauricio L Barreto; Corrina Moucheraud; Luis E Souza; Inês Dourado; Davide Rasella,https://pubmed.ncbi.nlm.nih.gov/38991004/,raw/SEARCH-20260722-LINEAGE-CAUSAL-116.efetch.000000000-000000000.xml,7b2747b8b139444a6acf3c1b76328d1aeb6fadca7ec77e7c72924eddb1aead93
PMID:31552819,SEARCH-20260722-LINEAGE-CAUSAL-118,NS-CAUSAL-017,1,31552819,10.2807/1560-7917.es.2019.24.38.1800676,Targeting TB or MRSA in Norwegian municipalities during 'the refugee crisis' of 2015: a framework for priority setting in screening.,2019,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin,Anders Skyrud Danielsen; Petter Elstrøm; Trude Margrete Arnesen; Unni Gopinathan; Oliver Kacelnik,https://pubmed.ncbi.nlm.nih.gov/31552819/,raw/SEARCH-20260722-LINEAGE-CAUSAL-118.efetch.000000000-000000000.xml,4aba54a75bc7f49d935e9472a4bed829a86779b8b2c4805fa6605c5f5e2af564
PMID:35232491,SEARCH-20260722-LINEAGE-CAUSAL-119,NS-CAUSAL-018,1,35232491,10.1186/s41512-022-00118-w,The comparative interrupted time series design for assessment of diagnostic impact: methodological considerations and an example using point-of-care C-reactive protein testing.,2022,Diagnostic and prognostic research,Thomas R Fanshawe; Philip J Turner; Marjorie M Gillespie; Gail N Hayward,https://pubmed.ncbi.nlm.nih.gov/35232491/,raw/SEARCH-20260722-LINEAGE-CAUSAL-119.efetch.000000000-000000000.xml,18cee7a9024ed3c0f4b64603243b808b59a77069da1f8cf0d44d7a9974c76a19
PMID:20659985,SEARCH-20260722-LINEAGE-CAUSAL-120,NS-CAUSAL-019,1,20659985,10.1136/bmj.c3359,Reducing Clostridium difficile infection in acute care by using an improvement collaborative.,2010,BMJ (Clinical research ed.),Maxine Power; Neil Wigglesworth; Emma Donaldson; Paul Chadwick; Stephen Gillibrand; Donald Goldmann,https://pubmed.ncbi.nlm.nih.gov/20659985/,raw/SEARCH-20260722-LINEAGE-CAUSAL-120.efetch.000000000-000000000.xml,3ce2c8d0353a8fe53a009a0cf5a6f074c6a26e7dc99a222868480a8760000029
PMID:22115361,SEARCH-20260722-LINEAGE-CAUSAL-123,NS-CAUSAL-021,1,22115361,10.1017/s0950268811002354,Modelling the impact of extended vaccination strategies on the epidemiology of pertussis.,2012,Epidemiology and infection,M H Rozenbaum; R De Vries; H H LE; M J Postma,https://pubmed.ncbi.nlm.nih.gov/22115361/,raw/SEARCH-20260722-LINEAGE-CAUSAL-123.efetch.000000000-000000000.xml,481e74c9e2cc822b1e39773eeffb9b9feeeb9c6031416d5445a9e7629edaffbc
PMID:38591424,SEARCH-20260722-LINEAGE-CAUSAL-124,NS-CAUSAL-022,1,38591424,10.1002/pst.2384,Dynamic borrowing of historical controls adjusting for covariates in vaccine efficacy clinical trials.,2024,Pharmaceutical statistics,Andrea Callegaro; Yongyi Luo; Naveen Karkada; Toufik Zahaf,https://pubmed.ncbi.nlm.nih.gov/38591424/,raw/SEARCH-20260722-LINEAGE-CAUSAL-124.efetch.000000000-000000000.xml,8841fe4290bcaa1fec5c4441d75724f3c5e993d484d339a753aaebfb95de0c18
PMID:38049729,SEARCH-20260722-LINEAGE-CAUSAL-125,NS-CAUSAL-023,1,38049729,10.1186/s12879-023-08840-6,Comparative effectiveness of tocilizumab vs standard care in patients with severe COVID-19-related pneumonia: a retrospective cohort study utilizing registry data as a synthetic control.,2023,BMC infectious diseases,Yukari Uemura; Ryoto Ozaki; Tomohiro Shinozaki; Hiroshi Ohtsu; Yousuke Shimizu; Kazuo Izumi; Sho Saito; Nobuaki Matsunaga; Norio Ohmagari,https://pubmed.ncbi.nlm.nih.gov/38049729/,raw/SEARCH-20260722-LINEAGE-CAUSAL-125.efetch.000000000-000000000.xml,8454c2b97078c538332ed2513fcacc6fc6ba379d914bc504ad805c6b2ec484b7
PMID:29931067,SEARCH-20260722-LINEAGE-CAUSAL-127,NS-CAUSAL-025,1,29931067,10.1093/ije/dyy132,A Bayesian approach to synthesize estimates of the size of hidden populations: the Anchored Multiplier.,2018,International journal of epidemiology,Paul D Wesson; Ali Mirzazadeh; Willi McFarland,https://pubmed.ncbi.nlm.nih.gov/29931067/,raw/SEARCH-20260722-LINEAGE-CAUSAL-127.efetch.000000000-000000000.xml,b0e51348765b306e3234bf08be75f1bea4a4c965161041c879574ce6a7d31c30
PMID:26828366,SEARCH-20260722-LINEAGE-CAUSAL-129,NS-CAUSAL-026,1,26828366,10.1371/journal.pone.0147413,"Population Size Estimation of Men Who Have Sex with Men in Tbilisi, Georgia; Multiple Methods and Triangulation of Findings.",2016,PloS one,Lela Sulaberidze; Ali Mirzazadeh; Ivdity Chikovani; Natia Shengelia; Nino Tsereteli; George Gotsadze,https://pubmed.ncbi.nlm.nih.gov/26828366/,raw/SEARCH-20260722-LINEAGE-CAUSAL-129.efetch.000000000-000000000.xml,514eed17461888c9d9945db1d98d74fc916724bd0727b03916efc84e5ad89a1a
PMID:26605813,SEARCH-20260722-LINEAGE-CAUSAL-131,NS-CAUSAL-027,1,26605813,10.1097/ede.0000000000000425,Physician's Prescribing Preference as an Instrumental Variable: Exploring Assumptions Using Survey Data.,2016,"Epidemiology (Cambridge, Mass.)",Anna G C Boef; Saskia le Cessie; Olaf M Dekkers; Peter Frey; Patricia M Kearney; Ngaire Kerse; Christian D Mallen; Vera J C McCarthy; Simon P Mooijaart; Christiane Muth; Nicolas Rodondi; Thomas Rosemann; Audrey Russell; Henk Schers; Vanessa Virgini; Margot W M de Waal; Alex Warner; Jacobijn Gussekloo; Wendy P J den Elzen,https://pubmed.ncbi.nlm.nih.gov/26605813/,raw/SEARCH-20260722-LINEAGE-CAUSAL-131.efetch.000000000-000000001.xml,1d8ba2edc5f91170cb21d4f1dba5eb75074721d8e1b8981619ffe9e4d8a389af
PMID:25051311,SEARCH-20260722-LINEAGE-CAUSAL-131,NS-CAUSAL-027,2,25051311,10.1097/ede.0000000000000151,Physician's preference-based instrumental variable analysis: is it valid and useful in a moderate-sized study?,2014,"Epidemiology (Cambridge, Mass.)",Anna G C Boef; Judith van Paassen; M Sesmu Arbous; Arno Middelkoop; Jan P Vandenbroucke; Saskia le Cessie; Olaf M Dekkers,https://pubmed.ncbi.nlm.nih.gov/25051311/,raw/SEARCH-20260722-LINEAGE-CAUSAL-131.efetch.000000000-000000001.xml,1d8ba2edc5f91170cb21d4f1dba5eb75074721d8e1b8981619ffe9e4d8a389af
PMID:20159831,SEARCH-20260722-LINEAGE-CAUSAL-132,NS-CAUSAL-028,1,20159831,10.1161/circulationaha.109.864488,Analysis of the impact of early surgery on in-hospital mortality of native valve endocarditis: use of propensity score and instrumental variable methods to adjust for treatment-selection bias.,2010,Circulation,Tahaniyat Lalani; Christopher H Cabell; Daniel K Benjamin; Ovidiu Lasca; Christoph Naber; Vance G Fowler; G Ralph Corey; Vivian H Chu; Michael Fenely; Orathai Pachirat; Ru-San Tan; Richard Watkin; Adina Ionac; Asuncion Moreno; Carlos A Mestres; José Casabé; Natalia Chipigina; Damon P Eisen; Denis Spelman; Francois Delahaye; Gail Peterson; Lars Olaison; Andrew Wang; International Collaboration on Endocarditis-Prospective Cohort Study (ICE-PCS) Investigators,https://pubmed.ncbi.nlm.nih.gov/20159831/,raw/SEARCH-20260722-LINEAGE-CAUSAL-132.efetch.000000000-000000000.xml,dfcd9a805b76e595c3c57adc242ca8d5835f80038ee1b83173ee598213823603
PMID:42179337,SEARCH-20260722-LINEAGE-CAUSAL-133,NS-CAUSAL-029,1,42179337,,Integrating Global Public Health Intelligence - Thematic Analysis from WES Synthesis 2025.,2026,Irish medical journal,K I Quintyne; R Parlour; M Williams; C Gilbourne; K Andersen; Z McCrystal,https://pubmed.ncbi.nlm.nih.gov/42179337/,raw/SEARCH-20260722-LINEAGE-CAUSAL-133.efetch.000000000-000000000.xml,220560f9ab862cbf6fe223444495371f6d40ab4b424f19c26e3a8c67b55b39e7
PMID:22335933,SEARCH-20260722-LINEAGE-CAUSAL-134,NS-CAUSAL-030,1,22335933,10.1017/s0950268812000179,Modelling interrupted time series to evaluate prevention and control of infection in healthcare.,2012,Epidemiology and infection,V Gebski; K Ellingson; J Edwards; J Jernigan; D Kleinbaum,https://pubmed.ncbi.nlm.nih.gov/22335933/,raw/SEARCH-20260722-LINEAGE-CAUSAL-134.efetch.000000000-000000000.xml,2a421aab18b7da1225814d5fbf3f08df011cf1e3800203fdd445d0e30489e557
PMID:19832710,SEARCH-20260722-LINEAGE-CAUSAL-135,NS-CAUSAL-031,1,19832710,10.1111/j.1469-0691.2009.03077.x,Impact of an intervention to control Clostridium difficile infection on hospital- and community-onset disease; an interrupted time series analysis.,2010,Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases,J Price; E Cheek; S Lippett; M Cubbon; D N Gerding; S P Sambol; D M Citron; M Llewelyn,https://pubmed.ncbi.nlm.nih.gov/19832710/,raw/SEARCH-20260722-LINEAGE-CAUSAL-135.efetch.000000000-000000000.xml,4e4df83daa671fde8dd86da004458b706cfc43eeb3af64d321c8be6ac09acc0b
PMID:20735928,SEARCH-20260722-LINEAGE-CAUSAL-136,NS-CAUSAL-032,1,20735928,10.3201/eid1609.100102,Pneumococcal serotypes in children in 4 European countries.,2010,Emerging infectious diseases,Germaine Hanquet; Esther Kissling; Asuncion Fenoll; Robert George; Agnes Lepoutre; Tinne Lernout; David Tarragó; Emmanuelle Varon; Jan Verhaegen,https://pubmed.ncbi.nlm.nih.gov/20735928/,raw/SEARCH-20260722-LINEAGE-CAUSAL-136.efetch.000000000-000000000.xml,675dee45eb7821ae0f2ff796dc5dfdf7e6c6373e689c2f202af153d35a425b7b
PMID:34259625,SEARCH-20260722-LINEAGE-CAUSAL-139,NS-CAUSAL-034,1,34259625,10.7554/elife.65133,Relationship between changing malaria burden and low birth weight in sub-Saharan Africa: A difference-in-differences study via a pair-of-pairs approach.,2021,eLife,Siyu Heng; Wendy P O'Meara; Ryan A Simmons; Dylan S Small,https://pubmed.ncbi.nlm.nih.gov/34259625/,raw/SEARCH-20260722-LINEAGE-CAUSAL-139.efetch.000000000-000000000.xml,ef32c83e64746d18fd514334fe38f8a8e7bb039cca41399f019fe3a139ee5a66
PMID:23892483,SEARCH-20260722-LINEAGE-CAUSAL-141,NS-CAUSAL-035,1,23892483,10.1016/j.jhealeco.2013.06.003,Do parental involvement laws deter risky teen sex?,2013,Journal of health economics,Silvie Colman; Thomas S Dee; Ted Joyce,https://pubmed.ncbi.nlm.nih.gov/23892483/,raw/SEARCH-20260722-LINEAGE-CAUSAL-141.efetch.000000000-000000000.xml,c7e92b29e1c9e94709caf0c90b5c23781f1389406256b01cf8abd70c37d94f73
PMID:23943549,SEARCH-20260722-LINEAGE-CAUSAL-143,NS-CAUSAL-037,1,23943549,10.1002/sim.5810,"Comments on 'An information criterion for marginal structural models' by R. W. Platt, M. A. Brookhart, S. R. Cole, D. Westreich, and E. F. Schisterman.",2013,Statistics in medicine,Masataka Taguri; Yutaka Matsuyama,https://pubmed.ncbi.nlm.nih.gov/23943549/,raw/SEARCH-20260722-LINEAGE-CAUSAL-143.efetch.000000000-000000001.xml,f515c6665f210150f4964e1f8887812ca5d2a891f1d923f0a4db800541573332
PMID:22972662,SEARCH-20260722-LINEAGE-CAUSAL-143,NS-CAUSAL-037,2,22972662,10.1002/sim.5599,An information criterion for marginal structural models.,2013,Statistics in medicine,Robert W Platt; M Alan Brookhart; Stephen R Cole; Daniel Westreich; Enrique F Schisterman,https://pubmed.ncbi.nlm.nih.gov/22972662/,raw/SEARCH-20260722-LINEAGE-CAUSAL-143.efetch.000000000-000000001.xml,f515c6665f210150f4964e1f8887812ca5d2a891f1d923f0a4db800541573332
PMID:39224172,SEARCH-20260722-LINEAGE-CAUSAL-144,NS-CAUSAL-038,1,39224172,10.2147/rmhp.s476794,A Big Data and FRAM-Based Model for Epidemic Risk Analysis of Infectious Diseases.,2024,Risk management and healthcare policy,Junhua Zhu; Yue Zhuang; Wenjing Li,https://pubmed.ncbi.nlm.nih.gov/39224172/,raw/SEARCH-20260722-LINEAGE-CAUSAL-144.efetch.000000000-000000000.xml,e31bc113c21ac5a232091bd06a163de9d94000b9ad49ba8137dc969b2d0a146e
PMID:42092440,SEARCH-20260722-LINEAGE-CAUSAL-145,NS-CAUSAL-039,1,42092440,10.1016/j.jfp.2026.100802,A Machine Learning Framework for Meat Safety Risk Assessment with Cross-Domain Data Fusion.,2026,Journal of food protection,Liying Wu; Yanna Ke; Yiming Huang; Xiaosheng Wang; Chuanhai Ding; Xin Wang; Yu Ge,https://pubmed.ncbi.nlm.nih.gov/42092440/,raw/SEARCH-20260722-LINEAGE-CAUSAL-145.efetch.000000000-000000000.xml,6b1d90bc809cb5c4506fe825228fd45e30015c3569b135ced929df807ad1b01b
PMID:38620813,SEARCH-20260722-LINEAGE-CAUSAL-146,NS-CAUSAL-040,1,38620813,10.1016/j.iot.2021.100385,iCovidCare: Intelligent health monitoring framework for COVID-19 using ensemble random forest in edge networks.,2021,"Internet of things (Amsterdam, Netherlands)",Mainak Adhikari; Ambigavathi Munusamy,https://pubmed.ncbi.nlm.nih.gov/38620813/,raw/SEARCH-20260722-LINEAGE-CAUSAL-146.efetch.000000000-000000000.xml,e3f86be1607642519d03896528f2ce267fa7fb7bb3e03e0cdc48a4e9ca00b48f
PMID:41272576,SEARCH-20260722-LINEAGE-CAUSAL-147,NS-CAUSAL-041,1,41272576,10.1186/s12883-025-04502-z,Construction and effectiveness test of multimodal data fusion prediction model for intracranial infection after severe craniocerebral injury in children based on deep learning.,2025,BMC neurology,Peiliang Zhang; Wenbo Zhang; Jianbin Weng; Zhipeng Shen,https://pubmed.ncbi.nlm.nih.gov/41272576/,raw/SEARCH-20260722-LINEAGE-CAUSAL-147.efetch.000000000-000000000.xml,8d380741015023662f50ae2c80021f0fba883f20d9c4b21f4547057ea4ffa891
PMID:26505897,SEARCH-20260722-LINEAGE-CAUSAL-149,NS-CAUSAL-043,1,26505897,10.1371/journal.pmed.1001892,Upgrading a piped water supply from intermittent to continuous delivery and association with waterborne illness: a matched cohort study in urban India.,2015,PLoS medicine,Ayse Ercumen; Benjamin F Arnold; Emily Kumpel; Zachary Burt; Isha Ray; Kara Nelson; John M Colford,https://pubmed.ncbi.nlm.nih.gov/26505897/,raw/SEARCH-20260722-LINEAGE-CAUSAL-149.efetch.000000000-000000000.xml,0bfd43a92e0ae237bcd0e8890e4197024bcd0729fa18a3b53ddae9cee47e2b93
PMID:40681821,SEARCH-20260722-LINEAGE-CAUSAL-151,NS-CAUSAL-044,1,40681821,10.1007/s11427-025-2955-6,Progress and gaps in antimicrobial resistance research within One Health sectors in China: a systematic analysis.,2025,Science China. Life sciences,Cai Chen; Shu-Le Li; Jue Liu; Sabiha Y Essack; Yi Luo; Mui-Choo Jong; Xiang-Yu Dai; Yao-Yang Xu; Lise Korsten; David W Graham; Yong-Guan Zhu,https://pubmed.ncbi.nlm.nih.gov/40681821/,raw/SEARCH-20260722-LINEAGE-CAUSAL-151.efetch.000000000-000000000.xml,e9f5e6f5e47d71a5f912e546db0b94311bdab1f9f61aa1b1440edbdfb0798878
PMID:34183531,SEARCH-20260722-LINEAGE-CAUSAL-152,NS-CAUSAL-045,1,34183531,10.1097/ede.0000000000001385,Identifiability and Estimation Under the Test-negative Design With Population Controls With the Goal of Identifying Risk and Preventive Factors for SARS-CoV-2 Infection.,2021,"Epidemiology (Cambridge, Mass.)",Mireille E Schnitzer; Daphna Harel; Vikki Ho; Anita Koushik; Joanna Merckx,https://pubmed.ncbi.nlm.nih.gov/34183531/,raw/SEARCH-20260722-LINEAGE-CAUSAL-152.efetch.000000000-000000000.xml,d02d1647a43c78baf58218f46a0fed63cc73ea7dca0833e2014d6b57fba9792f
PMID:38076979,SEARCH-20260722-LINEAGE-CAUSAL-155,NS-CAUSAL-047,1,38076979,10.1101/2023.11.28.23298927,Social determinants of adult COVID-19 vaccine acceptance and uptake in a Brazilian urban informal community: a longitudinal time-to-event study.,2023,medRxiv : the preprint server for health sciences,Murilo Dorión; Juan Pablo A Ticona; Mariam O Fofona; Margaret L Lind; Nivison Nery; Renato Victoriano; Ananias S do Aragão Filho; Mitermayer G Reis; Federico Costa; Albert I Ko,https://pubmed.ncbi.nlm.nih.gov/38076979/,raw/SEARCH-20260722-LINEAGE-CAUSAL-155.efetch.000000000-000000000.xml,b0d15c93e2ab4e9972726e5a50569fe1cf3d12c3ef51d15f0d86caaf2a7d9abc
PMID:28760790,SEARCH-20260722-LINEAGE-CAUSAL-157,NS-CAUSAL-049,1,28760790,10.1136/bmjopen-2017-015855,Impact of health insurance coverage for Helicobacter pylori gastritis on the trends in eradication therapy in Japan: retrospective observational study and simulation study based on real-world data.,2017,BMJ open,Shinzo Hiroi; Kentaro Sugano; Shiro Tanaka; Koji Kawakami,https://pubmed.ncbi.nlm.nih.gov/28760790/,raw/SEARCH-20260722-LINEAGE-CAUSAL-157.efetch.000000000-000000000.xml,1214459cf2c1fc7127a321635f6f259dadb5388f854752bdea2398f303ce2f9a
PMID:22495733,SEARCH-20260722-LINEAGE-CAUSAL-159,NS-CAUSAL-051,1,22495733,10.1002/sim.5316,The parametric g-formula to estimate the effect of highly active antiretroviral therapy on incident AIDS or death.,2012,Statistics in medicine,Daniel Westreich; Stephen R Cole; Jessica G Young; Frank Palella; Phyllis C Tien; Lawrence Kingsley; Stephen J Gange; Miguel A Hernán,https://pubmed.ncbi.nlm.nih.gov/22495733/,raw/SEARCH-20260722-LINEAGE-CAUSAL-159.efetch.000000000-000000000.xml,4aae925b42683a4ef9f940d142db621f9cb9ad571e32873fa630f8c9c72ab96b
