batch_id,source_assignment_sha256,input_sha256,output_sha256,output_path,row_count,first_candidate_key,last_candidate_key,ordered_keyset_sha256,reader,scope,status
TASK6-REPAIR-023,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,eeb132902fcae956bc8aab5c314842e6a6868e4b8a261c8f1c4d6222a295289a,c201ef51f8445d2ef0b607feb23d31116e025e348551b3332293652e4bdc9626,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_023.json,100,PMID:36996096,PMID:42366951,55c2f0d160e2bd321374aef117a63eaa7f1cf18cd25d02f5896f305507238697,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-024,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,90a03429e68e2842886bb39834bbec56ce7a1555375bd6d6b52bc06eb602dce7,08ed906c1111bf0fa31a30ef45d970ade9772bc827252a8d79d08957164a071a,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_024.json,100,PMID:21569721,PMID:26852723,ac8d6a83d8f41f18e9dea36d2babf5c2e63d5416cf757e660ebf00dbe7c6a0b7,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-025,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,43951086ded5e47d3e525352d09261bddf7fbd221a0f1f5582222536a0ea2dd9,11d789132460fb1f3c423b71bc9b6d4b8bee8da544f34f7ab062088eb97255aa,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_025.json,100,PMID:27983500,PMID:31956741,53f9e09d7c407a53db8a29605160a3923bf19b5e4e5dcbd89261df38f950aff4,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-026,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,ef827d20d459c80e2314646e80d5d78bbb04a3aca66de0471e969f36f6c0bbd3,d977f5967b95778e4a077c04095b2c42cd1552d635fbc619b042ccdf052f9c56,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_026.json,100,PMID:32288098,PMID:41184313,dc06dbbedd8294515db39e1ea19474b125293578012f8dae51c9acf57d1a5dcd,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-027,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,76accedf5a3774f2809928c8dc48bcd8f04ef616a2fbb0b09924970104a0a85f,f0b4555d50e5cd7574d80e3e76e787974d7090c30605b2d12074d0de23c2a5fe,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_027.json,100,PMID:41329739,PMID:38320310,12072f17dc02b96092ccef017c9832a6c14e0b25aeeda2f5731d66c5e508c34f,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-028,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,d7c16bfd88ee8dcddcf27b11a678a76b4654ee61936b4880a8eb99f8d19c3f0e,fbd4438898f99be7698d8221f85479f144da64f20ffeb6a350887ce729ca7dca,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_028.json,100,PMID:38568971,PMID:25398143,b638839ec55c8f047e4e10123323002dbbd7120bf11d82cc6901c14aad5986ea,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-029,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,c20c8d384904dd38014512c37ac0666d874a3e9497b140ab86bec6258ceed76c,92937e41589ed0058d7839640045b0a782050cac3c47de5d198b70f0cd94ea56,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_029.json,100,PMID:25415289,PMID:29746619,f1c98e299b56ff89635a058cad773c2ee379f43fc2db6dfbc544531531e718dc,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-030,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,6cd94fdd42a8200e02b6df1367a77d3ec9a0befdab59a13f014225186aba0061,e5a3743943ebf17cc10497b2545db285607e5e363de2f5244d966bb7202c3815,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_030.json,100,PMID:29751022,PMID:33067584,3afdd94aae43543a6a6be9cc7beaea79795314307978d8df186553548e2354f3,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-031,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,8b95c9368bb5407cf5b64fe745809449496560caaa14cd86e502020fe058dad2,43e22e511730fc90ad59eaff4cb28cbdfb97b75a768866871e5fd68e8a99b51e,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_031.json,100,PMID:33103108,PMID:34716349,676b945b5e08c5cbdf009c11a028e7b38ab0fcd4b46f099673de21de15a7ada8,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-032,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,9beb0fc73dd7371dc9d52b4920f9a85507cbbee81be7824d6ff3332a6f6e4654,e7c363d4d9c5f0cc511646daab9e812b22a248799867f11a0330e80a50aaeab9,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_032.json,100,PMID:34717286,PMID:36731986,e9e8c8548d4f07da1b6ebfa64e93b5b37bbdfe5093ab83ddd7193ea7652e3202,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-033,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,527cef780a24271751f4a6674f55455a53936e5789c315fbd07f54bfd132fe72,e934388fceccc1a8f8dff6f14232927f7ea613b878d8f603c5817652b9c1b56d,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_033.json,100,PMID:36735375,PMID:39643867,fdf6cc4e156593197b066bc8d8dde35dd0dad9e14814d1437ca8b8ec1863bcd6,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-034,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,3ed8f2c6ded33d9a0cf685acff4aa5ee1e4f05359994ea0c4a816fd709a5859a,208816450905f57bea8b84a9fd62cc2d0619a0d106b5086f9eed26b92639c2c2,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_034.json,100,PMID:39695997,PMID:26957364,b17798561e9358d585ab79e2445f0b60a5f554caa335b2aba14243be388d0921,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-035,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,8e8006ff83fab7d3e1914973c300b931b8938272fb59dca763e7c362ad0872c6,7fde196483fe6dc42cfda402876849fc10123a876d544a7a00d7dea0d71d1057,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_035.json,100,PMID:27033138,PMID:29514306,ce10c85d3063f1be8991ec580439b497424231a88544c71f9f4ced8b9cb4e4e0,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-036,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,efa12f0b6506c199bb7e8e4b9aa9ce3c4ef9024ea3d01da1a81b7e7d25f8ae90,edcd6967db1a5d9adce3e9bcc94ca2f4cae34666a771a45559a1eee0877d389b,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_036.json,100,PMID:29527254,PMID:34233622,bc3a8264de0086cab2dd701b8d2149706907b3548ecb23fc53895b2c3f030bdf,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-037,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,2fff8069911574375f37b53c967213bdc0be9c1df45b8bfc8f541092e7973ead,9cf6fb7d25e7c437c13ac80bbabf65408a91207d7186a8697a25bcc446f0fc97,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_037.json,100,PMID:34901380,PMID:31933411,d6733f56a1c89e251ce7410f512990c0b54efdfd2c7f16a84532ffa6f1dcc4d7,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-038,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,b4aed8c98ca1e53f6b35cfa0dcb0e11854d0204b599b3a0d2dfe87afdfbf9118,8e40393d5e92e83bbc0738f1b37752ca686344fe14d014b1a98c7566f5cbb903,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_038.json,100,PMID:32756970,PMID:31073195,0af5af84c644547688a5b39bad3f7b2ae2764349c2c57f92a1e4d311809d48bd,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-039,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,58b4cf86d33a60e4e3f7aa726580196541ba84f4d1725bb6b309cfc4b83b58f4,90da0220198ee1fb93846427d4d82c95c007048261596177dc09e79a67c20b72,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_039.json,100,PMID:31197365,PMID:35941958,90bf536b71c60565292a3039880c0497538018877f75485ca04f7db1048cb38b,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-040,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,fdfea14b4cf20f3b19ccbc1140b0207445b9ba690059aba39c424dc24c1dc137,f04ac86d2a86c599237208c383830f4a5919f9766125285758af856dd9e9aecd,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_040.json,100,PMID:36324483,PMID:31711190,8b63cde69b2f894e562419d65ccc4786049f85916bc6ff9c9ea7903bb19e6f78,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-041,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,9af7834e3e0b8872ac97422ee2cb27401d159ef06a3083a0768b0d95692b2f23,8f11bbc72ff8df8e59f24b1f865c5bb8bb3d7a7b88054d244bade58ab2848aa6,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_041.json,100,PMID:31772058,PMID:34341020,4bd32ca4773f48db06d9bbc7c1f7122c1adab81de1165745666e168b4f38af63,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-042,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,130bae813f2a82b31b97e26d6e2827aeb85bd2b31fe283731ce5f96bc5d86259,377597bae8ee200ef18a87eb0c3f1e2fa1da562dc7bfed69945f3747302dd54a,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_042.json,100,PMID:34346743,PMID:36298867,b0f333460985e6e20aa729755b9ba6cd37e9ec32133d3f571a8092820a4e11d4,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-043,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,7aeab4cacea20a45b27a9e04dab7c3a35f8eaf35e8c9a34118ab2c25daf169ec,221092bd0d971ebad5adfe78a28f1dba491009da7c630cd980f1c25e34fb955d,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_043.json,100,PMID:36367311,PMID:38181481,b6b568083cb7ab169acfa2efdd253b5a1161c82f63bc82e419dd97ac288a8370,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
TASK6-REPAIR-044,8c26280c234e76fa35964ef613f7c498e7a829f06ab2f2af76f1dc1b52749f16,69c6d0ac902b33b0e33d66b8ce92801924e53a637ab269d4e5f5399f66aba6ad,89386277028d3ea41e4e570f4f094b4a09e78f745bb46921828cc4d784c3808f,01_search/search_logs/2026-07-20-broad-discovery/wave_03_lineage_resolution/semantic_repair_reader_results/batch_044.json,100,PMID:38182705,PMID:39878305,8b40180814bb52f1153a46413ebd0929ed74a083a26cee4b671b4329033a6ab3,task6-semantic-repair-reader-20260722,row-level relationship and lineage source-role semantic decision,adopted_after_exact_schema_and_key_validation
