concept_label,canonical_name,family,assigned_record_count,first_candidate_key,last_candidate_key,evidence_inspected,reviewer,decision_rationale
multisource_epidemic_risk_framework,Multi-source epidemic-risk assessment framework,causal_policy,1,PMID:39224172,PMID:39224172,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
multisource_ml_risk_assessment,Multi-source machine-learning risk assessment,causal_policy,1,PMID:42092440,PMID:42092440,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
multimodal_ml_disease_diagnosis,Multimodal machine-learning disease diagnosis,causal_policy,6,PMID:37508125,PMID:41272576,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
negative_controls,Negative-control designs,causal_policy,29,PMID:23100246,PMID:42360634,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
nlp_policy_and_literature_mapping,NLP-based policy and literature mapping,causal_policy,1,PMID:40681821,PMID:40681821,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
observational_effect_estimation_studies,Observational effect-estimation studies,causal_policy,8,PMID:28692690,PMID:36400087,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
time_to_event_cohort_studies,Observational time-to-event cohort designs,causal_policy,4,PMID:37746872,PMID:41423896,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
quasi_experimental_policy_evaluation,Other quasi-experimental policy-evaluation designs,causal_policy,10,PMID:28760790,PMID:40845887,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
parametric_g_formula,Parametric g-formula and g-computation,causal_policy,69,PMID:22495733,PMID:42377359,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
policy_text_mining_evaluation,Policy text mining and quantitative evaluation,causal_policy,1,PMID:37027438,PMID:37027438,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
policy_impact_and_economic_evaluations,Policy-impact and economic evaluation studies,causal_policy,13,PMID:24524236,PMID:41344078,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
population_burden_and_control_metric_estimation,Population-burden and control-metric estimation studies,causal_policy,13,PMID:26773546,PMID:40795077,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
predictive_model_and_biomarker_development,Predictive-model and biomarker development studies,causal_policy,8,PMID:33341870,PMID:42271140,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
quantile_based_g_computation,Quantile-based g-computation for exposure mixtures,causal_policy,5,PMID:35972658,PMID:42040115,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
quasi_experimental_methods_overview,Quasi-experimental design overviews,causal_policy,3,PMID:30346524,PMID:38456774,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
randomized_controlled_trials,Randomized controlled trial designs,causal_policy,1,PMID:37923203,PMID:37923203,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
regression_discontinuity,Regression discontinuity designs,causal_policy,44,PMID:20731000,PMID:41965975,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
surveillance_risk_factor_analysis,Risk-factor analyses using surveillance data,causal_policy,19,PMID:26935205,PMID:42348569,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
causal_risk_and_intervention_studies,Risk-factor and intervention studies with reporting-bias implications,causal_policy,12,PMID:28302408,PMID:39184214,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
self_controlled_risk_interval,Self-controlled risk-interval design,causal_policy,2,PMID:38700036,PMID:38960670,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
sentinel_surveillance_causal_effect_estimation,Sentinel surveillance causal effect estimation,causal_policy,1,PMID:21993161,PMID:21993161,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
sentinel_surveillance_effectiveness_risk_evaluation,Sentinel surveillance effectiveness and risk evaluation,causal_policy,5,PMID:20167724,PMID:22377231,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
sentinel_intervention_effectiveness,Sentinel-based intervention effectiveness studies,causal_policy,9,PMID:20394710,PMID:42361069,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
sexual_health_access_intervention_programs,Sexual-health access intervention programs,causal_policy,1,PMID:25712070,PMID:25712070,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
statistical_data_fusion_for_tail_probability_prediction,Statistical data fusion for tail-probability prediction,causal_policy,1,PMID:34072055,PMID:34072055,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
statistical_data_fusion_estimation,Statistical data-fusion estimation,causal_policy,1,PMID:37982010,PMID:37982010,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
stepped_wedge_time_series_effectiveness,Stepped-wedge and time-series effectiveness evaluation,causal_policy,1,PMID:36124706,PMID:36124706,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
supervised_reemergence_detection,Supervised detection of disease reemergence,causal_policy,1,PMID:31433278,PMID:31433278,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
surrogate_endpoint_causal_roadmap,Surrogate-endpoint causal roadmap,causal_policy,1,PMID:40544344,PMID:40544344,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
synthetic_control,Synthetic control methods,causal_policy,30,PMID:30334918,PMID:42085616,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
target_trial_emulation,Target-trial emulation,causal_policy,136,PMID:29112066,PMID:42430117,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
targeted_learning_tmle,Targeted learning and targeted maximum-likelihood estimation,causal_policy,4,PMID:21556287,PMID:36493463,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
test_negative_design,Test-negative case-control design,causal_policy,13,PMID:23748138,PMID:40252689,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
test_negative_with_population_controls,Test-negative design with population controls,causal_policy,1,PMID:32841988,PMID:32841988,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
threshold_regression_change_point_models,Threshold and segmented regression change-point models,causal_policy,6,PMID:25612253,PMID:41422940,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
trial_transportability_and_hybrid_studies,Trial transportability and hybrid trial-observational studies,causal_policy,2,PMID:30640216,PMID:41066608,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
vaccine_effectiveness_study_design_feasibility,Vaccine-effectiveness study-design feasibility assessment,causal_policy,1,PMID:41755720,PMID:41755720,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
publication_bias_capture_recapture,Capture-recapture for publication-bias estimation,evidence_synthesis,1,PMID:21526067,PMID:21526067,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
causal_triangulation_across_study_designs,Causal triangulation across study designs,evidence_synthesis,4,PMID:29715057,PMID:41244669,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
correction_and_retraction_evidence,Correction and retraction evidence,evidence_synthesis,2,PMID:38665063,PMID:39320460,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
triangulation_cross_system,Cross-system triangulation,evidence_synthesis,7,PMID:25023449,PMID:41962558,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
data_source_inventory_review,Data-source inventory review,evidence_synthesis,1,PMID:33751025,PMID:33751025,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
geometric_delaunay_triangulation_imaging,Delaunay-triangulation imaging features,evidence_synthesis,1,PMID:37360780,PMID:37360780,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
denominator_population_sensitivity,Denominator and population-at-risk sensitivity,evidence_synthesis,1,PMID:20630145,PMID:20630145,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
evidence_synthesis_reviews,Evidence syntheses and methodological reviews,evidence_synthesis,29,PMID:21668690,PMID:42081584,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
evidence_syntheses_on_burden_and_reporting,"Evidence syntheses on burden, surveillance, and reporting gaps",evidence_synthesis,7,PMID:30802261,PMID:37442686,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
surveillance_and_burden_reviews,Evidence syntheses on surveillance gaps and hidden burden,evidence_synthesis,1,PMID:42384755,PMID:42384755,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
reporting_and_surveillance_evidence_syntheses,"Evidence syntheses on surveillance, reporting, and hidden burden",evidence_synthesis,4,PMID:24107261,PMID:36900856,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
external_validity_generalizability_assessment,External-validity and generalizability assessment studies,evidence_synthesis,3,PMID:26743093,PMID:32775757,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
hierarchical_borrowing,Hierarchical and dynamic borrowing,evidence_synthesis,1,PMID:33669985,PMID:33669985,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
host_pathogen_metapopulation_ecology,Host-pathogen metapopulation ecology and evolution,evidence_synthesis,12,PMID:21819469,PMID:40370342,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
infectious_disease_review_and_meta_analysis,Infectious disease review and meta-analysis,evidence_synthesis,26,PMID:24568147,PMID:42022830,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
jurisdictional_scan_thematic_synthesis,Jurisdictional scan and thematic synthesis,evidence_synthesis,1,PMID:40155318,PMID:40155318,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
machine_learning_literature_synthesis,Machine-learning literature synthesis,evidence_synthesis,1,PMID:40905080,PMID:40905080,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
mixed_methods_triangulation_protocol,Mixed-methods triangulation protocol,evidence_synthesis,3,PMID:27175799,PMID:40682129,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
modelled_observed_triangulation,Modelled-versus-observed evidence triangulation,evidence_synthesis,4,PMID:26715486,PMID:39290087,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
multiple_model_stability_triangulation,Multiple-model stability triangulation,evidence_synthesis,2,PMID:34119859,PMID:41401491,titles and complete available abstracts of every assigned accepted Task 5 record through dual independent readers and blind adjudication where required,task6-canonical-integrator,"Final discovery-stage design concept; semantic assignments preserve distinct estimands and identification assumptions and do not use journal, AMR, LMIC status, geography, or data availability as gates."
