identity_decision_id,named_source_id,supporting_query_ids,candidate_keys_considered,primary_selected_candidate_key,primary_decision,primary_reason,primary_reviewer,audit_selected_candidate_key,audit_decision,audit_reason,audit_reviewer,conflict_status,adjudicator,final_selected_candidate_key,final_decision,final_reason,inspected_primary_url
LID-20260722-0011,NS-CAUSAL-011,SEARCH-20260719-LINEAGE-CAUSAL-11,PMID:41069648,PMID:41069648,resolved,"The sole manifested candidate exactly matches the target title, first author Laura M Güdemann, and year 2025; its identifiers are PMID 41069648 and DOI 10.12688/wellcomeopenres.22955.2, and its URL is the corresponding PubMed record.",task6-primary-codex-batch-01,PMID:41069648,resolved,"Exact target-title, first-author Laura M Güdemann, and 2025 year match; no non-context target identifier conflicts with candidate PMID 41069648 and DOI 10.12688/wellcomeopenres.22955.2.",task6-audit-codex-batch-01,none,,PMID:41069648,resolved,"Exact target-title, first-author Laura M Güdemann, and 2025 year match; no non-context target identifier conflicts with candidate PMID 41069648 and DOI 10.12688/wellcomeopenres.22955.2.",https://pubmed.ncbi.nlm.nih.gov/41069648/
LID-20260722-0012,NS-CAUSAL-012,SEARCH-20260719-LINEAGE-CAUSAL-12,PMID:26246167,PMID:26246167,resolved,"The sole manifested candidate exactly matches the target title, first author Katharine E Henry, and year 2015; its identifiers are PMID 26246167 and DOI 10.1126/scitranslmed.aab3719, and its URL is the corresponding PubMed record.",task6-primary-codex-batch-01,PMID:26246167,resolved,"Exact target-title, first-author Katharine E Henry, and 2015 year match; no non-context target identifier conflicts with candidate PMID 26246167 and DOI 10.1126/scitranslmed.aab3719.",task6-audit-codex-batch-01,none,,PMID:26246167,resolved,"Exact target-title, first-author Katharine E Henry, and 2015 year match; no non-context target identifier conflicts with candidate PMID 26246167 and DOI 10.1126/scitranslmed.aab3719.",https://pubmed.ncbi.nlm.nih.gov/26246167/
LID-20260722-0013,NS-CAUSAL-013,SEARCH-20260719-LINEAGE-CAUSAL-13,PMID:27071911,PMID:27071911,resolved,"The sole manifested candidate exactly matches the target title, first author Mahableshwar Albur, and year 2016; its identifiers are PMID 27071911 and DOI 10.1186/s12941-016-0139-z, and its URL is the corresponding PubMed record.",task6-primary-codex-batch-01,PMID:27071911,resolved,"Exact target-title, first-author Mahableshwar Albur, and 2016 year match; no non-context target identifier conflicts with candidate PMID 27071911 and DOI 10.1186/s12941-016-0139-z.",task6-audit-codex-batch-01,none,,PMID:27071911,resolved,"Exact target-title, first-author Mahableshwar Albur, and 2016 year match; no non-context target identifier conflicts with candidate PMID 27071911 and DOI 10.1186/s12941-016-0139-z.",https://pubmed.ncbi.nlm.nih.gov/27071911/
LID-20260722-0014,NS-CAUSAL-014,SEARCH-20260719-LINEAGE-CAUSAL-14,PMID:34982767,PMID:34982767,resolved,"The sole manifested candidate exactly matches the target title, first author Jane S Hocking, and year 2022; its identifiers are PMID 34982767 and DOI 10.1371/journal.pmed.1003858, and its URL is the corresponding PubMed record.",task6-primary-codex-batch-01,PMID:34982767,resolved,"Exact target-title, first-author Jane S Hocking, and 2022 year match; no non-context target identifier conflicts with candidate PMID 34982767 and DOI 10.1371/journal.pmed.1003858.",task6-audit-codex-batch-01,none,,PMID:34982767,resolved,"Exact target-title, first-author Jane S Hocking, and 2022 year match; no non-context target identifier conflicts with candidate PMID 34982767 and DOI 10.1371/journal.pmed.1003858.",https://pubmed.ncbi.nlm.nih.gov/34982767/
LID-20260722-0015,NS-CAUSAL-015,SEARCH-20260719-LINEAGE-CAUSAL-15,PMID:37100446,PMID:37100446,resolved,"The sole manifested candidate exactly matches the target title, first author Peter S Blair, and year 2023; its identifiers are PMID 37100446 and DOI 10.1136/bmj-2022-072488, and its URL is the corresponding PubMed record.",task6-primary-codex-batch-01,PMID:37100446,resolved,"Exact target-title, first-author Peter S Blair, and 2023 year match; no non-context target identifier conflicts with candidate PMID 37100446 and DOI 10.1136/bmj-2022-072488.",task6-audit-codex-batch-01,none,,PMID:37100446,resolved,"Exact target-title, first-author Peter S Blair, and 2023 year match; no non-context target identifier conflicts with candidate PMID 37100446 and DOI 10.1136/bmj-2022-072488.",https://pubmed.ncbi.nlm.nih.gov/37100446/
LID-20260722-0016,NS-CAUSAL-016,SEARCH-20260719-LINEAGE-CAUSAL-16,PMID:38991004,PMID:38991004,resolved,"The sole manifested candidate exactly matches the target title, first author Priscila F P S Pinto, and year 2024; its identifiers are PMID 38991004 and DOI 10.1371/journal.pmed.1004302, and its URL is the corresponding PubMed record.",task6-primary-codex-batch-01,PMID:38991004,resolved,"Exact target-title, first-author Priscila F P S Pinto, and 2024 year match; no non-context target identifier conflicts with candidate PMID 38991004 and DOI 10.1371/journal.pmed.1004302.",task6-audit-codex-batch-01,none,,PMID:38991004,resolved,"Exact target-title, first-author Priscila F P S Pinto, and 2024 year match; no non-context target identifier conflicts with candidate PMID 38991004 and DOI 10.1371/journal.pmed.1004302.",https://pubmed.ncbi.nlm.nih.gov/38991004/
LID-20260722-0017,NS-CAUSAL-017,SEARCH-20260718-LINEAGE-CAUSAL-17|SEARCH-20260719-LINEAGE-CAUSAL-17,PMID:31552819,PMID:31552819,resolved,"Across two supporting variants, the sole manifested candidate exactly matches the target title, first author Anders Skyrud Danielsen, and year 2019; its identifiers are PMID 31552819 and DOI 10.2807/1560-7917.es.2019.24.38.1800676, and its URL is the corresponding PubMed record.",task6-primary-codex-batch-01,PMID:31552819,resolved,"Exact target-title, first-author Anders Skyrud Danielsen, and 2019 year match; no non-context target identifier conflicts with candidate PMID 31552819 and DOI 10.2807/1560-7917.es.2019.24.38.1800676.",task6-audit-codex-batch-01,none,,PMID:31552819,resolved,"Exact target-title, first-author Anders Skyrud Danielsen, and 2019 year match; no non-context target identifier conflicts with candidate PMID 31552819 and DOI 10.2807/1560-7917.es.2019.24.38.1800676.",https://pubmed.ncbi.nlm.nih.gov/31552819/
LID-20260722-0018,NS-CAUSAL-018,SEARCH-20260719-LINEAGE-CAUSAL-18,PMID:35232491,PMID:35232491,resolved,"The sole manifested candidate exactly matches the target title, first author Thomas R Fanshawe, and year 2022; its identifiers are PMID 35232491 and DOI 10.1186/s41512-022-00118-w, and its URL is the corresponding PubMed record.",task6-primary-codex-batch-01,PMID:35232491,resolved,"Exact target-title, first-author Thomas R Fanshawe, and 2022 year match; no non-context target identifier conflicts with candidate PMID 35232491 and DOI 10.1186/s41512-022-00118-w.",task6-audit-codex-batch-01,none,,PMID:35232491,resolved,"Exact target-title, first-author Thomas R Fanshawe, and 2022 year match; no non-context target identifier conflicts with candidate PMID 35232491 and DOI 10.1186/s41512-022-00118-w.",https://pubmed.ncbi.nlm.nih.gov/35232491/
LID-20260722-0019,NS-CAUSAL-019,SEARCH-20260719-LINEAGE-CAUSAL-19,PMID:20659985,PMID:20659985,resolved,"The sole manifested candidate exactly matches the target title, first author Maxine Power, and year 2010; its identifiers are PMID 20659985 and DOI 10.1136/bmj.c3359, and its URL is the corresponding PubMed record.",task6-primary-codex-batch-01,PMID:20659985,resolved,"Exact target-title, first-author Maxine Power, and 2010 year match; no non-context target identifier conflicts with candidate PMID 20659985 and DOI 10.1136/bmj.c3359.",task6-audit-codex-batch-01,none,,PMID:20659985,resolved,"Exact target-title, first-author Maxine Power, and 2010 year match; no non-context target identifier conflicts with candidate PMID 20659985 and DOI 10.1136/bmj.c3359.",https://pubmed.ncbi.nlm.nih.gov/20659985/
LID-20260722-0020,NS-CAUSAL-020,SEARCH-20260718-LINEAGE-CAUSAL-20|SEARCH-20260719-LINEAGE-CAUSAL-20,PMID:34711190,PMID:34711190,resolved,"Across two supporting variants, the sole manifested candidate exactly matches the target title, first author Vinicius Albani, and year 2021; its identifiers are PMID 34711190 and DOI 10.1186/s12879-021-06780-7, and its URL is the corresponding PubMed record.",task6-primary-codex-batch-01,PMID:34711190,resolved,"Exact target-title, first-author Vinicius Albani, and 2021 year match; no non-context target identifier conflicts with candidate PMID 34711190 and DOI 10.1186/s12879-021-06780-7.",task6-audit-codex-batch-01,none,,PMID:34711190,resolved,"Exact target-title, first-author Vinicius Albani, and 2021 year match; no non-context target identifier conflicts with candidate PMID 34711190 and DOI 10.1186/s12879-021-06780-7.",https://pubmed.ncbi.nlm.nih.gov/34711190/
LID-20260722-0021,NS-CAUSAL-021,SEARCH-20260719-LINEAGE-CAUSAL-21,PMID:22115361,PMID:22115361,resolved,"The sole manifested candidate exactly matches the target title, first author M H Rozenbaum, and year 2012; its identifiers are PMID 22115361 and DOI 10.1017/s0950268811002354, and its URL is the corresponding PubMed record.",task6-primary-codex-batch-01,PMID:22115361,resolved,"Exact target-title, first-author M H Rozenbaum, and 2012 year match; no non-context target identifier conflicts with candidate PMID 22115361 and DOI 10.1017/s0950268811002354.",task6-audit-codex-batch-01,none,,PMID:22115361,resolved,"Exact target-title, first-author M H Rozenbaum, and 2012 year match; no non-context target identifier conflicts with candidate PMID 22115361 and DOI 10.1017/s0950268811002354.",https://pubmed.ncbi.nlm.nih.gov/22115361/
LID-20260722-0022,NS-CAUSAL-022,SEARCH-20260719-LINEAGE-CAUSAL-22,PMID:38591424,PMID:38591424,resolved,"The sole manifested candidate exactly matches the target title, first author Andrea Callegaro, and year 2024; its identifiers are PMID 38591424 and DOI 10.1002/pst.2384, and its URL is the corresponding PubMed record.",task6-primary-codex-batch-01,PMID:38591424,resolved,"Exact target-title, first-author Andrea Callegaro, and 2024 year match; no non-context target identifier conflicts with candidate PMID 38591424 and DOI 10.1002/pst.2384.",task6-audit-codex-batch-01,none,,PMID:38591424,resolved,"Exact target-title, first-author Andrea Callegaro, and 2024 year match; no non-context target identifier conflicts with candidate PMID 38591424 and DOI 10.1002/pst.2384.",https://pubmed.ncbi.nlm.nih.gov/38591424/
LID-20260722-0023,NS-CAUSAL-023,SEARCH-20260719-LINEAGE-CAUSAL-23,PMID:38049729,PMID:38049729,resolved,"The sole manifested candidate exactly matches the target title, first author Yukari Uemura, and year 2023; its identifiers are PMID 38049729 and DOI 10.1186/s12879-023-08840-6, and its URL is the corresponding PubMed record.",task6-primary-codex-batch-01,PMID:38049729,resolved,"Exact target-title, first-author Yukari Uemura, and 2023 year match; no non-context target identifier conflicts with candidate PMID 38049729 and DOI 10.1186/s12879-023-08840-6.",task6-audit-codex-batch-01,none,,PMID:38049729,resolved,"Exact target-title, first-author Yukari Uemura, and 2023 year match; no non-context target identifier conflicts with candidate PMID 38049729 and DOI 10.1186/s12879-023-08840-6.",https://pubmed.ncbi.nlm.nih.gov/38049729/
LID-20260722-0024,NS-CAUSAL-024,SEARCH-20260719-LINEAGE-CAUSAL-24,PMID:39579079,PMID:39579079,resolved,"The sole manifested candidate exactly matches the target title, first author Yusuke Okubo, and year 2025; its identifiers are PMID 39579079 and DOI 10.1093/cid/ciae577, and its URL is the corresponding PubMed record.",task6-primary-codex-batch-01,PMID:39579079,resolved,"Exact target-title, first-author Yusuke Okubo, and 2025 year match; no non-context target identifier conflicts with candidate PMID 39579079 and DOI 10.1093/cid/ciae577.",task6-audit-codex-batch-01,none,,PMID:39579079,resolved,"Exact target-title, first-author Yusuke Okubo, and 2025 year match; no non-context target identifier conflicts with candidate PMID 39579079 and DOI 10.1093/cid/ciae577.",https://pubmed.ncbi.nlm.nih.gov/39579079/
LID-20260722-0025,NS-CAUSAL-025,SEARCH-20260719-LINEAGE-CAUSAL-25,PMID:29931067,PMID:29931067,resolved,"The sole manifested candidate exactly matches the target title, first author Paul D Wesson, and year 2018; its identifiers are PMID 29931067 and DOI 10.1093/ije/dyy132, and its URL is the corresponding PubMed record.",task6-primary-codex-batch-01,PMID:29931067,resolved,"Exact target-title, first-author Paul D Wesson, and 2018 year match; no non-context target identifier conflicts with candidate PMID 29931067 and DOI 10.1093/ije/dyy132.",task6-audit-codex-batch-01,none,,PMID:29931067,resolved,"Exact target-title, first-author Paul D Wesson, and 2018 year match; no non-context target identifier conflicts with candidate PMID 29931067 and DOI 10.1093/ije/dyy132.",https://pubmed.ncbi.nlm.nih.gov/29931067/
LID-20260722-0026,NS-CAUSAL-026,SEARCH-20260718-LINEAGE-CAUSAL-26|SEARCH-20260719-LINEAGE-CAUSAL-26,PMID:26828366,PMID:26828366,resolved,"Across two supporting variants, the sole manifested candidate exactly matches the target title, first author Lela Sulaberidze, and year 2016; its identifiers are PMID 26828366 and DOI 10.1371/journal.pone.0147413, and its URL is the corresponding PubMed record.",task6-primary-codex-batch-01,PMID:26828366,resolved,"Exact target-title, first-author Lela Sulaberidze, and 2016 year match; no non-context target identifier conflicts with candidate PMID 26828366 and DOI 10.1371/journal.pone.0147413.",task6-audit-codex-batch-01,none,,PMID:26828366,resolved,"Exact target-title, first-author Lela Sulaberidze, and 2016 year match; no non-context target identifier conflicts with candidate PMID 26828366 and DOI 10.1371/journal.pone.0147413.",https://pubmed.ncbi.nlm.nih.gov/26828366/
LID-20260722-0027,NS-CAUSAL-027,SEARCH-20260718-LINEAGE-CAUSAL-27|SEARCH-20260719-LINEAGE-CAUSAL-27,PMID:25051311|PMID:26605813,PMID:25051311,resolved,"PMID 25051311 exactly matches the target title, first author Anna G C Boef, and year 2014, with DOI 10.1097/ede.0000000000000151. The other candidate, PMID 26605813, has a different title and year 2016, with DOI 10.1097/ede.0000000000000425 and a different URL, despite sharing the first author.",task6-primary-codex-batch-01,PMID:25051311,resolved,"PMID 25051311 exactly matches the target title, first author Anna G C Boef, and year 2014. PMID 26605813 is a different 2016 paper titled “Physician's Prescribing Preference as an Instrumental Variable.” No non-context target identifier conflicts with selected DOI 10.1097/ede.0000000000000151.",task6-audit-codex-batch-01,none,,PMID:25051311,resolved,"PMID 25051311 exactly matches the target title, first author Anna G C Boef, and year 2014. PMID 26605813 is a different 2016 paper titled “Physician's Prescribing Preference as an Instrumental Variable.” No non-context target identifier conflicts with selected DOI 10.1097/ede.0000000000000151.",https://pubmed.ncbi.nlm.nih.gov/25051311/
LID-20260722-0028,NS-CAUSAL-028,SEARCH-20260719-LINEAGE-CAUSAL-28,PMID:20159831,PMID:20159831,resolved,"The sole manifested candidate exactly matches the target title, first author Tahaniyat Lalani, and year 2010; its identifiers are PMID 20159831 and DOI 10.1161/circulationaha.109.864488, and its URL is the corresponding PubMed record.",task6-primary-codex-batch-01,PMID:20159831,resolved,"Exact target-title, first-author Tahaniyat Lalani, and 2010 year match; no non-context target identifier conflicts with candidate PMID 20159831 and DOI 10.1161/circulationaha.109.864488.",task6-audit-codex-batch-01,none,,PMID:20159831,resolved,"Exact target-title, first-author Tahaniyat Lalani, and 2010 year match; no non-context target identifier conflicts with candidate PMID 20159831 and DOI 10.1161/circulationaha.109.864488.",https://pubmed.ncbi.nlm.nih.gov/20159831/
LID-20260722-0029,NS-CAUSAL-029,SEARCH-20260719-LINEAGE-CAUSAL-29,PMID:42179337,PMID:42179337,resolved,"The sole manifested candidate exactly matches the target title, first author K I Quintyne, and year 2026; it has PMID 42179337, no manifested DOI, and the corresponding PubMed URL.",task6-primary-codex-batch-01,PMID:42179337,resolved,"Exact target-title, first-author K I Quintyne, and 2026 year match; no non-context target identifier conflicts with candidate PMID 42179337, which has no manifested DOI.",task6-audit-codex-batch-01,none,,PMID:42179337,resolved,"Exact target-title, first-author K I Quintyne, and 2026 year match; no non-context target identifier conflicts with candidate PMID 42179337, which has no manifested DOI.",https://pubmed.ncbi.nlm.nih.gov/42179337/
LID-20260722-0030,NS-CAUSAL-030,SEARCH-20260719-LINEAGE-CAUSAL-30,PMID:22335933,PMID:22335933,resolved,"The sole manifested candidate exactly matches the target title, first author V Gebski, and year 2012; its identifiers are PMID 22335933 and DOI 10.1017/s0950268812000179, and its URL is the corresponding PubMed record.",task6-primary-codex-batch-01,PMID:22335933,resolved,"Exact target-title, first-author V Gebski, and 2012 year match; no non-context target identifier conflicts with candidate PMID 22335933 and DOI 10.1017/s0950268812000179.",task6-audit-codex-batch-01,none,,PMID:22335933,resolved,"Exact target-title, first-author V Gebski, and 2012 year match; no non-context target identifier conflicts with candidate PMID 22335933 and DOI 10.1017/s0950268812000179.",https://pubmed.ncbi.nlm.nih.gov/22335933/
LID-20260722-0031,NS-CAUSAL-031,SEARCH-20260719-LINEAGE-CAUSAL-31,PMID:19832710,PMID:19832710,resolved,"The sole manifested candidate exactly matches the target title, first author J Price, and year 2010; its identifiers are PMID 19832710 and DOI 10.1111/j.1469-0691.2009.03077.x, and its URL is the corresponding PubMed record.",task6-primary-codex-batch-01,PMID:19832710,resolved,"Exact target-title, first-author J Price, and 2010 year match; no non-context target identifier conflicts with candidate PMID 19832710 and DOI 10.1111/j.1469-0691.2009.03077.x.",task6-audit-codex-batch-01,none,,PMID:19832710,resolved,"Exact target-title, first-author J Price, and 2010 year match; no non-context target identifier conflicts with candidate PMID 19832710 and DOI 10.1111/j.1469-0691.2009.03077.x.",https://pubmed.ncbi.nlm.nih.gov/19832710/
LID-20260722-0032,NS-CAUSAL-032,SEARCH-20260719-LINEAGE-CAUSAL-32,PMID:20735928,PMID:20735928,resolved,"The sole manifested candidate exactly matches the target title, first author Germaine Hanquet, and year 2010; its identifiers are PMID 20735928 and DOI 10.3201/eid1609.100102, and its URL is the corresponding PubMed record.",task6-primary-codex-batch-01,PMID:20735928,resolved,"Exact target-title, first-author Germaine Hanquet, and 2010 year match; no non-context target identifier conflicts with candidate PMID 20735928 and DOI 10.3201/eid1609.100102.",task6-audit-codex-batch-01,none,,PMID:20735928,resolved,"Exact target-title, first-author Germaine Hanquet, and 2010 year match; no non-context target identifier conflicts with candidate PMID 20735928 and DOI 10.3201/eid1609.100102.",https://pubmed.ncbi.nlm.nih.gov/20735928/
LID-20260722-0033,NS-CAUSAL-033,SEARCH-20260719-LINEAGE-CAUSAL-33,PMID:21342667,PMID:21342667,resolved,"The sole manifested candidate exactly matches the target title, first author Germaine Hanquet, and year 2011; its identifiers are PMID 21342667 and DOI 10.1016/j.vaccine.2011.02.016, and its URL is the corresponding PubMed record.",task6-primary-codex-batch-01,PMID:21342667,resolved,"Exact target-title, first-author Germaine Hanquet, and 2011 year match; no non-context target identifier conflicts with candidate PMID 21342667 and DOI 10.1016/j.vaccine.2011.02.016.",task6-audit-codex-batch-01,none,,PMID:21342667,resolved,"Exact target-title, first-author Germaine Hanquet, and 2011 year match; no non-context target identifier conflicts with candidate PMID 21342667 and DOI 10.1016/j.vaccine.2011.02.016.",https://pubmed.ncbi.nlm.nih.gov/21342667/
LID-20260722-0034,NS-CAUSAL-034,SEARCH-20260718-LINEAGE-CAUSAL-34|SEARCH-20260719-LINEAGE-CAUSAL-34,PMID:34259625,PMID:34259625,resolved,"Across two supporting variants, the sole manifested candidate exactly matches the target title, first author Siyu Heng, and year 2021; its identifiers are PMID 34259625 and DOI 10.7554/elife.65133, and its URL is the corresponding PubMed record.",task6-primary-codex-batch-01,PMID:34259625,resolved,"Exact target-title, first-author Siyu Heng, and 2021 year match; no non-context target identifier conflicts with candidate PMID 34259625 and DOI 10.7554/elife.65133.",task6-audit-codex-batch-01,none,,PMID:34259625,resolved,"Exact target-title, first-author Siyu Heng, and 2021 year match; no non-context target identifier conflicts with candidate PMID 34259625 and DOI 10.7554/elife.65133.",https://pubmed.ncbi.nlm.nih.gov/34259625/
