query_id,named_source_id,method_label,canonical_name,family,source_role,source,query_variant,query,seed_candidate_keys,reviewer
SEARCH-20260722-LINEAGE-CAUSAL-12,NS-CAUSAL-012,clinical_early_warning_scores_and_biomarkers,Clinical early-warning scores and biomarkers,causal_policy,authoritative_candidate,pubmed,exact_title,"""A targeted real-time early warning score (TREWScore) for septic shock""[Title]",PMID:26246167,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-13,NS-CAUSAL-013,clinical_early_warning_scores_and_biomarkers,Clinical early-warning scores and biomarkers,causal_policy,infectious_application,pubmed,exact_title,"""Early warning score: a dynamic marker of severity and prognosis in patients with Gram-negative bacteraemia and sepsis""[Title]",PMID:27071911,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-14,NS-CAUSAL-014,cluster_randomized_intervention_trials,Cluster-randomized intervention trial designs,causal_policy,infectious_application,pubmed,exact_title,"""The impact of removing financial incentives and/or audit and feedback on chlamydia testing in general practice: A cluster randomised controlled trial (ACCEPt-able)""[Title]",PMID:34982767,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-15,NS-CAUSAL-015,cluster_randomized_intervention_trials,Cluster-randomized intervention trial designs,causal_policy,infectious_application,pubmed,exact_title,"""Multi-faceted intervention to improve management of antibiotics for children presenting to primary care with acute cough and respiratory tract infection (CHICO): efficient cluster randomised controlled trial""[Title]",PMID:37100446,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-16,NS-CAUSAL-016,comparative_policy_impact_cohort,Comparative policy-impact cohort evaluation,causal_policy,infectious_application,pubmed,exact_title,"""The impact of primary health care on AIDS incidence and mortality: A cohort study of 3.4 million Brazilians""[Title]",PMID:38991004,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-17,NS-CAUSAL-017,comparative_screening_priority_risk_assessment,Comparative screening-priority risk assessment,causal_policy,infectious_application,pubmed,exact_title,"""Targeting TB or MRSA in Norwegian municipalities during 'the refugee crisis' of 2015: a framework for priority setting in screening""[Title]",PMID:31552819,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-18,NS-CAUSAL-018,controlled_interrupted_time_series,Controlled interrupted time series,causal_policy,authoritative_candidate,pubmed,exact_title,"""The comparative interrupted time series design for assessment of diagnostic impact: methodological considerations and an example using point-of-care C-reactive protein testing""[Title]",PMID:35232491,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-19,NS-CAUSAL-019,controlled_interrupted_time_series,Controlled interrupted time series,causal_policy,infectious_application,pubmed,exact_title,"""Reducing Clostridium difficile infection in acute care by using an improvement collaborative""[Title]",PMID:20659985,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-20,NS-CAUSAL-020,counterfactual_policy_vaccination_impact,Counterfactual policy and vaccination impact models,causal_policy,authoritative_candidate,pubmed,exact_title,"""COVID-19 underreporting and its impact on vaccination strategies""[Title]",PMID:34711190,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-21,NS-CAUSAL-021,counterfactual_policy_vaccination_impact,Counterfactual policy and vaccination impact models,causal_policy,infectious_application,pubmed,exact_title,"""Modelling the impact of extended vaccination strategies on the epidemiology of pertussis""[Title]",PMID:22115361,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-22,NS-CAUSAL-022,covariate_adjusted_historical_control_borrowing,Covariate-adjusted historical-control borrowing,causal_policy,authoritative_candidate,pubmed,exact_title,"""Dynamic borrowing of historical controls adjusting for covariates in vaccine efficacy clinical trials""[Title]",PMID:38591424,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-23,NS-CAUSAL-023,external_synthetic_control_arms,External synthetic control arms,causal_policy,infectious_application,pubmed,exact_title,"""Comparative effectiveness of tocilizumab vs standard care in patients with severe COVID-19-related pneumonia: a retrospective cohort study utilizing registry data as a synthetic control""[Title]",PMID:38049729,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-24,NS-CAUSAL-024,heterogeneity_robust_staggered_did,Heterogeneity-robust staggered difference-in-differences,causal_policy,infectious_application,pubmed,exact_title,"""Long-Term Effectiveness of Financial Incentives for Not Prescribing Unnecessary Antibiotics to Children With Acute Respiratory and Gastrointestinal Infections: Japan's Nationwide Quasi-Experimental Study""[Title]",PMID:39579079,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-25,NS-CAUSAL-025,population_size_estimation_hidden_populations,Hidden-population size estimation,causal_policy,authoritative_candidate,pubmed,exact_title,"""A Bayesian approach to synthesize estimates of the size of hidden populations: the Anchored Multiplier""[Title]",PMID:29931067,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-26,NS-CAUSAL-026,population_size_estimation_hidden_populations,Hidden-population size estimation,causal_policy,infectious_application,pubmed,exact_title,"""Population Size Estimation of Men Who Have Sex with Men in Tbilisi, Georgia; Multiple Methods and Triangulation of Findings""[Title]",PMID:26828366,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-27,NS-CAUSAL-027,instrumental_variables,Instrumental-variable designs,causal_policy,authoritative_candidate,pubmed,exact_title,"""Physician's preference-based instrumental variable analysis: is it valid and useful in a moderate-sized study?""[Title]",PMID:25051311,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-28,NS-CAUSAL-028,instrumental_variables,Instrumental-variable designs,causal_policy,infectious_application,pubmed,exact_title,"""Analysis of the impact of early surgery on in-hospital mortality of native valve endocarditis: use of propensity score and instrumental variable methods to adjust for treatment-selection bias""[Title]",PMID:20159831,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-29,NS-CAUSAL-029,integrated_public_health_intelligence_synthesis,Integrated public-health-intelligence synthesis,causal_policy,infectious_application,pubmed,exact_title,"""Integrating Global Public Health Intelligence - Thematic Analysis from WES Synthesis 2025""[Title]",PMID:42179337,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-30,NS-CAUSAL-030,interrupted_time_series,Interrupted time series and segmented regression,causal_policy,authoritative_candidate,pubmed,exact_title,"""Modelling interrupted time series to evaluate prevention and control of infection in healthcare""[Title]",PMID:22335933,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-31,NS-CAUSAL-031,interrupted_time_series,Interrupted time series and segmented regression,causal_policy,infectious_application,pubmed,exact_title,"""Impact of an intervention to control Clostridium difficile infection on hospital- and community-onset disease; an interrupted time series analysis""[Title]",PMID:19832710,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-32,NS-CAUSAL-032,intervention_impact_evaluations,Intervention impact evaluations,causal_policy,infectious_application,pubmed,exact_title,"""Pneumococcal serotypes in children in 4 European countries""[Title]",PMID:20735928,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-33,NS-CAUSAL-033,intervention_impact_evaluations,Intervention impact evaluations,causal_policy,infectious_application,pubmed,exact_title,"""Impact of conjugate 7-valent vaccination in Belgium: addressing methodological challenges""[Title]",PMID:21342667,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-34,NS-CAUSAL-034,difference_in_differences_event_study,Legacy difference-in-differences and event-study designs,causal_policy,authoritative_candidate,pubmed,exact_title,"""Relationship between changing malaria burden and low birth weight in sub-Saharan Africa: A difference-in-differences study via a pair-of-pairs approach""[Title]",PMID:34259625,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-35,NS-CAUSAL-035,difference_in_differences_event_study,Legacy difference-in-differences and event-study designs,causal_policy,infectious_application,pubmed,exact_title,"""Do parental involvement laws deter risky teen sex?""[Title]",PMID:23892483,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-36,NS-CAUSAL-036,marginal_structural_models,Marginal structural models and inverse-probability weighting,causal_policy,authoritative_candidate,pubmed,exact_title,"""Using marginal structural measurement-error models to estimate the long-term effect of antiretroviral therapy on incident AIDS or death""[Title]",PMID:19934191,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-37,NS-CAUSAL-037,marginal_structural_models,Marginal structural models and inverse-probability weighting,causal_policy,authoritative_candidate,pubmed,exact_title,"""An information criterion for marginal structural models""[Title]",PMID:22972662,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-38,NS-CAUSAL-038,multisource_epidemic_risk_framework,Multi-source epidemic-risk assessment framework,causal_policy,authoritative_candidate,pubmed,exact_title,"""A Big Data and FRAM-Based Model for Epidemic Risk Analysis of Infectious Diseases""[Title]",PMID:39224172,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-39,NS-CAUSAL-039,multisource_ml_risk_assessment,Multi-source machine-learning risk assessment,causal_policy,authoritative_candidate,pubmed,exact_title,"""A Machine Learning Framework for Meat Safety Risk Assessment with Cross-Domain Data Fusion""[Title]",PMID:42092440,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-40,NS-CAUSAL-040,multimodal_ml_disease_diagnosis,Multimodal machine-learning disease diagnosis,causal_policy,authoritative_candidate,pubmed,exact_title,"""iCovidCare: Intelligent health monitoring framework for COVID-19 using ensemble random forest in edge networks""[Title]",PMID:38620813,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-41,NS-CAUSAL-041,multimodal_ml_disease_diagnosis,Multimodal machine-learning disease diagnosis,causal_policy,diagnostic,pubmed,exact_title,"""Construction and effectiveness test of multimodal data fusion prediction model for intracranial infection after severe craniocerebral injury in children based on deep learning""[Title]",PMID:41272576,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-42,NS-CAUSAL-042,negative_controls,Negative-control designs,causal_policy,authoritative_candidate,pubmed,exact_title,"""Characterizing vaccine-associated risks using cubic smoothing splines""[Title]",PMID:23100246,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-43,NS-CAUSAL-043,negative_controls,Negative-control designs,causal_policy,infectious_application,pubmed,exact_title,"""Upgrading a piped water supply from intermittent to continuous delivery and association with waterborne illness: a matched cohort study in urban India""[Title]",PMID:26505897,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-44,NS-CAUSAL-044,nlp_policy_and_literature_mapping,NLP-based policy and literature mapping,causal_policy,authoritative_candidate,pubmed,exact_title,"""Progress and gaps in antimicrobial resistance research within One Health sectors in China: a systematic analysis""[Title]",PMID:40681821,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-45,NS-CAUSAL-045,observational_effect_estimation_studies,Observational effect-estimation studies,causal_policy,authoritative_candidate,pubmed,exact_title,"""Identifiability and Estimation Under the Test-negative Design With Population Controls With the Goal of Identifying Risk and Preventive Factors for SARS-CoV-2 Infection""[Title]",PMID:34183531,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-46,NS-CAUSAL-046,observational_effect_estimation_studies,Observational effect-estimation studies,causal_policy,infectious_application,pubmed,exact_title,"""Risk of surgical site infection, acute kidney injury, and Clostridium difficile infection following antibiotic prophylaxis with vancomycin plus a beta-lactam versus either drug alone: A national propensity-score-adjusted retrospective cohort study""[Title]",PMID:28692690,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-47,NS-CAUSAL-047,time_to_event_cohort_studies,Observational time-to-event cohort designs,causal_policy,infectious_application,pubmed,exact_title,"""Social determinants of adult COVID-19 vaccine acceptance and uptake in a Brazilian urban informal community: a longitudinal time-to-event study""[Title]",PMID:38076979,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-48,NS-CAUSAL-048,time_to_event_cohort_studies,Observational time-to-event cohort designs,causal_policy,infectious_application,pubmed,exact_title,"""Long-term Cardiovascular, Cerebrovascular, and Other Thrombotic Complications in COVID-19 Survivors: A Retrospective Cohort Study""[Title]",PMID:37746872,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-49,NS-CAUSAL-049,quasi_experimental_policy_evaluation,Other quasi-experimental policy-evaluation designs,causal_policy,infectious_application,pubmed,exact_title,"""Impact of health insurance coverage for Helicobacter pylori gastritis on the trends in eradication therapy in Japan: retrospective observational study and simulation study based on real-world data""[Title]",PMID:28760790,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-50,NS-CAUSAL-050,quasi_experimental_policy_evaluation,Other quasi-experimental policy-evaluation designs,causal_policy,infectious_application,pubmed,exact_title,"""The 2016 California policy to eliminate nonmedical vaccine exemptions and changes in vaccine coverage: An empirical policy analysis""[Title]",PMID:31869328,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-51,NS-CAUSAL-051,parametric_g_formula,Parametric g-formula and g-computation,causal_policy,authoritative_candidate,pubmed,exact_title,"""The parametric g-formula to estimate the effect of highly active antiretroviral therapy on incident AIDS or death""[Title]",PMID:22495733,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-52,NS-CAUSAL-052,parametric_g_formula,Parametric g-formula and g-computation,causal_policy,infectious_application,pubmed,exact_title,"""When to start antiretroviral therapy in children aged 2-5 years: a collaborative causal modelling analysis of cohort studies from southern Africa""[Title]",PMID:24260029,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-53,NS-CAUSAL-053,policy_text_mining_evaluation,Policy text mining and quantitative evaluation,causal_policy,authoritative_candidate,pubmed,exact_title,"""Mining and quantitative evaluation of COVID-19 policy tools in China""[Title]",PMID:37027438,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-54,NS-CAUSAL-054,policy_impact_and_economic_evaluations,Policy-impact and economic evaluation studies,causal_policy,authoritative_candidate,pubmed,exact_title,"""Save lives or save livelihoods? A cross-country analysis of COVID-19 pandemic and economic growth""[Title]",PMID:35287307,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-55,NS-CAUSAL-055,policy_impact_and_economic_evaluations,Policy-impact and economic evaluation studies,causal_policy,infectious_application,pubmed,exact_title,"""A cocoon immunisation strategy against pertussis for infants: does it make sense for Ontario?""[Title]",PMID:24524236,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-56,NS-CAUSAL-056,population_burden_and_control_metric_estimation,Population-burden and control-metric estimation studies,causal_policy,authoritative_candidate,pubmed,exact_title,"""Age and gender profiles of HIV infection burden and viraemia: novel metrics for HIV epidemic control in African populations with high antiretroviral therapy coverage""[Title]",PMID:40795077,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-57,NS-CAUSAL-057,population_burden_and_control_metric_estimation,Population-burden and control-metric estimation studies,causal_policy,infectious_application,pubmed,exact_title,"""Liver mortality attributable to chronic hepatitis C virus infection in Denmark and Scotland--using spontaneous resolvers as the benchmark comparator""[Title]",PMID:26773546,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-58,NS-CAUSAL-058,predictive_model_and_biomarker_development,Predictive-model and biomarker development studies,causal_policy,authoritative_candidate,pubmed,exact_title,"""Neutralization titer biomarker for antibody-mediated prevention of HIV-1 acquisition""[Title]",PMID:35995954,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-59,NS-CAUSAL-059,predictive_model_and_biomarker_development,Predictive-model and biomarker development studies,causal_policy,infectious_application,pubmed,exact_title,"""Association of Group B Streptococcus (GBS) Serum Serotype-Specific Anticapsular Immunoglobulin G Concentration and Risk Reduction for Invasive GBS Disease in South African Infants: An Observational Birth-Cohort, Matched Case-Control Study""[Title]",PMID:33341870,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-60,NS-CAUSAL-060,quantile_based_g_computation,Quantile-based g-computation for exposure mixtures,causal_policy,infectious_application,pubmed,exact_title,"""Associations between gastrointestinal infection and urinary phthalate metabolite concentrations in US children and adolescents from NHANES 2005-2016""[Title]",PMID:35972658,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-61,NS-CAUSAL-061,quantile_based_g_computation,Quantile-based g-computation for exposure mixtures,causal_policy,infectious_application,pubmed,exact_title,"""Multilayer factors associated with excess all-cause mortality during the omicron and non-omicron waves of the COVID-19 pandemic: time series analysis in 29 countries""[Title]",PMID:38308279,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-62,NS-CAUSAL-062,quasi_experimental_methods_overview,Quasi-experimental design overviews,causal_policy,authoritative_candidate,pubmed,exact_title,"""The Use of Quasi-experimental Designs for Vaccine Evaluation""[Title]",PMID:30346524,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-63,NS-CAUSAL-063,quasi_experimental_methods_overview,Quasi-experimental design overviews,causal_policy,guidance,pubmed,exact_title,"""Impact Evaluation of Coronavirus Disease 2019 Policy: A Guide to Common Design Issues""[Title]",PMID:34180960,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-64,NS-CAUSAL-064,randomized_controlled_trials,Randomized controlled trial designs,causal_policy,infectious_application,pubmed,exact_title,"""Outcomes after treatment of nonsevere gram-negative clinical mastitis with ceftiofur hydrochloride for 2 or 5 days compared with negative control""[Title]",PMID:37923203,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-65,NS-CAUSAL-065,regression_discontinuity,Regression discontinuity designs,causal_policy,authoritative_candidate,pubmed,exact_title,"""Regression discontinuity designs in epidemiology: causal inference without randomized trials""[Title]",PMID:25061922,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-66,NS-CAUSAL-066,regression_discontinuity,Regression discontinuity designs,causal_policy,infectious_application,pubmed,exact_title,"""Teacher training and HIV/AIDS prevention in West Africa: regression discontinuity design evidence from the Cameroon""[Title]",PMID:20731000,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-67,NS-CAUSAL-067,surveillance_risk_factor_analysis,Risk-factor analyses using surveillance data,causal_policy,diagnostic,pubmed,exact_title,"""The Prevalence and Risk for Herpes Zoster Infection in Adult Patients With Diabetes Mellitus in the Canadian Primary Care Sentinel Surveillance Network""[Title]",PMID:29395844,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-68,NS-CAUSAL-068,surveillance_risk_factor_analysis,Risk-factor analyses using surveillance data,causal_policy,infectious_application,pubmed,exact_title,"""Factors associated with tick bites and pathogen prevalence in ticks parasitizing humans in Georgia, USA""[Title]",PMID:26935205,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-69,NS-CAUSAL-069,causal_risk_and_intervention_studies,Risk-factor and intervention studies with reporting-bias implications,causal_policy,authoritative_candidate,pubmed,exact_title,"""Inference under superspreading: Determinants of SARS-CoV-2 transmission in Germany""[Title]",PMID:38422989,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-70,NS-CAUSAL-070,causal_risk_and_intervention_studies,Risk-factor and intervention studies with reporting-bias implications,causal_policy,infectious_application,pubmed,exact_title,"""Narcolepsy and hypersomnia in Norwegian children and young adults following the influenza A(H1N1) 2009 pandemic""[Title]",PMID:28302408,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-71,NS-CAUSAL-071,self_controlled_risk_interval,Self-controlled risk-interval design,causal_policy,authoritative_candidate,pubmed,exact_title,"""Applying two approaches to detect unmeasured confounding due to time-varying variables in a self-controlled risk interval design evaluating COVID-19 vaccine safety signals, using myocarditis as a case example""[Title]",PMID:38960670,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-72,NS-CAUSAL-072,self_controlled_risk_interval,Self-controlled risk-interval design,causal_policy,infectious_application,pubmed,exact_title,"""The Effect of COVID-19 Vaccination on Outpatient Antibiotic Prescribing in Older Adults: A Self-Controlled Risk-Interval Study""[Title]",PMID:38700036,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-73,NS-CAUSAL-073,sentinel_surveillance_causal_effect_estimation,Sentinel surveillance causal effect estimation,causal_policy,infectious_application,pubmed,exact_title,"""Assessment of population-level effect of Avahan, an HIV-prevention initiative in India""[Title]",PMID:21993161,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-74,NS-CAUSAL-074,sentinel_surveillance_effectiveness_risk_evaluation,Sentinel surveillance effectiveness and risk evaluation,causal_policy,infectious_application,pubmed,exact_title,"""Ecological analysis of the association between high-risk population parameters and HIV prevalence among pregnant women enrolled in sentinel surveillance in four Southern India states""[Title]",PMID:20167724,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-75,NS-CAUSAL-075,sentinel_surveillance_effectiveness_risk_evaluation,Sentinel surveillance effectiveness and risk evaluation,causal_policy,infectious_application,pubmed,exact_title,"""Factors associated with HIV virologic failure among patients on HAART for one year at three sentinel surveillance sites in China""[Title]",PMID:21361864,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-76,NS-CAUSAL-076,sentinel_intervention_effectiveness,Sentinel-based intervention effectiveness studies,causal_policy,infectious_application,pubmed,exact_title,"""Impact of the routine varicella vaccination programme on varicella epidemiology in Germany""[Title]",PMID:20394710,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-77,NS-CAUSAL-077,sentinel_intervention_effectiveness,Sentinel-based intervention effectiveness studies,causal_policy,infectious_application,pubmed,exact_title,"""Quadrivalent human papillomavirus vaccination and trends in genital warts in Australia: analysis of national sentinel surveillance data""[Title]",PMID:21067976,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-78,NS-CAUSAL-078,sexual_health_access_intervention_programs,Sexual-health access intervention programs,causal_policy,infectious_application,pubmed,exact_title,"""The Hawke's Bay Condom Card Scheme: a qualitative study of the views of service providers on increased, discreet access for youth to free condoms""[Title]",PMID:25712070,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-79,NS-CAUSAL-079,statistical_data_fusion_for_tail_probability_prediction,Statistical data fusion for tail-probability prediction,causal_policy,authoritative_candidate,pubmed,exact_title,"""Multivariate Tail Probabilities: Predicting Regional Pertussis Cases in Washington State""[Title]",PMID:34072055,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-80,NS-CAUSAL-080,statistical_data_fusion_estimation,Statistical data-fusion estimation,causal_policy,authoritative_candidate,pubmed,exact_title,"""Efficient Estimation under Data Fusion""[Title]",PMID:37982010,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-81,NS-CAUSAL-081,stepped_wedge_time_series_effectiveness,Stepped-wedge and time-series effectiveness evaluation,causal_policy,infectious_application,pubmed,exact_title,"""Effectiveness of Ultraviolet-C Disinfection on Hospital-Onset Gram-Negative Rod Bloodstream Infection: A Nationwide Stepped-Wedge Time-Series Analysis""[Title]",PMID:36124706,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-82,NS-CAUSAL-082,supervised_reemergence_detection,Supervised detection of disease reemergence,causal_policy,authoritative_candidate,pubmed,exact_title,"""Development of a Supervised Learning Algorithm for Detection of Potential Disease Reemergence: A Proof of Concept""[Title]",PMID:31433278,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-83,NS-CAUSAL-083,surrogate_endpoint_causal_roadmap,Surrogate-endpoint causal roadmap,causal_policy,authoritative_candidate,pubmed,exact_title,"""A surrogate endpoint-based provisional approval causal roadmap, illustrated by vaccine development""[Title]",PMID:40544344,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-84,NS-CAUSAL-084,synthetic_control,Synthetic control methods,causal_policy,authoritative_candidate,pubmed,exact_title,"""Challenges in Estimating the Impact of Vaccination with Sparse Data""[Title]",PMID:30334918,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-85,NS-CAUSAL-085,synthetic_control,Synthetic control methods,causal_policy,infectious_application,pubmed,exact_title,"""Effect of pneumococcal conjugate vaccine introduction on childhood pneumonia mortality in Brazil: a retrospective observational study""[Title]",PMID:30683242,task6-lineage-primary
SEARCH-20260722-LINEAGE-CAUSAL-86,NS-CAUSAL-086,target_trial_emulation,Target-trial emulation,causal_policy,authoritative_candidate,pubmed,exact_title,"""Effect Estimates in Randomized Trials and Observational Studies: Comparing Apples With Apples""[Title]",PMID:31063192,task6-lineage-primary
