query_id,named_source_id,method_label,canonical_name,family,source_role,source,query_variant,query,seed_candidate_keys,reviewer
SEARCH-20260721-LINEAGE-CAUSAL-10,NS-CAUSAL-010,causal_mediation_analysis,Causal mediation analysis,causal_policy,infectious_application,pubmed,title_first_author,Relationship[Title] AND Attendance[Title] AND Adolescent[Title] AND Prevention[Title] AND Stoner[Author],PMID:29847479,task6-lineage-title-author-v3-supplement
SEARCH-20260720-LINEAGE-CAUSAL-11,NS-CAUSAL-011,causal_methods_comparison_guidance,Causal-design comparison and reporting guidance,causal_policy,authoritative_candidate,pubmed,exact_title,Triangulating[Title] AND Instrumental[Title] AND Variable[Title] AND confounder[Title] AND adjustment[Title] AND difference[Title] AND methods[Title] AND comparative[Title] AND effectiveness[Title] AND research[Title] AND observational[Title] AND data[Title],PMID:41069648,task6-lineage-corrected-exact-title
SEARCH-20260720-LINEAGE-CAUSAL-12,NS-CAUSAL-012,clinical_early_warning_scores_and_biomarkers,Clinical early-warning scores and biomarkers,causal_policy,authoritative_candidate,pubmed,exact_title,targeted[Title] AND real[Title] AND time[Title] AND early[Title] AND warning[Title] AND score[Title] AND TREWScore[Title] AND septic[Title] AND shock[Title],PMID:26246167,task6-lineage-corrected-exact-title
SEARCH-20260720-LINEAGE-CAUSAL-13,NS-CAUSAL-013,clinical_early_warning_scores_and_biomarkers,Clinical early-warning scores and biomarkers,causal_policy,infectious_application,pubmed,exact_title,Early[Title] AND warning[Title] AND score[Title] AND dynamic[Title] AND marker[Title] AND severity[Title] AND prognosis[Title] AND patients[Title] AND Gram[Title] AND negative[Title] AND bacteraemia[Title] AND sepsis[Title],PMID:27071911,task6-lineage-corrected-exact-title
SEARCH-20260720-LINEAGE-CAUSAL-14,NS-CAUSAL-014,cluster_randomized_intervention_trials,Cluster-randomized intervention trial designs,causal_policy,infectious_application,pubmed,exact_title,impact[Title] AND removing[Title] AND financial[Title] AND incentives[Title] AND audit[Title] AND feedback[Title] AND chlamydia[Title] AND testing[Title] AND general[Title] AND practice[Title] AND cluster[Title] AND randomised[Title] AND controlled[Title] AND trial[Title] AND ACCEPt[Title] AND able[Title],PMID:34982767,task6-lineage-corrected-exact-title
SEARCH-20260720-LINEAGE-CAUSAL-15,NS-CAUSAL-015,cluster_randomized_intervention_trials,Cluster-randomized intervention trial designs,causal_policy,infectious_application,pubmed,exact_title,Multi[Title] AND faceted[Title] AND intervention[Title] AND improve[Title] AND management[Title] AND antibiotics[Title] AND children[Title] AND presenting[Title] AND primary[Title] AND care[Title] AND acute[Title] AND cough[Title] AND respiratory[Title] AND tract[Title] AND infection[Title] AND CHICO[Title] AND efficient[Title] AND cluster[Title] AND randomised[Title] AND controlled[Title] AND trial[Title],PMID:37100446,task6-lineage-corrected-exact-title
SEARCH-20260720-LINEAGE-CAUSAL-16,NS-CAUSAL-016,comparative_policy_impact_cohort,Comparative policy-impact cohort evaluation,causal_policy,infectious_application,pubmed,exact_title,impact[Title] AND primary[Title] AND health[Title] AND care[Title] AND AIDS[Title] AND incidence[Title] AND mortality[Title] AND cohort[Title] AND study[Title] AND 3[Title] AND 4[Title] AND million[Title] AND Brazilians[Title],PMID:38991004,task6-lineage-corrected-exact-title
SEARCH-20260720-LINEAGE-CAUSAL-17,NS-CAUSAL-017,comparative_screening_priority_risk_assessment,Comparative screening-priority risk assessment,causal_policy,infectious_application,pubmed,exact_title,Targeting[Title] AND TB[Title] AND MRSA[Title] AND Norwegian[Title] AND municipalities[Title] AND during[Title] AND refugee[Title] AND crisis[Title] AND 2015[Title] AND framework[Title] AND priority[Title] AND setting[Title] AND screening[Title],PMID:31552819,task6-lineage-corrected-exact-title
SEARCH-20260721-LINEAGE-CAUSAL-17,NS-CAUSAL-017,comparative_screening_priority_risk_assessment,Comparative screening-priority risk assessment,causal_policy,infectious_application,pubmed,title_first_author,municipalities[Title] AND Targeting[Title] AND Norwegian[Title] AND framework[Title] AND Danielsen[Author],PMID:31552819,task6-lineage-title-author-v3-supplement
SEARCH-20260720-LINEAGE-CAUSAL-18,NS-CAUSAL-018,controlled_interrupted_time_series,Controlled interrupted time series,causal_policy,authoritative_candidate,pubmed,exact_title,comparative[Title] AND interrupted[Title] AND time[Title] AND series[Title] AND design[Title] AND assessment[Title] AND diagnostic[Title] AND impact[Title] AND methodological[Title] AND considerations[Title] AND example[Title] AND using[Title] AND point[Title] AND care[Title] AND C[Title] AND reactive[Title] AND protein[Title] AND testing[Title],PMID:35232491,task6-lineage-corrected-exact-title
SEARCH-20260720-LINEAGE-CAUSAL-19,NS-CAUSAL-019,controlled_interrupted_time_series,Controlled interrupted time series,causal_policy,infectious_application,pubmed,exact_title,Reducing[Title] AND Clostridium[Title] AND difficile[Title] AND infection[Title] AND acute[Title] AND care[Title] AND using[Title] AND improvement[Title] AND collaborative[Title],PMID:20659985,task6-lineage-corrected-exact-title
SEARCH-20260720-LINEAGE-CAUSAL-20,NS-CAUSAL-020,counterfactual_policy_vaccination_impact,Counterfactual policy and vaccination impact models,causal_policy,authoritative_candidate,pubmed,exact_title,COVID[Title] AND 19[Title] AND underreporting[Title] AND its[Title] AND impact[Title] AND vaccination[Title] AND strategies[Title],PMID:34711190,task6-lineage-corrected-exact-title
SEARCH-20260721-LINEAGE-CAUSAL-20,NS-CAUSAL-020,counterfactual_policy_vaccination_impact,Counterfactual policy and vaccination impact models,causal_policy,authoritative_candidate,pubmed,title_first_author,underreporting[Title] AND vaccination[Title] AND strategies[Title] AND impact[Title] AND Albani[Author],PMID:34711190,task6-lineage-title-author-v3-supplement
SEARCH-20260720-LINEAGE-CAUSAL-21,NS-CAUSAL-021,counterfactual_policy_vaccination_impact,Counterfactual policy and vaccination impact models,causal_policy,infectious_application,pubmed,exact_title,Modelling[Title] AND impact[Title] AND extended[Title] AND vaccination[Title] AND strategies[Title] AND epidemiology[Title] AND pertussis[Title],PMID:22115361,task6-lineage-corrected-exact-title
SEARCH-20260720-LINEAGE-CAUSAL-22,NS-CAUSAL-022,covariate_adjusted_historical_control_borrowing,Covariate-adjusted historical-control borrowing,causal_policy,authoritative_candidate,pubmed,exact_title,Dynamic[Title] AND borrowing[Title] AND historical[Title] AND controls[Title] AND adjusting[Title] AND covariates[Title] AND vaccine[Title] AND efficacy[Title] AND clinical[Title] AND trials[Title],PMID:38591424,task6-lineage-corrected-exact-title
SEARCH-20260720-LINEAGE-CAUSAL-23,NS-CAUSAL-023,external_synthetic_control_arms,External synthetic control arms,causal_policy,infectious_application,pubmed,exact_title,Comparative[Title] AND effectiveness[Title] AND tocilizumab[Title] AND vs[Title] AND standard[Title] AND care[Title] AND patients[Title] AND severe[Title] AND COVID[Title] AND 19[Title] AND related[Title] AND pneumonia[Title] AND retrospective[Title] AND cohort[Title] AND study[Title] AND utilizing[Title] AND registry[Title] AND data[Title] AND synthetic[Title] AND control[Title],PMID:38049729,task6-lineage-corrected-exact-title
SEARCH-20260720-LINEAGE-CAUSAL-24,NS-CAUSAL-024,heterogeneity_robust_staggered_did,Heterogeneity-robust staggered difference-in-differences,causal_policy,infectious_application,pubmed,exact_title,Long[Title] AND Term[Title] AND Effectiveness[Title] AND Financial[Title] AND Incentives[Title] AND Not[Title] AND Prescribing[Title] AND Unnecessary[Title] AND Antibiotics[Title] AND Children[Title] AND Acute[Title] AND Respiratory[Title] AND Gastrointestinal[Title] AND Infections[Title] AND Japan[Title] AND s[Title] AND Nationwide[Title] AND Quasi[Title] AND Experimental[Title] AND Study[Title],PMID:39579079,task6-lineage-corrected-exact-title
SEARCH-20260720-LINEAGE-CAUSAL-25,NS-CAUSAL-025,population_size_estimation_hidden_populations,Hidden-population size estimation,causal_policy,authoritative_candidate,pubmed,exact_title,Bayesian[Title] AND approach[Title] AND synthesize[Title] AND estimates[Title] AND size[Title] AND hidden[Title] AND populations[Title] AND Anchored[Title] AND Multiplier[Title],PMID:29931067,task6-lineage-corrected-exact-title
SEARCH-20260720-LINEAGE-CAUSAL-26,NS-CAUSAL-026,population_size_estimation_hidden_populations,Hidden-population size estimation,causal_policy,infectious_application,pubmed,exact_title,Population[Title] AND Size[Title] AND Estimation[Title] AND Men[Title] AND Who[Title] AND Have[Title] AND Sex[Title] AND Tbilisi[Title] AND Georgia[Title] AND Multiple[Title] AND Methods[Title] AND Triangulation[Title] AND Findings[Title],PMID:26828366,task6-lineage-corrected-exact-title
SEARCH-20260721-LINEAGE-CAUSAL-26,NS-CAUSAL-026,population_size_estimation_hidden_populations,Hidden-population size estimation,causal_policy,infectious_application,pubmed,title_first_author,Triangulation[Title] AND Population[Title] AND Estimation[Title] AND Multiple[Title] AND Sulaberidze[Author],PMID:26828366,task6-lineage-title-author-v3-supplement
SEARCH-20260720-LINEAGE-CAUSAL-27,NS-CAUSAL-027,instrumental_variables,Instrumental-variable designs,causal_policy,authoritative_candidate,pubmed,exact_title,Physician[Title] AND s[Title] AND preference[Title] AND based[Title] AND instrumental[Title] AND variable[Title] AND analysis[Title] AND is[Title] AND it[Title] AND valid[Title] AND useful[Title] AND moderate[Title] AND sized[Title] AND study[Title],PMID:25051311,task6-lineage-corrected-exact-title
SEARCH-20260721-LINEAGE-CAUSAL-27,NS-CAUSAL-027,instrumental_variables,Instrumental-variable designs,causal_policy,authoritative_candidate,pubmed,title_first_author,instrumental[Title] AND preference[Title] AND Physician[Title] AND variable[Title] AND Boef[Author],PMID:25051311,task6-lineage-title-author-v3-supplement
SEARCH-20260720-LINEAGE-CAUSAL-28,NS-CAUSAL-028,instrumental_variables,Instrumental-variable designs,causal_policy,infectious_application,pubmed,exact_title,Analysis[Title] AND impact[Title] AND early[Title] AND surgery[Title] AND hospital[Title] AND mortality[Title] AND native[Title] AND valve[Title] AND endocarditis[Title] AND use[Title] AND propensity[Title] AND score[Title] AND instrumental[Title] AND variable[Title] AND methods[Title] AND adjust[Title] AND treatment[Title] AND selection[Title] AND bias[Title],PMID:20159831,task6-lineage-corrected-exact-title
SEARCH-20260720-LINEAGE-CAUSAL-29,NS-CAUSAL-029,integrated_public_health_intelligence_synthesis,Integrated public-health-intelligence synthesis,causal_policy,infectious_application,pubmed,exact_title,Integrating[Title] AND Global[Title] AND Public[Title] AND Health[Title] AND Intelligence[Title] AND Thematic[Title] AND Analysis[Title] AND WES[Title] AND Synthesis[Title] AND 2025[Title],PMID:42179337,task6-lineage-corrected-exact-title
SEARCH-20260720-LINEAGE-CAUSAL-30,NS-CAUSAL-030,interrupted_time_series,Interrupted time series and segmented regression,causal_policy,authoritative_candidate,pubmed,exact_title,Modelling[Title] AND interrupted[Title] AND time[Title] AND series[Title] AND evaluate[Title] AND prevention[Title] AND control[Title] AND infection[Title] AND healthcare[Title],PMID:22335933,task6-lineage-corrected-exact-title
SEARCH-20260720-LINEAGE-CAUSAL-31,NS-CAUSAL-031,interrupted_time_series,Interrupted time series and segmented regression,causal_policy,infectious_application,pubmed,exact_title,Impact[Title] AND intervention[Title] AND control[Title] AND Clostridium[Title] AND difficile[Title] AND infection[Title] AND hospital[Title] AND community[Title] AND onset[Title] AND disease[Title] AND interrupted[Title] AND time[Title] AND series[Title] AND analysis[Title],PMID:19832710,task6-lineage-corrected-exact-title
SEARCH-20260720-LINEAGE-CAUSAL-32,NS-CAUSAL-032,intervention_impact_evaluations,Intervention impact evaluations,causal_policy,infectious_application,pubmed,exact_title,Pneumococcal[Title] AND serotypes[Title] AND children[Title] AND 4[Title] AND European[Title] AND countries[Title],PMID:20735928,task6-lineage-corrected-exact-title
SEARCH-20260720-LINEAGE-CAUSAL-33,NS-CAUSAL-033,intervention_impact_evaluations,Intervention impact evaluations,causal_policy,infectious_application,pubmed,exact_title,Impact[Title] AND conjugate[Title] AND 7[Title] AND valent[Title] AND vaccination[Title] AND Belgium[Title] AND addressing[Title] AND methodological[Title] AND challenges[Title],PMID:21342667,task6-lineage-corrected-exact-title
SEARCH-20260720-LINEAGE-CAUSAL-34,NS-CAUSAL-034,difference_in_differences_event_study,Legacy difference-in-differences and event-study designs,causal_policy,authoritative_candidate,pubmed,exact_title,Relationship[Title] AND between[Title] AND changing[Title] AND malaria[Title] AND burden[Title] AND low[Title] AND birth[Title] AND weight[Title] AND sub[Title] AND Saharan[Title] AND Africa[Title] AND difference[Title] AND differences[Title] AND study[Title] AND via[Title] AND pair[Title] AND pairs[Title] AND approach[Title],PMID:34259625,task6-lineage-corrected-exact-title
SEARCH-20260721-LINEAGE-CAUSAL-34,NS-CAUSAL-034,difference_in_differences_event_study,Legacy difference-in-differences and event-study designs,causal_policy,authoritative_candidate,pubmed,title_first_author,Relationship[Title] AND differences[Title] AND difference[Title] AND changing[Title] AND Heng[Author],PMID:34259625,task6-lineage-title-author-v3-supplement
SEARCH-20260720-LINEAGE-CAUSAL-35,NS-CAUSAL-035,difference_in_differences_event_study,Legacy difference-in-differences and event-study designs,causal_policy,infectious_application,pubmed,exact_title,Do[Title] AND parental[Title] AND involvement[Title] AND laws[Title] AND deter[Title] AND risky[Title] AND teen[Title] AND sex[Title],PMID:23892483,task6-lineage-corrected-exact-title
SEARCH-20260721-LINEAGE-CAUSAL-35,NS-CAUSAL-035,difference_in_differences_event_study,Legacy difference-in-differences and event-study designs,causal_policy,infectious_application,pubmed,title_first_author,involvement[Title] AND parental[Title] AND deter[Title] AND risky[Title] AND Colman[Author],PMID:23892483,task6-lineage-title-author-v3-supplement
SEARCH-20260720-LINEAGE-CAUSAL-36,NS-CAUSAL-036,marginal_structural_models,Marginal structural models and inverse-probability weighting,causal_policy,authoritative_candidate,pubmed,exact_title,Using[Title] AND marginal[Title] AND structural[Title] AND measurement[Title] AND error[Title] AND models[Title] AND estimate[Title] AND long[Title] AND term[Title] AND effect[Title] AND antiretroviral[Title] AND therapy[Title] AND incident[Title] AND AIDS[Title] AND death[Title],PMID:19934191,task6-lineage-corrected-exact-title
SEARCH-20260720-LINEAGE-CAUSAL-37,NS-CAUSAL-037,marginal_structural_models,Marginal structural models and inverse-probability weighting,causal_policy,authoritative_candidate,pubmed,exact_title,information[Title] AND criterion[Title] AND marginal[Title] AND structural[Title] AND models[Title],PMID:22972662,task6-lineage-corrected-exact-title
SEARCH-20260720-LINEAGE-CAUSAL-38,NS-CAUSAL-038,multisource_epidemic_risk_framework,Multi-source epidemic-risk assessment framework,causal_policy,authoritative_candidate,pubmed,exact_title,Big[Title] AND Data[Title] AND FRAM[Title] AND Based[Title] AND Model[Title] AND Epidemic[Title] AND Risk[Title] AND Analysis[Title] AND Infectious[Title] AND Diseases[Title],PMID:39224172,task6-lineage-corrected-exact-title
SEARCH-20260720-LINEAGE-CAUSAL-39,NS-CAUSAL-039,multisource_ml_risk_assessment,Multi-source machine-learning risk assessment,causal_policy,authoritative_candidate,pubmed,exact_title,Machine[Title] AND Learning[Title] AND Framework[Title] AND Meat[Title] AND Safety[Title] AND Risk[Title] AND Assessment[Title] AND Cross[Title] AND Domain[Title] AND Data[Title] AND Fusion[Title],PMID:42092440,task6-lineage-corrected-exact-title
SEARCH-20260720-LINEAGE-CAUSAL-40,NS-CAUSAL-040,multimodal_ml_disease_diagnosis,Multimodal machine-learning disease diagnosis,causal_policy,authoritative_candidate,pubmed,exact_title,iCovidCare[Title] AND Intelligent[Title] AND health[Title] AND monitoring[Title] AND framework[Title] AND COVID[Title] AND 19[Title] AND using[Title] AND ensemble[Title] AND random[Title] AND forest[Title] AND edge[Title] AND networks[Title],PMID:38620813,task6-lineage-corrected-exact-title
SEARCH-20260720-LINEAGE-CAUSAL-41,NS-CAUSAL-041,multimodal_ml_disease_diagnosis,Multimodal machine-learning disease diagnosis,causal_policy,diagnostic,pubmed,exact_title,Construction[Title] AND effectiveness[Title] AND test[Title] AND multimodal[Title] AND data[Title] AND fusion[Title] AND prediction[Title] AND model[Title] AND intracranial[Title] AND infection[Title] AND after[Title] AND severe[Title] AND craniocerebral[Title] AND injury[Title] AND children[Title] AND based[Title] AND deep[Title] AND learning[Title],PMID:41272576,task6-lineage-corrected-exact-title
SEARCH-20260720-LINEAGE-CAUSAL-42,NS-CAUSAL-042,negative_controls,Negative-control designs,causal_policy,authoritative_candidate,pubmed,exact_title,Characterizing[Title] AND vaccine[Title] AND associated[Title] AND risks[Title] AND using[Title] AND cubic[Title] AND smoothing[Title] AND splines[Title],PMID:23100246,task6-lineage-corrected-exact-title
SEARCH-20260720-LINEAGE-CAUSAL-43,NS-CAUSAL-043,negative_controls,Negative-control designs,causal_policy,infectious_application,pubmed,exact_title,Upgrading[Title] AND piped[Title] AND water[Title] AND supply[Title] AND intermittent[Title] AND continuous[Title] AND delivery[Title] AND association[Title] AND waterborne[Title] AND illness[Title] AND matched[Title] AND cohort[Title] AND study[Title] AND urban[Title] AND India[Title],PMID:26505897,task6-lineage-corrected-exact-title
SEARCH-20260720-LINEAGE-CAUSAL-44,NS-CAUSAL-044,nlp_policy_and_literature_mapping,NLP-based policy and literature mapping,causal_policy,authoritative_candidate,pubmed,exact_title,Progress[Title] AND gaps[Title] AND antimicrobial[Title] AND resistance[Title] AND research[Title] AND within[Title] AND One[Title] AND Health[Title] AND sectors[Title] AND China[Title] AND systematic[Title] AND analysis[Title],PMID:40681821,task6-lineage-corrected-exact-title
SEARCH-20260721-LINEAGE-CAUSAL-44,NS-CAUSAL-044,nlp_policy_and_literature_mapping,NLP-based policy and literature mapping,causal_policy,authoritative_candidate,pubmed,title_first_author,antimicrobial[Title] AND resistance[Title] AND systematic[Title] AND Progress[Title] AND Chen[Author],PMID:40681821,task6-lineage-title-author-v3-supplement
SEARCH-20260720-LINEAGE-CAUSAL-45,NS-CAUSAL-045,observational_effect_estimation_studies,Observational effect-estimation studies,causal_policy,authoritative_candidate,pubmed,exact_title,Identifiability[Title] AND Estimation[Title] AND Under[Title] AND Test[Title] AND negative[Title] AND Design[Title] AND Population[Title] AND Controls[Title] AND Goal[Title] AND Identifying[Title] AND Risk[Title] AND Preventive[Title] AND Factors[Title] AND SARS[Title] AND CoV[Title] AND 2[Title] AND Infection[Title],PMID:34183531,task6-lineage-corrected-exact-title
SEARCH-20260720-LINEAGE-CAUSAL-46,NS-CAUSAL-046,observational_effect_estimation_studies,Observational effect-estimation studies,causal_policy,infectious_application,pubmed,exact_title,Risk[Title] AND surgical[Title] AND site[Title] AND infection[Title] AND acute[Title] AND kidney[Title] AND injury[Title] AND Clostridium[Title] AND difficile[Title] AND following[Title] AND antibiotic[Title] AND prophylaxis[Title] AND vancomycin[Title] AND plus[Title] AND beta[Title] AND lactam[Title] AND versus[Title] AND either[Title] AND drug[Title] AND alone[Title] AND national[Title] AND propensity[Title] AND score[Title] AND adjusted[Title] AND retrospective[Title] AND cohort[Title] AND study[Title],PMID:28692690,task6-lineage-corrected-exact-title
SEARCH-20260721-LINEAGE-CAUSAL-46,NS-CAUSAL-046,observational_effect_estimation_studies,Observational effect-estimation studies,causal_policy,infectious_application,pubmed,title_first_author,retrospective[Title] AND Clostridium[Title] AND prophylaxis[Title] AND antibiotic[Title] AND Elliman[Author],PMID:28692690,task6-lineage-title-author-v3-supplement
SEARCH-20260720-LINEAGE-CAUSAL-47,NS-CAUSAL-047,time_to_event_cohort_studies,Observational time-to-event cohort designs,causal_policy,infectious_application,pubmed,exact_title,Social[Title] AND determinants[Title] AND adult[Title] AND COVID[Title] AND 19[Title] AND vaccine[Title] AND acceptance[Title] AND uptake[Title] AND Brazilian[Title] AND urban[Title] AND informal[Title] AND community[Title] AND longitudinal[Title] AND time[Title] AND event[Title] AND study[Title],PMID:38076979,task6-lineage-corrected-exact-title
SEARCH-20260720-LINEAGE-CAUSAL-48,NS-CAUSAL-048,time_to_event_cohort_studies,Observational time-to-event cohort designs,causal_policy,infectious_application,pubmed,exact_title,Long[Title] AND term[Title] AND Cardiovascular[Title] AND Cerebrovascular[Title] AND Other[Title] AND Thrombotic[Title] AND Complications[Title] AND COVID[Title] AND 19[Title] AND Survivors[Title] AND Retrospective[Title] AND Cohort[Title] AND Study[Title],PMID:37746872,task6-lineage-corrected-exact-title
SEARCH-20260720-LINEAGE-CAUSAL-49,NS-CAUSAL-049,quasi_experimental_policy_evaluation,Other quasi-experimental policy-evaluation designs,causal_policy,infectious_application,pubmed,exact_title,Impact[Title] AND health[Title] AND insurance[Title] AND coverage[Title] AND Helicobacter[Title] AND pylori[Title] AND gastritis[Title] AND trends[Title] AND eradication[Title] AND therapy[Title] AND Japan[Title] AND retrospective[Title] AND observational[Title] AND study[Title] AND simulation[Title] AND based[Title] AND real[Title] AND world[Title] AND data[Title],PMID:28760790,task6-lineage-corrected-exact-title
SEARCH-20260720-LINEAGE-CAUSAL-50,NS-CAUSAL-050,quasi_experimental_policy_evaluation,Other quasi-experimental policy-evaluation designs,causal_policy,infectious_application,pubmed,exact_title,2016[Title] AND California[Title] AND policy[Title] AND eliminate[Title] AND nonmedical[Title] AND vaccine[Title] AND exemptions[Title] AND changes[Title] AND coverage[Title] AND empirical[Title] AND analysis[Title],PMID:31869328,task6-lineage-corrected-exact-title
SEARCH-20260720-LINEAGE-CAUSAL-51,NS-CAUSAL-051,parametric_g_formula,Parametric g-formula and g-computation,causal_policy,authoritative_candidate,pubmed,exact_title,parametric[Title] AND g[Title] AND formula[Title] AND estimate[Title] AND effect[Title] AND highly[Title] AND active[Title] AND antiretroviral[Title] AND therapy[Title] AND incident[Title] AND AIDS[Title] AND death[Title],PMID:22495733,task6-lineage-corrected-exact-title
SEARCH-20260720-LINEAGE-CAUSAL-52,NS-CAUSAL-052,parametric_g_formula,Parametric g-formula and g-computation,causal_policy,infectious_application,pubmed,exact_title,When[Title] AND start[Title] AND antiretroviral[Title] AND therapy[Title] AND children[Title] AND aged[Title] AND 2[Title] AND 5[Title] AND years[Title] AND collaborative[Title] AND causal[Title] AND modelling[Title] AND analysis[Title] AND cohort[Title] AND studies[Title] AND southern[Title] AND Africa[Title],PMID:24260029,task6-lineage-corrected-exact-title
