candidate_key,query_id,named_source_id,candidate_rank,pmid,doi,title,year,journal,authors,source_url,raw_path,raw_sha256
PMID:29847479,SEARCH-20260721-LINEAGE-CAUSAL-10,NS-CAUSAL-010,1,29847479,10.1097/qai.0000000000001766,Does Partner Selection Mediate the Relationship Between School Attendance and HIV/Herpes Simplex Virus-2 Among Adolescent Girls and Young Women in South Africa: An Analysis of HIV Prevention Trials Network 068 Data.,2018,Journal of acquired immune deficiency syndromes (1999),Marie C D Stoner; Jessie K Edwards; William C Miller; Allison E Aiello; Carolyn T Halpern; Aimée Julien; Katherine B Rucinski; Amanda Selin; Rhian Twine; James P Hughes; Jing Wang; Yaw Agyei; Francesc Xavier Gómez-Olivé; Ryan G Wagner; Oliver Laeyendecker; Catherine Macphail; Kathleen Kahn; Audrey Pettifor,https://pubmed.ncbi.nlm.nih.gov/29847479/,raw/SEARCH-20260721-LINEAGE-CAUSAL-10.efetch.000000000-000000000.xml,1fd3624f114dc356597dcf1a2954282dd3b8fad1e7ca8157f8d2cff4ca7834b0
PMID:41069648,SEARCH-20260720-LINEAGE-CAUSAL-11,NS-CAUSAL-011,1,41069648,10.12688/wellcomeopenres.22955.2,"Triangulating Instrumental Variable, confounder adjustment and difference-in-difference methods for comparative effectiveness research in observational data.",2025,Wellcome open research,Laura M Güdemann; John M Dennis; Andrew P McGovern; Lauren R Rodgers; Beverley M Shields; William Henley; Jack Bowden; MASTERMIND consortium,https://pubmed.ncbi.nlm.nih.gov/41069648/,raw/SEARCH-20260720-LINEAGE-CAUSAL-11.efetch.000000000-000000000.xml,d93ce9803c0876d0c9d2913dc8486f2fca8aacd1870669bb5a247cd193f558f3
PMID:26246167,SEARCH-20260720-LINEAGE-CAUSAL-12,NS-CAUSAL-012,1,26246167,10.1126/scitranslmed.aab3719,A targeted real-time early warning score (TREWScore) for septic shock.,2015,Science translational medicine,Katharine E Henry; David N Hager; Peter J Pronovost; Suchi Saria,https://pubmed.ncbi.nlm.nih.gov/26246167/,raw/SEARCH-20260720-LINEAGE-CAUSAL-12.efetch.000000000-000000000.xml,1af91e33e262d1b99aa981516b651c5b71243d2b88a58eb655feb535332f5424
PMID:27071911,SEARCH-20260720-LINEAGE-CAUSAL-13,NS-CAUSAL-013,1,27071911,10.1186/s12941-016-0139-z,Early warning score: a dynamic marker of severity and prognosis in patients with Gram-negative bacteraemia and sepsis.,2016,Annals of clinical microbiology and antimicrobials,Mahableshwar Albur; Fergus Hamilton; Alasdair P MacGowan,https://pubmed.ncbi.nlm.nih.gov/27071911/,raw/SEARCH-20260720-LINEAGE-CAUSAL-13.efetch.000000000-000000000.xml,5ae943f470df0c166d3b42437c22314a708f568c878c949853c6d8a76b4bb821
PMID:34982767,SEARCH-20260720-LINEAGE-CAUSAL-14,NS-CAUSAL-014,1,34982767,10.1371/journal.pmed.1003858,The impact of removing financial incentives and/or audit and feedback on chlamydia testing in general practice: A cluster randomised controlled trial (ACCEPt-able).,2022,PLoS medicine,Jane S Hocking; Anna Wood; Meredith Temple-Smith; Sabine Braat; Matthew Law; Liliana Bulfone; Callum Jones; Mieke van Driel; Christopher K Fairley; Basil Donovan; Rebecca Guy; Nicola Low; John Kaldor; Jane Gunn,https://pubmed.ncbi.nlm.nih.gov/34982767/,raw/SEARCH-20260720-LINEAGE-CAUSAL-14.efetch.000000000-000000000.xml,6621ce10d6093e323de7b4a3c99c9c3c88c1b4fd1edfa08d689752dd7f47902b
PMID:37100446,SEARCH-20260720-LINEAGE-CAUSAL-15,NS-CAUSAL-015,1,37100446,10.1136/bmj-2022-072488,Multi-faceted intervention to improve management of antibiotics for children presenting to primary care with acute cough and respiratory tract infection (CHICO): efficient cluster randomised controlled trial.,2023,BMJ (Clinical research ed.),Peter S Blair; Grace Young; Clare Clement; P Dixon; Penny Seume; Jenny Ingram; Jodi Taylor; Christie Cabral; Patricia J Lucas; Elizabeth Beech; Jeremy Horwood; Martin Gulliford; Nick A Francis; Sam Creavin; Janet A Lane; Scott Bevan; Alastair D Hay,https://pubmed.ncbi.nlm.nih.gov/37100446/,raw/SEARCH-20260720-LINEAGE-CAUSAL-15.efetch.000000000-000000000.xml,92e5722a59e7cc24d94417e2cc1a522e05a159a4a15786f943b4a874b84377a0
PMID:38991004,SEARCH-20260720-LINEAGE-CAUSAL-16,NS-CAUSAL-016,1,38991004,10.1371/journal.pmed.1004302,The impact of primary health care on AIDS incidence and mortality: A cohort study of 3.4 million Brazilians.,2024,PLoS medicine,Priscila F P S Pinto; James Macinko; Andréa F Silva; Iracema Lua; Gabriela Jesus; Laio Magno; Carlos A S Teles Santos; Maria Yury Ichihara; Mauricio L Barreto; Corrina Moucheraud; Luis E Souza; Inês Dourado; Davide Rasella,https://pubmed.ncbi.nlm.nih.gov/38991004/,raw/SEARCH-20260720-LINEAGE-CAUSAL-16.efetch.000000000-000000000.xml,7b2747b8b139444a6acf3c1b76328d1aeb6fadca7ec77e7c72924eddb1aead93
PMID:31552819,SEARCH-20260721-LINEAGE-CAUSAL-17,NS-CAUSAL-017,1,31552819,10.2807/1560-7917.es.2019.24.38.1800676,Targeting TB or MRSA in Norwegian municipalities during 'the refugee crisis' of 2015: a framework for priority setting in screening.,2019,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin,Anders Skyrud Danielsen; Petter Elstrøm; Trude Margrete Arnesen; Unni Gopinathan; Oliver Kacelnik,https://pubmed.ncbi.nlm.nih.gov/31552819/,raw/SEARCH-20260721-LINEAGE-CAUSAL-17.efetch.000000000-000000000.xml,4aba54a75bc7f49d935e9472a4bed829a86779b8b2c4805fa6605c5f5e2af564
PMID:35232491,SEARCH-20260720-LINEAGE-CAUSAL-18,NS-CAUSAL-018,1,35232491,10.1186/s41512-022-00118-w,The comparative interrupted time series design for assessment of diagnostic impact: methodological considerations and an example using point-of-care C-reactive protein testing.,2022,Diagnostic and prognostic research,Thomas R Fanshawe; Philip J Turner; Marjorie M Gillespie; Gail N Hayward,https://pubmed.ncbi.nlm.nih.gov/35232491/,raw/SEARCH-20260720-LINEAGE-CAUSAL-18.efetch.000000000-000000000.xml,18cee7a9024ed3c0f4b64603243b808b59a77069da1f8cf0d44d7a9974c76a19
PMID:20659985,SEARCH-20260720-LINEAGE-CAUSAL-19,NS-CAUSAL-019,1,20659985,10.1136/bmj.c3359,Reducing Clostridium difficile infection in acute care by using an improvement collaborative.,2010,BMJ (Clinical research ed.),Maxine Power; Neil Wigglesworth; Emma Donaldson; Paul Chadwick; Stephen Gillibrand; Donald Goldmann,https://pubmed.ncbi.nlm.nih.gov/20659985/,raw/SEARCH-20260720-LINEAGE-CAUSAL-19.efetch.000000000-000000000.xml,3ce2c8d0353a8fe53a009a0cf5a6f074c6a26e7dc99a222868480a8760000029
PMID:34711190,SEARCH-20260721-LINEAGE-CAUSAL-20,NS-CAUSAL-020,1,34711190,10.1186/s12879-021-06780-7,COVID-19 underreporting and its impact on vaccination strategies.,2021,BMC infectious diseases,Vinicius Albani; Jennifer Loria; Eduardo Massad; Jorge Zubelli,https://pubmed.ncbi.nlm.nih.gov/34711190/,raw/SEARCH-20260721-LINEAGE-CAUSAL-20.efetch.000000000-000000000.xml,514cb145f0e05548452c2925c5179704cf55af0c1a58e9c6104dd872506779b0
PMID:22115361,SEARCH-20260720-LINEAGE-CAUSAL-21,NS-CAUSAL-021,1,22115361,10.1017/s0950268811002354,Modelling the impact of extended vaccination strategies on the epidemiology of pertussis.,2012,Epidemiology and infection,M H Rozenbaum; R De Vries; H H LE; M J Postma,https://pubmed.ncbi.nlm.nih.gov/22115361/,raw/SEARCH-20260720-LINEAGE-CAUSAL-21.efetch.000000000-000000000.xml,481e74c9e2cc822b1e39773eeffb9b9feeeb9c6031416d5445a9e7629edaffbc
PMID:38591424,SEARCH-20260720-LINEAGE-CAUSAL-22,NS-CAUSAL-022,1,38591424,10.1002/pst.2384,Dynamic borrowing of historical controls adjusting for covariates in vaccine efficacy clinical trials.,2024,Pharmaceutical statistics,Andrea Callegaro; Yongyi Luo; Naveen Karkada; Toufik Zahaf,https://pubmed.ncbi.nlm.nih.gov/38591424/,raw/SEARCH-20260720-LINEAGE-CAUSAL-22.efetch.000000000-000000000.xml,8841fe4290bcaa1fec5c4441d75724f3c5e993d484d339a753aaebfb95de0c18
PMID:38049729,SEARCH-20260720-LINEAGE-CAUSAL-23,NS-CAUSAL-023,1,38049729,10.1186/s12879-023-08840-6,Comparative effectiveness of tocilizumab vs standard care in patients with severe COVID-19-related pneumonia: a retrospective cohort study utilizing registry data as a synthetic control.,2023,BMC infectious diseases,Yukari Uemura; Ryoto Ozaki; Tomohiro Shinozaki; Hiroshi Ohtsu; Yousuke Shimizu; Kazuo Izumi; Sho Saito; Nobuaki Matsunaga; Norio Ohmagari,https://pubmed.ncbi.nlm.nih.gov/38049729/,raw/SEARCH-20260720-LINEAGE-CAUSAL-23.efetch.000000000-000000000.xml,8454c2b97078c538332ed2513fcacc6fc6ba379d914bc504ad805c6b2ec484b7
PMID:39579079,SEARCH-20260720-LINEAGE-CAUSAL-24,NS-CAUSAL-024,1,39579079,10.1093/cid/ciae577,Long-Term Effectiveness of Financial Incentives for Not Prescribing Unnecessary Antibiotics to Children With Acute Respiratory and Gastrointestinal Infections: Japan's Nationwide Quasi-Experimental Study.,2025,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,Yusuke Okubo; Kazuhiro Uda; Isao Miyairi,https://pubmed.ncbi.nlm.nih.gov/39579079/,raw/SEARCH-20260720-LINEAGE-CAUSAL-24.efetch.000000000-000000000.xml,d34852daec856aac63e9addccfbda29e96b128629704bbb0cfbe5a57c39ed857
PMID:29931067,SEARCH-20260720-LINEAGE-CAUSAL-25,NS-CAUSAL-025,1,29931067,10.1093/ije/dyy132,A Bayesian approach to synthesize estimates of the size of hidden populations: the Anchored Multiplier.,2018,International journal of epidemiology,Paul D Wesson; Ali Mirzazadeh; Willi McFarland,https://pubmed.ncbi.nlm.nih.gov/29931067/,raw/SEARCH-20260720-LINEAGE-CAUSAL-25.efetch.000000000-000000000.xml,b0e51348765b306e3234bf08be75f1bea4a4c965161041c879574ce6a7d31c30
PMID:26828366,SEARCH-20260721-LINEAGE-CAUSAL-26,NS-CAUSAL-026,1,26828366,10.1371/journal.pone.0147413,"Population Size Estimation of Men Who Have Sex with Men in Tbilisi, Georgia; Multiple Methods and Triangulation of Findings.",2016,PloS one,Lela Sulaberidze; Ali Mirzazadeh; Ivdity Chikovani; Natia Shengelia; Nino Tsereteli; George Gotsadze,https://pubmed.ncbi.nlm.nih.gov/26828366/,raw/SEARCH-20260721-LINEAGE-CAUSAL-26.efetch.000000000-000000000.xml,514eed17461888c9d9945db1d98d74fc916724bd0727b03916efc84e5ad89a1a
PMID:26605813,SEARCH-20260721-LINEAGE-CAUSAL-27,NS-CAUSAL-027,1,26605813,10.1097/ede.0000000000000425,Physician's Prescribing Preference as an Instrumental Variable: Exploring Assumptions Using Survey Data.,2016,"Epidemiology (Cambridge, Mass.)",Anna G C Boef; Saskia le Cessie; Olaf M Dekkers; Peter Frey; Patricia M Kearney; Ngaire Kerse; Christian D Mallen; Vera J C McCarthy; Simon P Mooijaart; Christiane Muth; Nicolas Rodondi; Thomas Rosemann; Audrey Russell; Henk Schers; Vanessa Virgini; Margot W M de Waal; Alex Warner; Jacobijn Gussekloo; Wendy P J den Elzen,https://pubmed.ncbi.nlm.nih.gov/26605813/,raw/SEARCH-20260721-LINEAGE-CAUSAL-27.efetch.000000000-000000001.xml,1d8ba2edc5f91170cb21d4f1dba5eb75074721d8e1b8981619ffe9e4d8a389af
PMID:25051311,SEARCH-20260721-LINEAGE-CAUSAL-27,NS-CAUSAL-027,2,25051311,10.1097/ede.0000000000000151,Physician's preference-based instrumental variable analysis: is it valid and useful in a moderate-sized study?,2014,"Epidemiology (Cambridge, Mass.)",Anna G C Boef; Judith van Paassen; M Sesmu Arbous; Arno Middelkoop; Jan P Vandenbroucke; Saskia le Cessie; Olaf M Dekkers,https://pubmed.ncbi.nlm.nih.gov/25051311/,raw/SEARCH-20260721-LINEAGE-CAUSAL-27.efetch.000000000-000000001.xml,1d8ba2edc5f91170cb21d4f1dba5eb75074721d8e1b8981619ffe9e4d8a389af
PMID:20159831,SEARCH-20260720-LINEAGE-CAUSAL-28,NS-CAUSAL-028,1,20159831,10.1161/circulationaha.109.864488,Analysis of the impact of early surgery on in-hospital mortality of native valve endocarditis: use of propensity score and instrumental variable methods to adjust for treatment-selection bias.,2010,Circulation,Tahaniyat Lalani; Christopher H Cabell; Daniel K Benjamin; Ovidiu Lasca; Christoph Naber; Vance G Fowler; G Ralph Corey; Vivian H Chu; Michael Fenely; Orathai Pachirat; Ru-San Tan; Richard Watkin; Adina Ionac; Asuncion Moreno; Carlos A Mestres; José Casabé; Natalia Chipigina; Damon P Eisen; Denis Spelman; Francois Delahaye; Gail Peterson; Lars Olaison; Andrew Wang; International Collaboration on Endocarditis-Prospective Cohort Study (ICE-PCS) Investigators,https://pubmed.ncbi.nlm.nih.gov/20159831/,raw/SEARCH-20260720-LINEAGE-CAUSAL-28.efetch.000000000-000000000.xml,dfcd9a805b76e595c3c57adc242ca8d5835f80038ee1b83173ee598213823603
PMID:42179337,SEARCH-20260720-LINEAGE-CAUSAL-29,NS-CAUSAL-029,1,42179337,,Integrating Global Public Health Intelligence - Thematic Analysis from WES Synthesis 2025.,2026,Irish medical journal,K I Quintyne; R Parlour; M Williams; C Gilbourne; K Andersen; Z McCrystal,https://pubmed.ncbi.nlm.nih.gov/42179337/,raw/SEARCH-20260720-LINEAGE-CAUSAL-29.efetch.000000000-000000000.xml,220560f9ab862cbf6fe223444495371f6d40ab4b424f19c26e3a8c67b55b39e7
PMID:22335933,SEARCH-20260720-LINEAGE-CAUSAL-30,NS-CAUSAL-030,1,22335933,10.1017/s0950268812000179,Modelling interrupted time series to evaluate prevention and control of infection in healthcare.,2012,Epidemiology and infection,V Gebski; K Ellingson; J Edwards; J Jernigan; D Kleinbaum,https://pubmed.ncbi.nlm.nih.gov/22335933/,raw/SEARCH-20260720-LINEAGE-CAUSAL-30.efetch.000000000-000000000.xml,2a421aab18b7da1225814d5fbf3f08df011cf1e3800203fdd445d0e30489e557
PMID:19832710,SEARCH-20260720-LINEAGE-CAUSAL-31,NS-CAUSAL-031,1,19832710,10.1111/j.1469-0691.2009.03077.x,Impact of an intervention to control Clostridium difficile infection on hospital- and community-onset disease; an interrupted time series analysis.,2010,Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases,J Price; E Cheek; S Lippett; M Cubbon; D N Gerding; S P Sambol; D M Citron; M Llewelyn,https://pubmed.ncbi.nlm.nih.gov/19832710/,raw/SEARCH-20260720-LINEAGE-CAUSAL-31.efetch.000000000-000000000.xml,4e4df83daa671fde8dd86da004458b706cfc43eeb3af64d321c8be6ac09acc0b
PMID:20735928,SEARCH-20260720-LINEAGE-CAUSAL-32,NS-CAUSAL-032,1,20735928,10.3201/eid1609.100102,Pneumococcal serotypes in children in 4 European countries.,2010,Emerging infectious diseases,Germaine Hanquet; Esther Kissling; Asuncion Fenoll; Robert George; Agnes Lepoutre; Tinne Lernout; David Tarragó; Emmanuelle Varon; Jan Verhaegen,https://pubmed.ncbi.nlm.nih.gov/20735928/,raw/SEARCH-20260720-LINEAGE-CAUSAL-32.efetch.000000000-000000000.xml,675dee45eb7821ae0f2ff796dc5dfdf7e6c6373e689c2f202af153d35a425b7b
PMID:21342667,SEARCH-20260720-LINEAGE-CAUSAL-33,NS-CAUSAL-033,1,21342667,10.1016/j.vaccine.2011.02.016,Impact of conjugate 7-valent vaccination in Belgium: addressing methodological challenges.,2011,Vaccine,Germaine Hanquet; Tinne Lernout; Anne Vergison; Jan Verhaegen; Esther Kissling; David Tuerlinckx; Anne Malfroot; Béatrice Swennen; Martine Sabbe; Belgian IPD Scientific Committee,https://pubmed.ncbi.nlm.nih.gov/21342667/,raw/SEARCH-20260720-LINEAGE-CAUSAL-33.efetch.000000000-000000000.xml,bc73e8b600e1cadc05228bfbb6bf0d805ec246eb149ba209b9678a8c2b8eccbe
PMID:34259625,SEARCH-20260721-LINEAGE-CAUSAL-34,NS-CAUSAL-034,1,34259625,10.7554/elife.65133,Relationship between changing malaria burden and low birth weight in sub-Saharan Africa: A difference-in-differences study via a pair-of-pairs approach.,2021,eLife,Siyu Heng; Wendy P O'Meara; Ryan A Simmons; Dylan S Small,https://pubmed.ncbi.nlm.nih.gov/34259625/,raw/SEARCH-20260721-LINEAGE-CAUSAL-34.efetch.000000000-000000000.xml,ef32c83e64746d18fd514334fe38f8a8e7bb039cca41399f019fe3a139ee5a66
PMID:23892483,SEARCH-20260721-LINEAGE-CAUSAL-35,NS-CAUSAL-035,1,23892483,10.1016/j.jhealeco.2013.06.003,Do parental involvement laws deter risky teen sex?,2013,Journal of health economics,Silvie Colman; Thomas S Dee; Ted Joyce,https://pubmed.ncbi.nlm.nih.gov/23892483/,raw/SEARCH-20260721-LINEAGE-CAUSAL-35.efetch.000000000-000000000.xml,c7e92b29e1c9e94709caf0c90b5c23781f1389406256b01cf8abd70c37d94f73
PMID:19934191,SEARCH-20260720-LINEAGE-CAUSAL-36,NS-CAUSAL-036,1,19934191,10.1093/aje/kwp329,Using marginal structural measurement-error models to estimate the long-term effect of antiretroviral therapy on incident AIDS or death.,2010,American journal of epidemiology,Stephen R Cole; Lisa P Jacobson; Phyllis C Tien; Lawrence Kingsley; Joan S Chmiel; Kathryn Anastos,https://pubmed.ncbi.nlm.nih.gov/19934191/,raw/SEARCH-20260720-LINEAGE-CAUSAL-36.efetch.000000000-000000000.xml,5582a0219d1465500a0c1db9184b2be6d8cc9020f391adebd0dc526ed6a2e6cc
PMID:23943549,SEARCH-20260720-LINEAGE-CAUSAL-37,NS-CAUSAL-037,1,23943549,10.1002/sim.5810,"Comments on 'An information criterion for marginal structural models' by R. W. Platt, M. A. Brookhart, S. R. Cole, D. Westreich, and E. F. Schisterman.",2013,Statistics in medicine,Masataka Taguri; Yutaka Matsuyama,https://pubmed.ncbi.nlm.nih.gov/23943549/,raw/SEARCH-20260720-LINEAGE-CAUSAL-37.efetch.000000000-000000001.xml,f515c6665f210150f4964e1f8887812ca5d2a891f1d923f0a4db800541573332
PMID:22972662,SEARCH-20260720-LINEAGE-CAUSAL-37,NS-CAUSAL-037,2,22972662,10.1002/sim.5599,An information criterion for marginal structural models.,2013,Statistics in medicine,Robert W Platt; M Alan Brookhart; Stephen R Cole; Daniel Westreich; Enrique F Schisterman,https://pubmed.ncbi.nlm.nih.gov/22972662/,raw/SEARCH-20260720-LINEAGE-CAUSAL-37.efetch.000000000-000000001.xml,f515c6665f210150f4964e1f8887812ca5d2a891f1d923f0a4db800541573332
PMID:39224172,SEARCH-20260720-LINEAGE-CAUSAL-38,NS-CAUSAL-038,1,39224172,10.2147/rmhp.s476794,A Big Data and FRAM-Based Model for Epidemic Risk Analysis of Infectious Diseases.,2024,Risk management and healthcare policy,Junhua Zhu; Yue Zhuang; Wenjing Li,https://pubmed.ncbi.nlm.nih.gov/39224172/,raw/SEARCH-20260720-LINEAGE-CAUSAL-38.efetch.000000000-000000000.xml,e31bc113c21ac5a232091bd06a163de9d94000b9ad49ba8137dc969b2d0a146e
PMID:42092440,SEARCH-20260720-LINEAGE-CAUSAL-39,NS-CAUSAL-039,1,42092440,10.1016/j.jfp.2026.100802,A Machine Learning Framework for Meat Safety Risk Assessment with Cross-Domain Data Fusion.,2026,Journal of food protection,Liying Wu; Yanna Ke; Yiming Huang; Xiaosheng Wang; Chuanhai Ding; Xin Wang; Yu Ge,https://pubmed.ncbi.nlm.nih.gov/42092440/,raw/SEARCH-20260720-LINEAGE-CAUSAL-39.efetch.000000000-000000000.xml,6b1d90bc809cb5c4506fe825228fd45e30015c3569b135ced929df807ad1b01b
PMID:38620813,SEARCH-20260720-LINEAGE-CAUSAL-40,NS-CAUSAL-040,1,38620813,10.1016/j.iot.2021.100385,iCovidCare: Intelligent health monitoring framework for COVID-19 using ensemble random forest in edge networks.,2021,"Internet of things (Amsterdam, Netherlands)",Mainak Adhikari; Ambigavathi Munusamy,https://pubmed.ncbi.nlm.nih.gov/38620813/,raw/SEARCH-20260720-LINEAGE-CAUSAL-40.efetch.000000000-000000000.xml,e3f86be1607642519d03896528f2ce267fa7fb7bb3e03e0cdc48a4e9ca00b48f
PMID:41272576,SEARCH-20260720-LINEAGE-CAUSAL-41,NS-CAUSAL-041,1,41272576,10.1186/s12883-025-04502-z,Construction and effectiveness test of multimodal data fusion prediction model for intracranial infection after severe craniocerebral injury in children based on deep learning.,2025,BMC neurology,Peiliang Zhang; Wenbo Zhang; Jianbin Weng; Zhipeng Shen,https://pubmed.ncbi.nlm.nih.gov/41272576/,raw/SEARCH-20260720-LINEAGE-CAUSAL-41.efetch.000000000-000000000.xml,8d380741015023662f50ae2c80021f0fba883f20d9c4b21f4547057ea4ffa891
