candidate_key,query_id,named_source_id,candidate_rank,pmid,doi,title,year,journal,authors,source_url,raw_path,raw_sha256
PMID:20630145,SEARCH-20260722-LINEAGE-EVIDENCE-71,NS-EVIDENCE-010,1,20630145,10.2807/ese.15.27.19610-en,Emergence of pregnancy-related listeriosis amongst ethnic minorities in England and Wales.,2010,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin,P Mook; K A Grant; C L Little; G Kafatos; I A Gillespie,https://pubmed.ncbi.nlm.nih.gov/20630145/,raw/SEARCH-20260722-LINEAGE-EVIDENCE-71.efetch.000000000-000000000.xml,a0c727f999b9618b1b89d3ffbd63b4b7a2467c2889b21a6703d4f58a70b5ff1c
PMID:27277138,SEARCH-20260722-LINEAGE-EVIDENCE-72,NS-EVIDENCE-011,1,27277138,10.1111/risa.12637,Evolution and Use of Dynamic Transmission Models for Measles and Rubella Risk and Policy Analysis.,2016,Risk analysis : an official publication of the Society for Risk Analysis,Kimberly M Thompson,https://pubmed.ncbi.nlm.nih.gov/27277138/,raw/SEARCH-20260722-LINEAGE-EVIDENCE-72.efetch.000000000-000000000.xml,d7c9995dcef06fff444b3f5ceaee00e4a37ae606095594c01c8237e189a1aed9
PMID:37442686,SEARCH-20260722-LINEAGE-EVIDENCE-74,NS-EVIDENCE-013,1,37442686,10.1016/j.vaccine.2023.06.073,Exclusion of pregnant people from emergency vaccine clinical trials: A systematic review of clinical trial protocols and reporting from 2009 to 2019.,2023,Vaccine,Jamie Minchin; Gavin H Harris; Sasha Baumann; Emily R Smith,https://pubmed.ncbi.nlm.nih.gov/37442686/,raw/SEARCH-20260722-LINEAGE-EVIDENCE-74.efetch.000000000-000000000.xml,f25c6ee507d49eb7dda5016acd3559b179ef597cd33e9d545b8d27f0a0a14a73
PMID:36246252,SEARCH-20260722-LINEAGE-EVIDENCE-77,NS-EVIDENCE-016,1,36246252,10.3389/fmicb.2022.1011049,Knowing the unknown: The underestimation of monkeypox cases. Insights and implications from an integrative review of the literature.,2022,Frontiers in microbiology,Nicola Luigi Bragazzi; Woldegebriel Assefa Woldegerima; Sarafa Adewale Iyaniwura; Qing Han; Xiaoying Wang; Aminath Shausan; Kingsley Badu; Patrick Okwen; Cheryl Prescod; Michelle Westin; Andrew Omame; Manlio Converti; Bruce Mellado; Jianhong Wu; Jude Dzevela Kong,https://pubmed.ncbi.nlm.nih.gov/36246252/,raw/SEARCH-20260722-LINEAGE-EVIDENCE-77.efetch.000000000-000000000.xml,05dba9e4235e6c233517e6fb8babec818398efda192de7af927941896b042b5d
PMID:26743093,SEARCH-20260722-LINEAGE-EVIDENCE-81,NS-EVIDENCE-019,1,26743093,10.1093/cid/civ1222,How Generalizable Are the Results From Trials of Direct Antiviral Agents to People Coinfected With HIV/HCV in the Real World?,2016,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,Sahar Saeed; Erin C Strumpf; Sharon L Walmsley; Kathleen Rollet-Kurhajec; Neora Pick; Valerie Martel-Laferrière; Mark Hull; M John Gill; Joseph Cox; Curtis Cooper; Marina B Klein; Canadian Co-Infection Cohort Study; Jeff Cohen; Brian Conway; Curtis Cooper; Pierre Côté; Joseph Cox; John Gill; Shariq Haider; Marianne Harris; David Haase; Mark Hull; Julio Montaner; Erica Moodie; Neora Pick; Anita Rachlis; Danielle Rouleau; Roger Sandre; Joseph Mark Tyndall; Marie-Louise Vachon; Sharon Walmsley; David Wong,https://pubmed.ncbi.nlm.nih.gov/26743093/,raw/SEARCH-20260722-LINEAGE-EVIDENCE-81.efetch.000000000-000000000.xml,0e728f517fdc549fc4d7d660597355edabb0af08dbe01a47d9c7fa1c988367e3
PMID:33669985,SEARCH-20260722-LINEAGE-EVIDENCE-82,NS-EVIDENCE-020,1,33669985,10.3390/ijerph18042095,Handling Poor Accrual in Pediatric Trials: A Simulation Study Using a Bayesian Approach.,2021,International journal of environmental research and public health,Danila Azzolina; Giulia Lorenzoni; Silvia Bressan; Liviana Da Dalt; Ileana Baldi; Dario Gregori,https://pubmed.ncbi.nlm.nih.gov/33669985/,raw/SEARCH-20260722-LINEAGE-EVIDENCE-82.efetch.000000000-000000000.xml,47c236ddb36f23d96eba44423d6e86f6fe413e375ad5aa72b1eca8410d3ccedb
PMID:22372578,SEARCH-20260722-LINEAGE-EVIDENCE-84,NS-EVIDENCE-022,1,22372578,10.1111/j.1461-0248.2012.01749.x,Rapid genetic change underpins antagonistic coevolution in a natural host-pathogen metapopulation.,2012,Ecology letters,Peter H Thrall; Anna-Liisa Laine; Michael Ravensdale; Adnane Nemri; Peter N Dodds; Luke G Barrett; Jeremy J Burdon,https://pubmed.ncbi.nlm.nih.gov/22372578/,raw/SEARCH-20260722-LINEAGE-EVIDENCE-84.efetch.000000000-000000000.xml,3f984f1a11a311011fef793ecf4529e989477d7f8c96395bc64b0fabe2216133
PMID:36219562,SEARCH-20260722-LINEAGE-EVIDENCE-86,NS-EVIDENCE-023,1,36219562,10.1093/cid/ciac653,Influenza During the 2010-2020 Decade in the United States: Seasonal Outbreaks and Vaccine Interventions.,2023,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,Ryan E Malosh; Ian McGovern; Arnold S Monto,https://pubmed.ncbi.nlm.nih.gov/36219562/,raw/SEARCH-20260722-LINEAGE-EVIDENCE-86.efetch.000000000-000000000.xml,94eefd67254be7e854a607dc0910bebae434c397d3be51be6e647927a02d2ae7
PMID:36359061,SEARCH-20260722-LINEAGE-EVIDENCE-100,NS-EVIDENCE-035,1,36359061,10.3390/ani12212938,Advanced Techniques for the Intelligent Diagnosis of Fish Diseases: A Review.,2022,Animals : an open access journal from MDPI,Daoliang Li; Xin Li; Qi Wang; Yinfeng Hao,https://pubmed.ncbi.nlm.nih.gov/36359061/,raw/SEARCH-20260722-LINEAGE-EVIDENCE-100.efetch.000000000-000000000.xml,851900a1ff4089075e21131bb0d76b4ecdb5942b0cf0b878ddcbf0efceb92c61
PMID:22306557,SEARCH-20260722-LINEAGE-EVIDENCE-101,NS-EVIDENCE-036,1,22306557,10.1093/aje/kwr444,A causal framework for understanding the effect of losses to follow-up on epidemiologic analyses in clinic-based cohorts: the case of HIV-infected patients on antiretroviral therapy in Africa.,2012,American journal of epidemiology,Elvin H Geng; David V Glidden; David R Bangsberg; Mwebesa Bosco Bwana; Nicholas Musinguzi; Denis Nash; John Z Metcalfe; Constantin T Yiannoutsos; Jeffrey N Martin; Maya L Petersen,https://pubmed.ncbi.nlm.nih.gov/22306557/,raw/SEARCH-20260722-LINEAGE-EVIDENCE-101.efetch.000000000-000000000.xml,c353864e362b6544e1adcbc4217fcbd4ed674993b7d1e426442697b2194e8215
PMID:23459950,SEARCH-20260722-LINEAGE-EVIDENCE-104,NS-EVIDENCE-039,1,23459950,10.1093/aje/kws314,Infection fatality risk of the pandemic A(H1N1)2009 virus in Hong Kong.,2013,American journal of epidemiology,Jessica Y Wong; Peng Wu; Hiroshi Nishiura; Edward Goldstein; Eric H Y Lau; Lin Yang; S K Chuang; Thomas Tsang; J S Malik Peiris; Joseph T Wu; Benjamin J Cowling,https://pubmed.ncbi.nlm.nih.gov/23459950/,raw/SEARCH-20260722-LINEAGE-EVIDENCE-104.efetch.000000000-000000000.xml,01fa35aa00b193fc9b3ec6b2e90d7f91a243c394fa896b4ef3922e0f8600d3cc
PMID:32507028,SEARCH-20260722-LINEAGE-EVIDENCE-107,NS-EVIDENCE-041,1,32507028,10.1177/0272989x20926136,Developing a Clinical Decision Support Tool for Appropriate Antibiotic Prescribing in Australian General Practice: A Simulation Study.,2020,Medical decision making : an international journal of the Society for Medical Decision Making,Jo-Anne Manski-Nankervis; Ruby Biezen; Karin Thursky; Douglas Boyle; Malcolm Clark; Sean Lo; Kirsty Buising,https://pubmed.ncbi.nlm.nih.gov/32507028/,raw/SEARCH-20260722-LINEAGE-EVIDENCE-107.efetch.000000000-000000000.xml,b9602dae95e84dda0fa7027711a3d0babdfd013db713c87a404b09f38b88f49c
PMID:20946757,SEARCH-20260722-LINEAGE-EVIDENCE-111,NS-EVIDENCE-045,1,20946757,10.2807/ese.15.40.19678-en,"Seroprevalence of 2009 pandemic influenza A(H1N1) virus in Australian blood donors, October - December 2009.",2010,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin,J McVernon; K Laurie; T Nolan; R Owen; D Irving; H Capper; C Hyland; H Faddy; L Carolan; I Barr; A Kelso,https://pubmed.ncbi.nlm.nih.gov/20946757/,raw/SEARCH-20260722-LINEAGE-EVIDENCE-111.efetch.000000000-000000000.xml,8133f4333c63122ed671d003a6e652518c73f97531f1bfe9bc73014213932f8a
PMID:32126610,SEARCH-20260722-LINEAGE-EVIDENCE-120,NS-EVIDENCE-053,1,32126610,,[Biohazards in research laboratories].,2019,Giornale italiano di medicina del lavoro ed ergonomia,Stefano Porru; Marco Chiappin; Nicolò Sfriso,https://pubmed.ncbi.nlm.nih.gov/32126610/,raw/SEARCH-20260722-LINEAGE-EVIDENCE-120.efetch.000000000-000000001.xml,bd3590bea02f38d99352da7843c5462d7512433fdfc17d28ec9f51fb0064163e
PMID:11549131,SEARCH-20260722-LINEAGE-EVIDENCE-120,NS-EVIDENCE-053,2,11549131,,"Avoiding biohazards in medical, veterinary and research laboratories.",2001,Biotechnic & histochemistry : official publication of the Biological Stain Commission,W E Grizzle; J Fredenburgh,https://pubmed.ncbi.nlm.nih.gov/11549131/,raw/SEARCH-20260722-LINEAGE-EVIDENCE-120.efetch.000000000-000000001.xml,bd3590bea02f38d99352da7843c5462d7512433fdfc17d28ec9f51fb0064163e
PMID:28641373,SEARCH-20260722-LINEAGE-EVIDENCE-122,NS-EVIDENCE-055,1,28641373,10.1093/aje/kwx251,Estimating Influenza Vaccine Effectiveness With the Test-Negative Design Using Alternative Control Groups: A Systematic Review and Meta-Analysis.,2018,American journal of epidemiology,Shuo Feng; Benjamin J Cowling; Heath Kelly; Sheena G Sullivan,https://pubmed.ncbi.nlm.nih.gov/28641373/,raw/SEARCH-20260722-LINEAGE-EVIDENCE-122.efetch.000000000-000000000.xml,efa80dc427a5923bb6d7a7e576bbe7bdb8075092a602b6c12903d95f791ad36d
PMID:20098724,SEARCH-20260722-LINEAGE-EVIDENCE-127,NS-EVIDENCE-058,1,20098724,10.1371/journal.pmed.1000218,The relationship between anti-merozoite antibodies and incidence of Plasmodium falciparum malaria: A systematic review and meta-analysis.,2010,PLoS medicine,Freya J I Fowkes; Jack S Richards; Julie A Simpson; James G Beeson,https://pubmed.ncbi.nlm.nih.gov/20098724/,raw/SEARCH-20260722-LINEAGE-EVIDENCE-127.efetch.000000000-000000000.xml,6fac9ae68f465e86a68fcfa7eefd9c1c64474c01bc971b942824fa5602af69b8
PMID:21176699,SEARCH-20260722-LINEAGE-FORECASTING-102,NS-FORECASTING-012,1,21176699,,[A study regarding the applicability of WSARE algorithms in the early warning system of infectious disease outbreaks].,2010,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,Zi-Wu Zhang; Zi-Jian Feng; Xiao-Song Li,https://pubmed.ncbi.nlm.nih.gov/21176699/,raw/SEARCH-20260722-LINEAGE-FORECASTING-102.efetch.000000000-000000000.xml,299dec6b8bffc52eeae304bc3da2059e0664869da7a1e39c9eafbb67c41c73df
PMID:28233783,SEARCH-20260722-LINEAGE-FORECASTING-107,NS-FORECASTING-016,1,28233783,10.1038/ncomms14592,Ensemble forecast of human West Nile virus cases and mosquito infection rates.,2017,Nature communications,Nicholas B DeFelice; Eliza Little; Scott R Campbell; Jeffrey Shaman,https://pubmed.ncbi.nlm.nih.gov/28233783/,raw/SEARCH-20260722-LINEAGE-FORECASTING-107.efetch.000000000-000000000.xml,36c8782bdd73170bb02de23145e1de53a3796d7fab9280d162727f6cf7bde506
PMID:38254213,SEARCH-20260722-LINEAGE-FORECASTING-122,NS-FORECASTING-028,1,38254213,10.1186/s13071-023-06112-5,A nowcast model to predict outdoor flea activity in real time for the contiguous United States.,2024,Parasites & vectors,Stella Self; Yuan Yang; Heather Walden; Michael J Yabsley; Christopher McMahan; Brian H Herrin,https://pubmed.ncbi.nlm.nih.gov/38254213/,raw/SEARCH-20260722-LINEAGE-FORECASTING-122.efetch.000000000-000000000.xml,fa725c59ee21ba62aa8f358dbcb057b550cb38a2d7a7d846c80d170e81317ce9
PMID:33340847,SEARCH-20260722-LINEAGE-FORECASTING-123,NS-FORECASTING-029,1,33340847,10.1016/j.epidem.2020.100422,"Forecasting the probability of local dengue outbreaks in Queensland, Australia.",2021,Epidemics,Jessica Liebig; Frank de Hoog; Dean Paini; Raja Jurdak,https://pubmed.ncbi.nlm.nih.gov/33340847/,raw/SEARCH-20260722-LINEAGE-FORECASTING-123.efetch.000000000-000000000.xml,0293044193a5e5536f4df5a516ad607c8fb736bc0f21343d5b1f4351e54e3a22
PMID:40609560,SEARCH-20260722-LINEAGE-FORECASTING-126,NS-FORECASTING-031,1,40609560,10.1016/s0140-6736(25)01186-9,Evaluating the impact of two decades of USAID interventions and projecting the effects of defunding on mortality up to 2030: a retrospective impact evaluation and forecasting analysis.,2025,"Lancet (London, England)",Daniella Medeiros Cavalcanti; Lucas de Oliveira Ferreira de Sales; Andrea Ferreira da Silva; Elisa Landin Basterra; Daiana Pena; Caterina Monti; Gonzalo Barreix; Natanael J Silva; Paula Vaz; Francisco Saute; Gonzalo Fanjul; Quique Bassat; Denise Naniche; James Macinko; Davide Rasella,https://pubmed.ncbi.nlm.nih.gov/40609560/,raw/SEARCH-20260722-LINEAGE-FORECASTING-126.efetch.000000000-000000000.xml,ac498aed1f7d6b3bfee61cabb50388f3378faf29f24ae5872a8e5d252cc46168
